Churn,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Population,Age,Income,Children,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Phone,Multiple,InternetService_Fiber_Optic,InternetService_DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_One_Year,PaperlessBilling
0,13.09678,6.838437,10,1,1,5025,46,17549.51,3,2,2,2,4,3,1,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
0,6.224413,5.754038,5,2,0,34941,51,2439.79,2,4,3,4,3,3,3,3,3,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1
0,16.25655,12.99932,9,0,0,5642,70,38731.74,4,2,3,2,3,3,2,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1,10.74959,9.995799,12,1,0,2919,45,19739.42,3,3,4,5,4,4,3,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
0,16.42222,9.959938,13,2,1,1692,22,17241.1,1,3,3,4,3,5,2,3,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1
0,5.585075,8.967992,13,2,0,694,64,36384.55,1,3,2,4,4,3,3,4,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0
0,3.583025,6.991807,15,1,0,62131,54,8168.76,5,3,3,3,5,2,4,2,2,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1,2.457741,11.14249,15,1,0,303,73,79117.6,3,5,4,5,4,4,4,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,5.006746,5.620259,13,0,0,9627,29,36415.41,0,4,4,3,4,5,3,5,4,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1
1,17.53363,5.902462,17,1,0,366,20,6528.33,0,4,4,2,3,4,3,4,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1
0,11.9781,11.62995,12,2,1,97,67,47375.49,0,2,3,3,3,4,3,3,4,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0
0,21.06329,12.19992,9,1,0,16665,44,26040.67,1,2,2,3,3,4,3,5,5,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
0,9.453234,10.56558,12,1,2,140,24,29604.72,0,6,6,5,5,4,5,4,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
0,3.109148,9.702895,11,1,2,1075,88,29321.73,1,3,4,4,2,4,3,4,4,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0
0,10.16511,4.575379,9,1,0,3052,44,13029.09,4,2,3,3,3,5,3,2,3,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
0,2.598272,12.964,8,0,0,4821,18,9443.65,3,4,4,4,2,4,3,4,5,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,1.717806,10.06356,10,1,1,2778,30,39940.05,0,4,3,4,3,5,3,2,4,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1
0,2.224742,8.327232,15,1,0,14673,78,34293.99,1,4,5,4,3,3,3,3,4,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
1,4.847252,11.2239,8,1,0,1012,56,98436.93,0,1,2,3,3,2,4,2,3,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
0,1.200249,12.80332,9,0,1,3492,77,23241.01,1,2,2,2,3,4,2,3,2,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
0,21.53238,11.67122,12,2,0,46327,30,28600.78,2,3,2,3,5,4,5,3,5,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1
1,5.656086,12.21062,14,0,0,11595,73,65905.54,2,3,3,3,5,4,4,3,5,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1
1,8.840599,7.262788,14,0,1,332,49,24271.95,3,3,4,2,4,4,3,3,5,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
0,22.38582,8.601513,20,2,0,1843,63,10192.04,4,4,5,4,3,3,3,3,2,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1,9.417302,8.665467,15,1,0,34381,74,6932.32,3,3,3,3,3,4,2,4,2,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0
0,4.278907,10.65341,11,0,1,55,39,23502.47,4,2,2,1,3,4,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1
0,4.799511,12.47288,13,3,0,1547,83,33172.33,2,3,4,4,4,2,4,4,2,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
1,32.97693,8.521897,13,1,0,2667,42,16447.16,1,3,3,4,6,2,4,4,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
0,12.05316,9.283462,7,0,0,19713,85,41899.29,0,3,3,3,3,4,3,4,3,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
0,7.129721,11.15522,15,2,0,39344,27,9791.48,3,4,4,4,2,5,4,4,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,15.23335,6.471399,13,1,0,226,29,13656.87,4,4,5,5,2,4,5,4,4,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
0,4.273105,7.197275,10,0,0,19649,35,33138.54,1,4,4,4,2,4,2,2,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
0,13.19046,11.34425,16,1,0,8103,35,23661.52,1,4,4,4,3,4,4,3,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
0,10.91353,15.16412,8,0,0,64,32,91022.36,1,3,3,3,4,3,3,4,4,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
1,10.3362,6.969893,9,3,0,3817,70,17670.66,1,4,4,4,3,4,4,3,3,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1,12.24574,6.850694,12,0,0,135,76,34492.59,3,4,3,4,3,4,4,3,4,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1
0,13.62126,4.585813,12,0,2,262,32,12530.16,3,4,5,5,5,4,5,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,12.73029,11.02008,10,1,1,708,58,55438.14,1,4,3,4,3,3,3,4,3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
0,8.681614,9.403453,13,2,0,1253,34,27450.8,1,4,4,3,2,5,2,2,3,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0
0,15.38202,5.672009,9,1,1,8601,56,1722.01,1,2,2,3,4,3,4,3,3,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
0,7.513611,11.41187,9,1,0,267,72,55046.63,0,2,2,2,4,2,3,4,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,11.05993,10.67622,12,1,1,8261,59,10121.11,3,2,2,3,3,5,3,4,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1
0,6.611955,9.593637,5,0,1,71763,87,15469,3,4,3,3,3,3,3,7,5,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1
0,9.040057,6.165032,12,0,0,1176,25,78059.33,2,5,3,5,4,2,5,5,5,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0
0,25.11299,14.37122,10,0,1,40041,74,50656.38,2,3,3,3,4,4,4,3,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
0,7.845114,13.45773,11,1,1,84,63,22830.86,4,5,3,4,3,4,3,2,4,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
0,7.773669,9.742724,8,1,1,6274,23,15240.37,0,4,3,4,3,4,3,5,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,10.92196,11.64537,15,2,0,27649,63,59871.53,0,2,3,4,3,4,5,3,3,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1
0,10.41798,5.881182,11,2,0,26238,44,33035.98,4,5,4,4,5,4,5,4,5,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
0,9.561875,11.27574,13,2,1,2387,51,20697.37,2,3,2,3,2,3,3,5,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,5.464488,6.599123,16,0,0,2049,47,35404.27,4,1,3,3,3,6,1,2,2,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1
0,5.966695,4.868079,9,0,0,21038,62,40588.2,6,3,3,4,4,2,5,3,3,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
0,4.899911,10.5775,14,2,1,22254,27,49071.14,1,5,4,4,4,3,5,4,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
0,11.16749,12.25489,13,3,0,450,46,26019.32,7,3,3,3,3,4,4,3,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0
1,13.16571,11.40364,9,0,0,5038,79,70043.21,2,3,3,4,2,3,3,2,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1
0,4.367739,6.799101,12,0,0,136,74,25667.66,0,3,4,5,4,2,3,4,3,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
0,12.78697,6.244769,16,0,0,298,18,30253.76,2,4,4,4,4,4,4,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,6.8425840000000004,10.17557,7,0,1,378,55,42972.18,3,4,3,4,2,5,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
1,1.450219,9.278879,12,2,0,6610,75,46151.13,3,4,4,3,5,4,3,3,5,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
0,10.29318,14.35913,9,1,0,949,40,35849.72,3,4,3,3,4,2,4,3,3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
1,3.326476,12.05681,11,2,0,11557,53,13230.67,0,4,4,4,5,5,2,3,4,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
0,13.8101,7.619574,8,0,0,19390,56,55794.29,1,4,4,4,3,3,4,4,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,6.039499,8.018422,9,3,0,1126,22,25877.54,1,2,2,4,2,3,3,5,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0,10.11079,12.74478,5,2,0,3230,89,41848.9,2,5,5,5,4,4,4,4,4,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,8.509962,9.008834,15,0,1,335,38,44420.18,1,3,4,3,4,4,5,4,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0,1.602966,14.75288,12,0,1,41861,46,13360.17,0,3,4,4,4,4,4,3,4,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
1,2.251237,14.22707,13,0,0,155,24,50965.27,3,3,2,3,4,2,4,3,4,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0
1,2.089917,12.62145,7,3,0,6826,54,32987.01,4,4,5,5,5,3,4,4,3,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1
1,10.94284,11.13605,14,1,1,28287,69,96753.8,0,3,4,3,3,4,3,4,4,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
0,17.25514,7.412049,18,2,0,32388,79,45633.91,0,3,4,2,3,4,3,3,4,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1
1,9.349103,8.212326,14,1,1,300,44,86896.2,2,4,3,3,3,3,4,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
1,15.04337,13.7683,11,1,0,809,63,29782.39,0,3,3,3,3,3,1,3,4,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
0,7.066142,8.561303,12,1,0,644,84,8249.6,1,2,3,2,1,4,2,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,4.327078,11.00436,12,1,0,37035,76,18493.95,5,2,3,2,4,5,2,3,3,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
0,5.526815,6.414763,19,0,0,244,29,16226.12,1,2,1,3,4,2,3,2,4,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
1,2.080255,6.718432,16,2,0,27428,84,19427.81,1,3,3,4,4,3,4,3,3,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
1,2.847117,6.133776,8,3,0,6457,29,5317.94,1,4,3,4,2,4,5,3,4,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
1,10.72393,8.458739,12,1,0,20935,38,8461.79,1,4,3,4,1,6,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
1,2.1782,12.85535,11,2,0,278,20,84399.36,1,4,3,3,3,3,3,2,4,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
0,10.24306,10.77811,14,0,0,121,31,31715.37,1,3,3,3,5,3,2,3,4,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
0,11.65333,10.56625,13,1,0,41523,46,51108.77,2,4,5,3,3,4,4,4,3,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
1,3.000251,7.718284,12,1,0,3108,59,66148.83,2,3,2,3,4,2,3,3,5,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
1,7.916586,9.88811,8,0,1,257,25,26190.19,7,3,4,3,5,2,4,3,4,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1
0,5.519258,12.93786,12,0,1,6002,77,25806.54,1,3,5,4,3,4,4,5,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
1,5.944147,6.566714,13,1,0,9583,46,48267.33,3,3,4,5,5,2,4,4,2,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1
1,3.255652,14.3962,17,1,0,0,22,15864.7,1,6,4,4,5,4,5,4,3,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0
1,1.868309,16.64886,12,1,0,4827,31,37734.22,0,4,4,4,3,4,3,2,4,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1
1,13.46637,8.733939,12,1,0,7511,80,14433.56,0,2,3,3,3,4,1,4,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
0,22.54598,6.862006,7,0,1,1771,85,89441.6,4,6,5,4,1,4,4,2,4,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
0,5.787415,9.091339,9,1,0,3803,72,74252.79,4,3,4,5,3,4,3,3,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
0,1.125218,11.49429,13,1,1,1131,25,43930.42,1,5,4,6,4,3,5,5,5,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
0,6.548905,10.01143,15,3,0,1418,82,16149.85,4,3,4,4,3,2,3,4,3,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
0,1.799293,9.135272,14,1,0,18090,89,25979.07,3,3,3,3,5,2,4,5,6,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
0,7.012788,8.70624,9,2,0,832,65,34356.62,0,4,4,5,4,3,4,3,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1,9.539097,6.280831,14,1,0,63,39,44779.1,1,4,4,2,3,3,4,3,3,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1
0,8.58684,11.73966,13,3,0,2680,71,103306.6,4,2,2,3,3,4,3,4,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
1,7.179432,6.224176,10,1,0,1493,68,5505.74,0,2,2,2,4,2,2,3,5,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1
1,6.971589,13.62664,15,0,1,8008,70,58836.68,3,3,4,5,4,4,4,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
0,14.26274,7.483489,13,0,0,615,75,23086.45,1,5,5,5,5,3,5,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,21.73641,14.27531,14,1,2,54190,28,96788.12,7,5,4,4,1,6,5,4,4,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
0,5.867453,7.683526,12,3,0,4996,60,12100.28,0,3,2,2,3,5,3,3,4,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
0,17.32489,10.36729,14,1,1,94,28,11068.12,3,3,3,3,2,4,3,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,2.80856,5.261171,18,0,1,341,26,10270.29,0,3,4,4,4,3,4,2,4,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
0,19.77964,7.024192,14,2,0,1148,69,26803.44,7,5,5,4,4,4,5,5,4,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1
1,7.342789,10.03005,9,1,0,910,64,44900.84,0,4,5,4,4,3,6,5,4,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1
1,1.813125,7.163319,14,1,1,37067,53,67156.75,4,3,3,3,3,3,3,3,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
1,20.95648,10.653,14,0,1,2245,82,28738.5,4,3,3,3,2,4,4,3,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
1,18.47081,11.34582,13,1,0,52078,22,63286.15,3,4,4,4,4,5,4,2,4,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1
0,1.571176,9.399095,11,3,0,6366,39,32221.49,3,4,3,4,4,3,5,5,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1
0,8.74736,6.125568,15,1,1,38835,19,45594.27,1,4,4,4,2,4,4,5,3,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1
0,13.36539,10.48235,11,2,0,104,36,72663.08,3,4,3,3,4,3,3,3,4,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
1,7.311512,13.14802,20,1,0,801,89,27157.3,2,5,3,6,4,3,4,5,3,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
1,18.24928,4.48145,13,1,0,2301,51,36149.29,0,1,1,2,4,3,3,2,4,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1
0,3.101413,9.249754,15,0,0,318,32,17615.71,4,3,3,2,6,1,5,5,5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
0,6.150351,7.813956,20,5,1,336,65,40599.16,4,3,3,3,4,4,6,4,5,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
0,5.97747,11.41893,9,0,0,100,35,38418.96,0,3,4,3,4,3,4,3,4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
0,14.83659,10.80515,10,0,0,18856,36,69960.26,1,3,3,4,3,3,3,4,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0
1,7.72199,8.917382,14,1,0,9924,54,43618.17,3,4,4,4,4,3,5,4,4,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1
1,2.10678,7.876098,13,1,0,594,78,75452.77,2,2,2,2,4,3,3,3,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0
1,3.518534,9.071716,13,2,0,40543,82,43098.2,7,3,3,3,6,1,4,4,4,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1
0,3.172425,8.587338,10,2,1,7390,61,35388.48,0,6,5,6,4,3,6,5,5,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
1,2.266934,12.03535,14,2,1,6289,61,37993.51,2,4,4,4,3,4,5,5,3,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0
1,7.5636,12.50981,15,2,0,3263,61,13138.02,2,4,4,3,3,3,5,4,4,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1,12.00194,4.656974,8,1,1,29599,73,27675.71,0,4,4,3,4,3,4,2,2,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0
0,15.64015,8.620715,14,3,0,222,33,29581.15,0,5,3,4,4,4,5,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
1,2.431373,12.76804,12,1,2,610,49,32745.98,0,1,2,2,4,3,4,3,4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
0,17.29281,10.38163,12,1,0,2593,38,41643.14,0,4,2,4,3,5,2,3,3,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1
1,21.13934,5.932274,13,0,0,2781,27,52558.45,2,3,3,4,2,4,2,1,2,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
0,4.462414,8.224676,10,0,0,16503,23,19508.33,3,3,3,2,4,2,3,3,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
0,15.77942,8.964938,15,1,0,25735,82,40528.85,1,4,4,3,5,3,4,4,4,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1
0,3.678847,8.128102,18,2,0,6060,58,61541.53,1,2,2,3,3,3,4,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6.967998,11.47009,8,0,0,1075,21,94836.83,4,4,3,3,1,5,3,3,4,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
1,6.515297,4.834122,19,1,0,815,57,65435.46,1,4,5,5,5,1,6,5,5,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
0,15.6265,8.597035,9,1,0,4403,41,28593.48,4,4,3,4,4,3,3,4,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1
1,7.296904,13.31608,14,3,0,2845,63,34127.24,0,4,3,4,2,6,2,3,3,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
1,7.032433,10.58815,12,2,0,1879,42,42517.98,2,3,3,3,4,4,3,3,3,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1
1,17.09722,10.58433,15,1,0,1968,62,61879.76,0,2,2,3,5,3,4,5,4,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1
1,8.287531,8.473613,14,1,0,36335,29,78712.17,1,3,3,3,4,3,4,4,3,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1
1,2.437932,12.20023,9,1,0,410,75,33869.92,0,5,4,4,3,4,5,4,4,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
0,11.81853,10.18788,16,2,0,11722,20,97694.83,1,3,3,4,4,3,3,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,28.06447,13.54628,4,0,1,11846,19,35980.24,0,4,3,4,3,5,3,2,4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
1,10.02202,10.53385,15,0,1,41818,57,41550.85,1,5,4,4,3,3,4,6,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1
0,4.731989,9.397798,11,0,0,23354,72,34940.98,3,3,2,4,4,4,3,2,2,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1
0,16.01922,2.732357,13,0,0,11435,25,50629.79,0,5,4,5,2,5,4,4,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,7.220079,6.900504,6,0,1,9145,62,72764.42,3,4,5,4,3,4,4,4,3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
0,4.454344,14.66079,10,1,0,22744,43,32017.56,0,4,4,4,3,3,2,3,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
0,11.20366,5.723715,13,0,0,2779,89,11722.42,2,4,3,4,3,2,2,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1.689999,11.48341,16,1,1,35279,19,14090.14,0,4,4,4,3,1,6,5,4,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
0,7.899007,13.48535,7,0,1,14182,68,64315.91,0,3,4,3,4,3,2,3,2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,10.52622,8.200607,15,0,2,189,63,48178.83,1,4,3,3,3,4,4,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,11.15074,10.82436,13,1,0,31883,31,22985.19,1,3,4,2,3,3,2,4,4,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0
0,17.2154,9.467888,14,0,0,4909,55,27187.1,2,3,4,3,4,4,2,3,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
0,8.922175,11.77423,16,1,0,9974,21,13131.39,2,5,5,5,5,2,4,4,4,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,4.267801,4.711767,15,3,0,2012,59,38867.93,1,3,3,2,3,3,4,3,3,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
1,1.294635,10.85027,8,3,2,6874,40,54741.36,3,5,4,3,3,4,5,4,4,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0
1,2.168042,11.19605,9,0,0,959,86,62709.94,0,3,3,4,4,3,4,3,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
1,8.268061,15.29979,13,1,1,838,23,53227.7,0,3,5,3,3,4,4,3,3,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0
0,5.538303,11.98454,12,2,0,702,89,20089.1,0,2,1,2,4,3,2,1,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,7.733033,10.89639,11,1,1,40649,24,18946.77,6,5,4,6,3,2,5,5,4,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1,6.446693,11.3254,8,1,0,10885,19,27134.99,3,5,4,4,2,3,3,4,3,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1
0,11.81544,8.458642,9,1,0,1668,75,11711.93,1,4,4,4,3,6,2,4,2,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
0,20.72068,6.715052,15,0,0,1399,64,6196.02,3,3,3,3,5,2,4,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1,20.74516,6.425239,17,2,0,9339,23,24130.48,4,5,3,5,3,3,6,5,4,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0
0,4.24454,10.28547,10,1,1,20681,86,26224.1,1,3,4,3,3,4,3,4,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,16.88185,4.380817,11,0,1,4470,44,28588.01,0,4,4,4,6,4,4,3,3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1
0,10.12304,10.76239,14,1,0,24580,25,34364.84,5,4,4,3,5,4,3,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,3.046588,11.04908,12,0,0,7626,37,35801.05,3,2,2,3,3,4,3,3,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
0,11.34636,11.54934,11,0,1,236,62,50382.25,1,3,3,3,5,2,4,3,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1
