"","X","CaseOrder","Customer_id","Interaction","City","State","County","Zip","Lat","Lng","Population","Area","Timezone","Job","Children","Age","Education","Employment","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","item1","item2","item3","item4","item5","item6","item7","item8"
"8055",8055,8055,"C256948","dcc26db0-1b28-427b-b709-4fc46cc2cf17","Rochester","NY","Monroe",14625,43.14899,-77.50534,10122,"Rural","America/New_York","Production assistant, radio",1,35,"Some College, Less than 1 Year","Full Time",65755.81,"Never Married","Female","No",4.637402,16,0,3,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","No","No","No","Credit Card (automatic)",66.78484,113.4642,6024.452,4,4,5,3,3,3,4,4
"8063",8063,8063,"G734993","157a48af-f45b-478d-821e-989d6d49bcd9","Arabi","LA","St. Bernard",70032,29.95809,-89.99784,4501,"Urban","America/Chicago","Air traffic controller",2,25,"Master's Degree","Full Time",47909.98,"Widowed","Male","No",16.81864,10,0,3,"No","Two Year","No","No","DSL","Yes","No","No","Yes","No","Yes","No","No","Yes","Credit Card (automatic)",58.94262,127.3572,5562.842,4,3,4,3,3,3,5,4
"8314",8314,8314,"N582962","6837d390-07c8-4751-b0f4-b059ae1ab666","Shreveport","LA","Caddo",71104,32.48494,-93.73255,14479,"Suburban","America/Chicago","Fast food restaurant manager",1,65,"No Schooling Completed","Full Time",33168.88,"Separated","Male","No",6.970055,12,1,3,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Mailed Check",56.79639,117.8257,5348.892,3,4,4,5,4,3,4,3
"8492",8492,8492,"U821333","9e5b3236-2ab2-4c7a-a57e-a47d1444e4e7","Upsala","MN","Morrison",56384,45.80948,-94.5672,417,"Urban","America/Chicago","Chemical engineer",3,51,"Nursery School to 8th Grade","Full Time",10770.7,"Separated","Female","No",9.592144,6,0,3,"No","One year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",61.74695,182.4505,5450.904,4,4,4,3,3,5,4,4
"8981",8981,8981,"M275292","7c141a23-85d6-4610-94ca-97804bca46a0","Bay Minette","AL","Baldwin",36507,30.86319,-87.73904,22096,"Urban","America/Chicago","Television floor manager",1,76,"Regular High School Diploma","Full Time",59188.01,"Never Married","Female","No",10.47379,11,1,3,"No","Two Year","Yes","No","None","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Mailed Check",65.09085,128.0074,5506.826,2,2,2,4,4,3,2,3
"9109",9109,9109,"L817058","a4f045b8-a74f-47f0-b588-fc642660a417","Sturgeon","PA","Allegheny",15082,40.37776,-80.21299,163,"Suburban","America/New_York","Accountant, chartered public finance",2,53.2995298858294,"Regular High School Diploma","Full Time",16226.86,"Married","Male","No",6.003093,10,2,3,"Yes","One year","No","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",66.03822,241.7826,6181.96,4,5,3,3,3,4,4,2
"9176",9176,9176,"E709997","d3fd6a58-7e21-412d-8f1a-b12e08856fea","Sandwich","IL","DeKalb",60548,41.64812,-88.63618,12374,"Urban","America/Chicago","Community development worker",3,68,"Some College, 1 or More Years, No Degree","Full Time",72757.38,"Separated","Female","No",13.35746,18,2,3,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Electronic Check",62.77605,243.8788,5728.245,4,5,6,4,4,5,4,3
"9342",9342,9342,"I347202","2283ba29-09af-45a3-b689-feb3a150a3cf","Rootstown","OH","Portage",44272,41.08799,-81.18335,5176,"Urban","America/New_York","Midwife",3,53.2995298858294,"Nursery School to 8th Grade","Retired",33168.88,"Divorced","Female","No",9.799804,17,0,3,"No","Month-to-month","Yes","No","None","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Electronic Check",59.15713,147.061,5081.314,4,3,2,4,4,3,5,5
"9423",9423,9423,"E641527","ca7aa5ca-5066-4787-b8be-2f5cac723da9","Fort Sumner","NM","De Baca",88119,34.323,-104.408,1976,"Rural","America/Denver","Engineer, civil (consulting)",2,66,"9th Grade to 12th Grade, No Diploma","Student",32080.56,"Separated","Male","No",11.57004,11,1,3,"No","Month-to-month","No","Yes","None","Yes","No","No","No","No","No","Yes","Yes","No","Electronic Check",49.37752,174.7865,4554.912,5,4,5,4,3,4,4,3
"9584",9584,9584,"B146281","e46ac4b2-4a9e-4165-973a-6957c7a3d9cd","Noxon","MT","Sanders",59853,48.05707,-115.7696,702,"Rural","America/Denver","Financial trader",1,81,"Some College, 1 or More Years, No Degree","Retired",28781.12,"Widowed","Male","No",10.13241,13,0,3,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","No","No","No","Yes","Credit Card (automatic)",36.63634,147.71,5695.835,3,3,3,4,4,2,3,4
"9675",9675,9675,"H712105","0a489672-b274-4fb8-9e82-9705e4bd9933","Jackson","MI","Jackson",49203,42.22151,-84.4011,38659,"Suburban","America/Detroit","Journalist, magazine",1,53.2995298858294,"Bachelor's Degree","Retired",33168.88,"Never Married","Male","No",6.345157,10,3,3,"No","Month-to-month","No","No","None","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Credit Card (automatic)",57.36298,194.0284,5222.665,6,3,4,4,2,3,5,3
"9764",9764,9764,"A472924","68f06d83-dca3-473e-9543-3246da5c941d","Snelling","CA","Merced",95369,37.53346,-120.4317,990,"Urban","America/Los_Angeles","Financial manager",1,53.2995298858294,"9th Grade to 12th Grade, No Diploma","Unemployed",33168.88,"Married","Female","No",10.14506,8,0,4,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Credit Card (automatic)",55.07277,172.0047,4849.092,3,3,3,2,5,5,4,4
"9770",9770,9770,"W133136","24a71b97-d47a-4ab6-b0a0-3c3cf30257dd","Buffalo","NY","Erie",14207,42.95167,-78.89778,23808,"Suburban","America/New_York","Manufacturing engineer",0,83,"Regular High School Diploma","Retired",33168.88,"Married","Male","No",8.338162,13,2,3,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Mailed Check",65.03729,275.3421,5890.998,2,2,2,5,2,4,3,3
"9968",9968,9968,"Q597995","17ead91e-fee8-4b36-bec3-60610ced2732","Lynnfield","MA","Essex",1940,42.53456,-71.03757,13484,"Rural","America/New_York","Legal secretary",0,87,"Some College, Less than 1 Year","Part Time",16074.96,"Never Married","Male","No",8.014046,7,0,3,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Electronic Check",68.81287,209.1675,6524.466,1,1,2,2,5,3,1,3
