Churn,Children,Income,Outage_sec_perweek,Yearly_equip_failure,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,InternetService_DSL,InternetService_Fiber_Optic,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Contract_Monthly,Contract_One_Year
0,0,53196.73,8.942252776,0,1,0,0,0,1,0,1,0,1,7.629943705,0,1,1,0,0,0,1,1,0
0,2,11113.69,12.8348374,1,1,1,1,0,1,1,0,0,1,9.417609509,0,1,1,0,0,1,0,1,0
0,1,6479.72,8.6681168,0,1,1,1,0,1,1,0,0,1,8.574105728,0,1,1,0,0,1,0,1,0
1,3,40710.63,11.28911933,0,1,0,1,1,1,1,1,0,0,15.56696462,1,0,1,0,0,0,1,1,0
1,1,71631.82,8.734579171,2,1,1,1,1,0,0,1,1,0,2.439520256,1,0,1,0,0,0,0,1,0
1,0,38513.67,11.93951737,0,1,0,1,1,1,0,1,0,1,8.16762508,0,0,0,0,0,0,0,1,0
1,2,37445.32,7.947973086,0,0,1,0,1,1,0,0,1,1,7.537243981,0,1,1,1,0,0,0,1,0
0,2,27660.28,5.833716636,0,1,0,0,0,0,0,0,0,1,9.94963312,0,1,0,0,0,1,0,0,0
1,1,38162.85,9.241864687,2,1,0,0,0,0,0,1,1,0,20.83084927,0,1,0,1,0,0,0,1,0
1,0,76184.47,8.665638946,0,1,1,0,0,1,0,0,1,1,1.963127209,1,0,1,0,0,0,1,1,0
1,3,81803.03,14.63754555,0,1,0,0,0,0,1,1,0,1,10.34247598,1,0,0,0,1,0,0,1,0
0,1,39702.07,3.356393859,1,1,0,1,1,1,0,1,0,1,4.269258862,0,1,0,0,0,0,1,1,0
0,2,27329.96,13.37613844,2,1,0,0,1,0,1,0,0,0,4.397705634,0,1,1,0,0,1,0,1,0
0,3,56631.76,6.839793198,0,1,1,0,0,0,1,1,0,0,11.08150154,0,1,1,1,0,0,0,0,0
0,6,67521.69,7.67710837,0,1,0,0,1,0,0,0,1,1,24.0737635,0,1,0,0,0,0,1,1,0
1,1,63827.57,6.204764784,0,1,0,0,1,0,1,0,1,1,2.978504665,0,1,0,0,0,1,0,1,0
0,2,41967.93,17.04978252,2,1,1,0,0,0,0,1,0,1,10.55505829,1,0,0,0,0,0,1,0,1
1,1,29318.41,13.65178245,0,1,1,0,0,1,1,0,1,1,2.108441505,1,0,0,0,1,0,0,0,1
0,0,30118.57,7.636999105,0,1,0,0,0,1,1,0,0,0,4.55454522,1,0,0,0,0,0,0,1,0
1,3,54567.1,8.842844227,0,1,0,0,0,1,1,0,1,0,5.682066541,0,1,1,1,0,0,0,1,0
0,3,18913.5,6.998489346,1,1,1,0,0,1,1,0,1,0,15.26657624,0,1,1,0,0,1,0,1,0
0,4,90889.4,12.04083843,0,1,1,0,1,1,0,1,1,1,23.05042619,0,0,0,0,0,1,0,0,0
1,4,22390.15,9.873985217,1,1,0,1,0,0,1,1,1,0,14.05740045,0,0,0,1,0,0,0,0,0
0,4,71721.17,14.71733435,1,1,1,0,0,0,0,1,0,1,14.23594392,0,1,1,1,0,0,0,0,0
1,0,45734.73,7.051157559,0,1,0,0,0,0,1,1,1,1,3.883156675,1,0,0,0,0,0,0,1,0
0,2,22070.09,16.15922157,0,0,0,1,1,1,1,0,0,1,4.891651665,0,0,1,0,0,1,0,0,0
1,3,52687.01,11.44953763,0,1,0,1,1,1,0,1,1,0,9.553290527,0,1,0,0,0,0,0,0,0
1,3,22561.45,10.62160932,2,1,1,0,0,0,0,1,1,0,22.56250894,1,0,0,0,1,0,0,1,0
1,2,57281.66,5.762293362,1,1,0,0,1,1,0,1,1,0,3.469955007,0,1,1,1,0,0,0,1,0
0,3,55370.33,13.11354412,0,0,1,1,1,0,1,0,0,0,7.59915732,0,1,1,0,0,1,0,0,0
1,3,11565.2,10.35922638,0,1,1,1,1,1,0,1,1,1,2.288223389,0,0,1,0,0,0,1,0,1
0,1,97462.46,12.05972869,0,1,0,0,0,0,0,0,1,1,1.522691557,1,0,0,1,0,0,0,0,1
1,0,39746.81,8.242313408,0,1,1,1,0,0,1,1,0,0,2.988653862,0,0,1,0,0,0,0,1,0
0,2,41817.73,5.326776882,0,1,0,0,0,1,0,0,1,0,9.821119931,1,0,0,1,0,0,0,0,0
0,1,7682.28,8.462349988,0,1,0,0,0,1,1,0,1,1,6.086525665,0,0,0,0,0,1,0,0,1
0,1,13337.97,10.99334684,1,1,1,0,1,1,1,1,0,1,3.295993837,0,1,1,0,0,0,1,0,1
1,5,44278.91,7.093445651,0,1,0,0,0,1,1,0,1,1,2.256763731,1,0,0,0,0,1,0,1,0
0,0,63986.3,3.242890295,0,1,0,0,0,0,1,0,0,1,5.682395213,0,1,1,1,0,0,0,0,0
1,4,52197.12,9.624162233,0,1,1,0,1,1,0,0,1,1,4.843533662,0,0,1,0,0,1,0,1,0
1,1,11644.24,12.51404385,0,1,1,1,0,0,1,0,1,1,19.08438023,0,0,1,1,0,0,0,1,0
0,0,26759.06,6.612802087,0,1,0,1,1,0,0,1,0,1,9.38354759,1,0,1,0,0,1,0,1,0
1,0,14048.99,6.773212666,0,1,0,0,0,0,0,1,1,1,6.390769574,0,1,1,0,0,1,0,1,0
1,2,42197.88,8.849884542,0,1,0,0,0,1,0,1,1,0,3.797689495,1,0,1,0,0,0,0,1,0
1,0,21816.78,8.974055518,0,0,0,0,0,1,0,1,0,0,20.13119126,1,0,1,0,0,0,1,1,0
0,0,49393.59,6.26674205,0,1,0,0,1,1,1,1,0,1,3.160392389,1,0,1,0,0,1,0,0,0
0,3,48413.98,13.47305526,0,1,0,0,1,0,0,0,1,1,11.32483244,1,0,1,1,0,0,0,1,0
0,1,30040.32,10.88292652,1,1,0,0,1,1,1,0,0,1,12.47525704,1,0,0,0,0,0,0,1,0
0,1,69154.47,8.688254477,0,1,0,1,1,1,1,1,0,1,7.608938235,1,0,1,0,0,1,0,0,0
1,1,11290.67,13.48138957,1,1,1,1,1,0,1,1,0,0,5.497366828,1,0,1,0,0,1,0,0,0
0,2,30342.56,12.2679124,0,1,0,0,0,0,0,0,0,1,17.64373477,0,1,0,0,1,0,0,1,0
0,3,22140.16,11.43541645,0,1,0,0,0,0,0,1,0,1,2.60003549,0,0,0,0,0,0,0,1,0
0,0,34412.53,12.45079876,0,0,1,0,0,1,1,0,0,1,17.4880629,1,0,0,1,0,0,0,1,0
1,0,5902.12,8.501483623,0,1,1,0,0,0,1,1,1,1,5.68349814,1,0,0,0,0,1,0,0,0
1,1,22139.63,9.396558793,0,1,1,0,0,1,1,1,1,0,11.55805828,0,0,1,0,0,1,0,1,0
0,2,37911.51,9.203214554,1,1,0,1,0,0,0,0,0,1,1.19808324,0,1,0,0,0,1,0,0,1
1,4,52766.63,12.04554874,0,1,1,0,0,1,0,1,0,0,2.689103558,1,0,1,1,0,0,0,0,1
0,1,10457.26,11.41399094,0,1,1,0,0,1,1,0,1,0,15.6930298,0,1,1,0,0,1,0,0,0
1,1,7524.77,9.74065027,0,1,0,0,0,1,0,1,1,0,10.54165852,1,0,1,1,0,0,0,0,1
1,1,42065.56,10.63592827,0,1,1,0,0,1,0,0,1,0,4.071312509,0,1,1,0,0,0,1,1,0
1,0,23624.95,11.62131427,0,1,0,0,1,0,0,1,1,0,3.866527859,1,0,0,1,0,0,0,1,0
0,3,33394.07,10.80481174,0,1,0,1,1,1,1,0,1,0,8.447638937,0,1,0,1,0,0,0,0,1
0,2,17236.27,3.849382458,1,0,1,1,1,0,0,1,0,0,1.934171569,0,1,1,0,1,0,0,0,0
0,0,57821.02,9.20355866,0,0,0,1,0,0,0,1,0,0,8.915680176,0,1,0,0,0,0,1,1,0
0,0,65095.99,15.40380196,0,0,1,0,0,0,1,0,0,0,9.267785326,0,1,1,1,0,0,0,0,0
1,2,23041.14,8.911535445,0,1,0,1,1,0,0,1,1,1,2.355538593,0,0,1,0,0,0,1,1,0
0,5,13862.09,12.55644716,0,1,1,0,0,0,0,1,0,1,5.970269701,0,1,0,0,0,0,1,1,0
1,5,23946.97,11.43130499,0,1,1,1,1,0,1,0,1,1,7.208423897,0,1,1,0,0,0,1,1,0
0,1,46714.82,10.64177468,2,1,0,1,1,0,0,0,0,1,5.78844751,1,0,1,0,1,0,0,0,0
0,1,73601.3,10.43623772,1,1,0,1,1,1,0,0,0,1,5.638280421,0,1,1,1,0,0,0,0,0
0,3,15728.61,7.738684002,0,1,0,0,0,1,0,0,1,1,10.87372395,1,0,0,0,0,0,0,0,1
0,0,18570.48,11.30937212,0,1,1,0,0,0,1,0,1,0,2.294386519,1,0,1,0,1,0,0,0,1
0,3,16425.42,5.55213244,0,1,1,1,0,1,1,0,0,1,11.80801038,1,0,0,0,0,0,1,0,0
1,3,46120.62,11.33498823,1,1,0,0,0,1,0,1,1,1,3.508552886,0,1,0,0,0,0,1,1,0
1,1,27380.15,12.84779981,1,1,0,0,0,1,1,1,1,1,25.55038197,0,0,1,1,0,0,0,1,0
0,0,78177.94,12.15570061,0,1,1,0,1,1,0,1,0,0,16.72537387,1,0,0,0,1,0,0,0,0
1,1,79775.67,8.730183974,0,1,0,0,1,0,1,0,0,0,6.955766017,1,0,0,0,1,0,0,1,0
0,1,100437.39,13.47526316,0,1,0,0,0,0,0,1,0,0,20.31446952,0,1,1,0,0,0,0,1,0
0,1,94903.08,9.927146707,0,1,1,0,0,0,1,0,0,1,14.52416667,0,1,0,0,0,0,0,0,0
1,2,52050.69,11.79444395,0,1,1,0,1,1,0,1,1,1,10.01241216,0,1,1,0,0,0,1,0,0
0,0,61967.75,12.35416052,0,1,1,0,1,0,1,0,1,0,9.958831629,0,1,0,0,0,0,0,0,0
0,1,102905.68,8.034185681,1,1,0,0,0,1,0,0,0,0,1.424712099,0,1,1,0,0,0,0,0,0
0,0,44287.84,9.032429129,2,1,1,1,1,0,0,1,0,0,21.87100089,0,1,1,0,0,0,1,1,0
0,1,44057.85,6.666141762,0,1,0,0,1,1,0,1,1,0,6.5443199,0,1,1,0,1,0,0,0,1
1,2,25048.77,12.2507651,0,1,0,0,1,0,1,1,1,1,14.98166868,0,1,0,1,0,0,0,1,0
0,0,20719.7,13.34762525,2,1,1,1,1,1,0,0,0,0,6.864219377,1,0,1,0,0,0,0,0,0
1,2,49065.88,5.271292905,1,1,1,1,1,0,0,1,1,1,10.85865384,1,0,1,0,1,0,0,1,0
1,2,18081.88,7.033849177,1,1,1,1,1,1,0,1,1,0,15.34839938,0,1,0,0,0,0,0,1,0
1,0,20733.74,7.83125489,0,1,1,0,0,0,0,1,0,1,6.735271694,1,0,1,0,0,0,0,1,0
0,4,35949.37,5.80921457,0,1,0,0,1,1,1,0,0,1,20.51922799,1,0,0,0,1,0,0,1,0
1,4,73242.41,11.41757633,0,1,0,0,1,0,1,1,0,0,9.320973584,0,0,0,0,1,0,0,1,0
0,0,60956.22,11.05788928,1,1,0,1,0,0,0,0,1,0,6.289468375,0,1,0,1,0,0,0,1,0
1,1,19533.5,11.64173568,0,1,1,1,0,1,0,1,0,0,11.29271486,1,0,0,0,0,0,0,1,0
1,0,14053.15,14.17602329,0,1,1,1,1,1,1,1,0,1,10.06145053,1,0,0,0,0,0,1,1,0
0,0,22484.19,14.5077828,0,1,1,1,0,0,1,0,0,1,3.663316236,0,0,0,0,0,0,1,1,0
1,3,69222.79,15.42891992,1,1,1,0,0,0,1,1,1,0,6.215774391,1,0,0,0,0,0,0,0,0
0,1,84805.71,14.21094097,1,1,0,0,0,1,0,1,0,0,13.72354614,0,1,1,0,0,0,1,0,1
0,1,43551.35,9.082948983,0,1,1,0,0,1,0,0,1,0,2.405574983,1,0,1,0,1,0,0,0,1
0,0,56096.93,12.55721923,0,1,0,1,0,1,0,1,1,1,13.28713487,0,0,1,1,0,0,0,0,1
1,0,21786.91,9.777239043,0,0,1,1,1,1,1,1,1,1,3.319853958,0,1,1,0,0,0,0,1,0
0,2,52189.94,12.84477246,0,1,0,1,1,1,0,0,1,1,13.84769517,1,0,0,0,1,0,0,0,0
0,0,43976.9,12.57357797,0,1,0,0,0,0,1,0,0,0,6.805071944,0,1,0,0,1,0,0,0,1
1,0,19990.22,4.843884364,1,1,0,0,1,1,1,1,1,0,7.712199324,0,0,1,1,0,0,0,0,1
0,3,34393.76,8.763640466,0,0,0,1,1,0,0,1,1,1,17.96501147,0,1,0,0,0,1,0,0,1
1,0,21739.61,14.05990229,0,1,1,0,1,1,0,1,1,0,8.661116617,1,0,0,0,0,0,1,1,0
1,1,22354.1,9.386659049,1,1,1,0,0,1,1,1,1,1,7.351090778,0,0,1,1,0,0,0,0,1
0,4,21393.98,13.62442766,0,1,0,1,1,0,1,1,0,0,21.77701838,1,0,0,0,0,1,0,0,0
1,3,37198.61,8.294166484,0,1,1,0,1,0,0,1,1,1,7.775144828,1,0,0,1,0,0,0,1,0
1,1,26175.68,11.19592754,0,1,0,0,0,1,1,0,1,0,8.210220142,1,0,0,0,0,0,1,1,0
1,5,23660.7,11.64845286,1,1,0,0,0,1,0,1,1,1,6.577676916,0,1,1,0,0,1,0,0,1
0,1,36174.84,13.0338523,0,1,0,0,0,0,1,1,0,1,9.783296825,0,0,1,0,1,0,0,0,1
0,1,81413.71,4.698609875,0,1,0,0,0,0,1,0,0,1,14.74280934,0,1,1,0,0,1,0,1,0
0,0,86039.43,8.683074501,1,1,0,0,0,0,0,0,0,1,3.787548072,1,0,0,0,0,0,1,0,1
1,3,43133.76,11.60381433,0,1,0,0,0,1,0,1,1,0,17.31776736,0,0,0,0,0,1,0,1,0
0,4,30110.14,11.79012709,0,1,1,0,0,0,0,0,0,0,13.40891729,0,1,1,0,0,1,0,1,0
1,3,46272.07,10.93180592,0,0,0,0,0,1,0,1,1,0,3.857491515,0,1,1,0,0,0,0,0,0
0,0,46974.79,7.633282055,0,1,0,0,0,1,0,0,0,0,3.386665328,0,1,1,0,0,0,0,1,0
1,0,72997.73,13.33271836,0,1,0,0,0,1,0,1,1,1,9.7277421060000009,1,0,1,0,0,0,0,1,0
1,3,28096.83,5.377748545,0,1,0,0,0,0,0,1,1,0,7.039839728,0,0,0,0,0,1,0,1,0
0,1,10887.66,8.31466824,0,1,0,0,1,1,0,1,0,1,18.7939759,0,1,0,0,0,1,0,0,0
0,1,740.66,9.150618042,0,1,0,0,0,0,0,0,0,1,10.94833173,0,0,0,0,0,0,0,0,1
0,4,19523.69,8.885448784,0,1,0,0,0,0,1,1,0,1,2.871999386,0,0,1,0,0,1,0,1,0
0,1,18038.36,9.698184881,1,1,1,0,0,0,0,0,0,1,25.36784311,0,1,1,0,0,1,0,0,0
0,2,53320.93,9.991096674,2,1,1,0,0,1,0,1,0,1,15.54170472,1,0,1,0,0,0,1,0,1
0,5,68237.79,5.638490484,0,1,1,0,0,0,0,0,0,1,22.37864487,1,0,1,0,0,0,0,0,1
0,4,43765.92,13.38997772,0,1,0,0,0,1,1,0,0,1,11.59620573,0,1,0,0,0,0,0,0,0
1,1,34978.09,7.275219163,0,0,0,1,1,1,0,1,1,0,10.19944078,1,0,0,0,0,1,0,1,0
0,0,47635.23,12.58527236,1,1,0,1,1,1,1,0,0,1,8.721771003,1,0,0,0,0,0,0,1,0
0,2,8982.13,8.541648101,2,1,0,1,0,1,1,1,0,1,7.017918254,0,1,1,0,0,0,1,0,0
0,0,30593.51,6.002354266,0,1,0,0,1,1,1,0,0,1,1.235589507,0,0,0,0,0,1,0,1,0
0,2,72927.6,11.23137848,0,1,0,0,1,1,0,1,0,1,8.355760951,0,1,1,0,0,1,0,0,1
0,1,84185.38,6.771136717,1,1,0,0,0,0,1,0,1,1,10.99607752,0,1,1,0,0,0,0,0,1
1,1,19992.77,6.899189425,0,1,0,0,1,1,0,0,1,0,9.878308737,1,0,0,0,0,1,0,1,0
1,1,45562.92,9.844484181,0,1,0,1,1,1,0,0,1,1,14.64298089,0,1,1,0,0,1,0,1,0
0,1,35226.26,9.577623408,0,1,1,0,0,1,1,0,1,0,12.57273206,0,1,1,1,0,0,0,1,0
0,2,32992.62,10.28022332,0,1,0,1,0,0,0,1,0,1,6.12261616,1,0,1,0,0,0,1,1,0
1,0,9545.58,7.846044789,0,1,1,0,1,0,0,1,0,0,4.30774917,0,1,1,1,0,0,0,1,0
1,0,33318.12,8.398877174,0,1,1,1,0,1,0,1,1,1,6.217715978,0,1,1,0,0,0,1,1,0
1,3,56817.96,11.02277295,0,1,0,0,1,0,1,0,1,1,5.412980331,0,1,0,0,0,1,0,1,0
0,1,15762.57,11.55209722,0,1,1,0,0,1,0,1,0,1,21.67433467,0,1,1,0,0,0,0,0,0
1,0,16584.03,8.366713908,0,1,1,1,1,1,0,0,1,1,3.99171522,0,0,1,1,0,0,0,0,0
1,0,20680.56,11.98417084,1,1,1,1,1,0,0,1,0,0,14.91152829,1,0,0,0,1,0,0,0,0
1,0,23805.49,7.625104,0,1,1,1,1,1,0,0,0,0,10.28304,0,0,1,0,1,0,0,1,0
1,1,17386,4.808304,0,1,1,1,1,0,0,0,1,1,1.229945,0,1,0,0,1,0,0,0,1
1,0,29856.65,10.09367,0,1,0,1,1,1,0,0,0,0,2.105603,1,0,1,1,0,0,0,1,0
1,6,40939.24,12.07642,1,1,1,0,0,1,0,1,1,1,4.773251,1,0,0,0,0,0,0,0,0
1,1,45693.25,14.54552,0,1,0,1,0,1,0,1,0,1,7.178731,1,0,0,0,1,0,0,1,0
1,0,68487.6,10.62793,0,1,0,1,1,0,1,1,1,0,9.84106,0,0,1,0,0,0,1,0,1
0,0,20185.24,10.83199,0,1,0,0,1,0,0,1,0,1,23.24675,0,1,0,0,0,1,0,1,0
0,1,9829.71,8.98954,0,1,1,0,1,0,0,1,0,0,2.654262,0,1,1,0,0,0,0,1,0
0,0,47320.46,8.202699,1,1,1,1,0,0,0,1,0,1,2.402087,0,1,1,1,0,0,0,0,0
1,1,30575.77,11.58551,0,1,0,0,1,0,0,0,1,0,6.799748,0,1,0,0,1,0,0,1,0
0,2,52199.89,9.1274,0,1,0,0,0,1,1,0,0,1,2.499923,1,0,1,0,0,0,1,1,0
1,3,10516.36,10.82715,1,1,1,0,1,1,0,0,1,1,4.969544,1,0,0,1,0,0,0,0,1
1,1,45268.54,11.68917,2,1,0,1,1,0,1,0,0,1,9.955486,1,0,0,1,0,0,0,1,0
1,1,60555.18,13.27431,1,1,1,0,0,0,0,1,0,0,17.08264,1,0,0,0,0,0,0,1,0
1,4,38228.16,14.23673,0,1,1,0,0,1,0,1,1,0,11.50316,1,0,0,0,0,0,1,1,0
0,0,65731.64,11.39908,0,1,0,0,0,0,0,0,1,0,11.07943,1,0,1,1,0,0,0,1,0
1,1,41181.43,12.38804,0,1,1,0,1,0,0,0,1,1,18.381,0,1,0,0,0,0,1,1,0
1,4,7521.18,17.82109,0,1,1,1,1,0,1,1,0,0,8.944195,0,0,0,0,0,0,1,1,0
1,4,40978.57,8.762474,0,1,1,1,0,0,0,1,1,1,14.29414,0,1,1,0,0,0,1,0,0
0,3,21482.85,13.09285,0,0,0,0,1,0,1,1,0,0,16.6564,0,1,0,0,1,0,0,1,0
0,3,50354.57,9.011534,0,1,0,0,1,0,0,0,1,1,19.87069,1,0,0,0,0,0,0,0,1
0,3,84810.48,15.98748,0,1,0,0,0,1,0,0,1,0,3.362461,0,0,1,0,1,0,0,0,0
1,6,64945.46,5.57797,0,1,0,0,0,0,0,1,0,0,4.044068,0,0,1,0,0,1,0,1,0
1,3,23691.5,6.488715,1,1,1,1,0,1,1,1,1,0,1.650984,1,0,0,0,0,0,1,0,0
1,1,44186.7,16.57893,1,1,0,0,1,0,1,0,1,1,3.708394,1,0,1,1,0,0,0,0,0
0,2,26012.53,6.751421,1,1,0,1,0,0,0,0,1,0,30.7698,0,0,1,0,1,0,0,1,0
1,1,47079.18,13.7331,0,1,0,0,0,0,0,1,1,1,3.383778,0,1,0,0,0,0,1,1,0
1,0,1179.53,11.14827,0,1,1,0,1,0,0,0,1,1,21.58352,0,1,1,0,0,1,0,1,0
0,0,36224.99,10.34418,0,1,0,1,0,0,1,0,0,1,7.109947,1,0,0,0,0,0,1,0,1
0,1,45814.19,9.418504,0,1,1,0,0,0,0,0,0,1,10.7285,1,0,1,0,0,0,1,0,1
0,2,21302.74,9.867501,0,1,1,0,1,0,1,1,0,0,11.90634,0,0,0,0,0,0,1,0,1
0,0,33598.53,13.12078,0,1,1,0,0,0,1,0,1,1,12.63822,0,0,0,0,0,1,0,0,0
1,2,36024.36,8.466816,0,1,0,0,1,1,0,1,0,1,9.526371,0,0,1,0,0,0,0,1,0
0,6,11247.19,11.11393,0,1,0,0,0,1,0,1,0,1,10.39421,1,0,0,0,1,0,0,0,1
0,0,33109.91,8.727294,1,1,0,1,0,0,1,0,0,1,2.493434,0,1,0,0,1,0,0,0,1
0,2,1476.14,11.3061,0,1,1,0,1,0,0,1,0,1,4.905018,0,1,0,0,1,0,0,0,1
1,1,52085.92,10.44399,0,1,0,0,1,0,0,0,1,1,1.198203,0,1,1,0,0,0,0,1,0
1,2,21391.97,10.66234,1,1,1,0,1,1,1,0,1,0,8.492902,1,0,1,1,0,0,0,0,1
0,1,36555.15,10.8684,1,1,1,0,0,1,1,0,1,0,7.533801,0,0,0,0,0,0,0,1,0
0,3,18868.46,11.51957,0,1,1,0,0,1,0,0,1,0,27.73225,0,1,1,0,1,0,0,0,1
0,0,5846.29,10.3617,0,1,0,0,1,0,0,1,0,0,3.374565,1,0,1,1,0,0,0,1,0
0,3,18527.27,17.24567,1,1,1,0,0,0,0,0,1,0,6.791156,0,1,1,0,0,0,0,1,0
1,2,33860.71,6.320917,0,1,0,1,0,0,1,0,1,1,4.066925,0,0,1,0,0,0,1,1,0
0,4,39653.8,6.966168,0,1,0,0,0,0,1,0,1,1,4.719731,0,0,1,1,0,0,0,0,0
0,3,17947.55,7.569971,0,1,0,1,0,1,1,1,1,0,7.667371,0,1,0,0,1,0,0,0,0
1,2,14493.59,13.49337,0,1,0,0,1,1,1,1,1,1,6.403857,1,0,0,0,0,0,0,1,0
0,0,79369.7,9.462517,0,1,0,0,1,1,0,1,0,1,10.91296,1,0,1,0,1,0,0,0,0
1,1,2995.33,9.331181,1,1,1,1,1,1,1,1,1,0,16.16886,1,0,1,0,0,0,1,0,1
1,0,29906.71,6.924593,0,1,1,1,0,0,0,1,1,0,7.755991,0,1,0,1,0,0,0,1,0
0,1,7011.67,5.255272,0,1,0,1,1,0,0,1,0,0,24.42176,0,1,1,0,0,0,1,1,0
0,0,19387.14,11.56658,0,1,1,1,0,1,0,0,0,0,3.197618,0,1,1,0,0,0,1,1,0
1,0,34247.55,17.74402,0,1,0,0,1,0,0,1,1,1,14.7857,1,0,1,0,0,0,0,1,0
0,0,34411.96,13.68251,0,1,1,1,1,0,0,1,0,1,9.361841,1,0,1,0,0,1,0,0,1
1,2,28861.44,11.95606,0,1,0,1,1,0,1,1,1,1,8.079294,0,1,0,0,0,1,0,0,0
1,2,31221.21,6.139202,0,1,1,0,0,1,1,1,1,1,9.487121,0,1,0,0,0,0,0,0,1
0,3,55474.66,7.473832,1,0,0,0,0,1,1,0,0,1,14.80965,1,0,0,1,0,0,0,0,0
0,1,22935.07,13.04796,0,1,1,0,0,0,0,0,1,1,5.885148,0,1,1,0,0,0,0,0,1
1,2,18088.03,8.008225,0,1,0,0,0,1,0,1,1,1,12.21802,0,0,0,0,0,1,0,1,0
0,0,9352.62,13.19755,1,1,0,0,0,0,1,0,0,1,19.75809,1,0,1,0,0,0,0,0,0
1,2,12610.41,11.3134,0,1,0,0,1,0,0,1,1,0,15.91251,0,0,0,0,0,1,0,1,0
1,4,37475.72,7.09874,0,1,0,1,1,1,0,0,0,0,4.527648,1,0,1,0,0,1,0,1,0
0,1,25996.36,10.12576,1,1,1,0,0,1,1,0,0,1,1.589535,1,0,1,1,0,0,0,0,1
1,3,29367.86,10.45028,0,1,0,1,1,0,1,0,1,1,14.80365,1,0,0,1,0,0,0,1,0
1,4,27403.44,11.58268,0,0,0,1,0,1,1,1,1,1,9.38329,0,1,1,0,0,0,0,1,0
1,3,64284.53,6.063243,0,1,1,0,0,0,1,0,0,1,6.84336,1,0,1,0,0,1,0,0,0
1,3,46676.42,15.92158,0,0,0,0,1,0,1,1,1,1,3.290431,0,1,0,0,0,0,0,1,0
0,3,9532.02,11.31675,1,1,1,0,1,1,1,0,0,1,14.59541,0,1,0,0,1,0,0,1,0
1,4,14428.38,11.07048,0,1,1,0,0,1,0,0,1,0,8.882682,1,0,0,0,0,1,0,0,0
0,1,10263.33,15.33257,0,1,1,0,0,1,0,0,1,1,5.59356,0,0,0,1,0,0,0,0,0
1,0,26524.78,9.395636,0,1,1,0,1,1,0,0,0,1,19.57075,0,1,0,0,1,0,0,1,0
0,0,64719.02,13.96002,0,1,0,0,0,1,0,0,1,1,16.68618,0,0,0,1,0,0,0,0,0
0,0,23031.18,9.566251,0,1,1,0,1,1,0,0,0,1,9.288851,0,0,1,0,0,0,0,1,0
0,1,23066.29,12.20597,0,1,0,1,0,0,0,0,0,1,2.096411,0,1,1,0,0,0,1,1,0
0,1,30806.08,7.690569,0,1,0,0,1,0,0,0,0,1,6.233177,1,0,1,0,0,1,0,1,0
0,0,56693.87,3.985414,1,1,0,0,0,0,0,1,0,0,4.323297,1,0,0,1,0,0,0,0,1
1,4,4200.47,6.214679,1,1,1,1,1,1,0,1,1,1,3.978662,1,0,0,0,0,0,1,0,1
1,0,35534.12,9.942905,0,1,1,0,1,1,0,1,0,1,6.364903,1,0,0,0,1,0,0,1,0
0,0,46804.82,4.266815,0,1,0,1,1,0,1,0,1,0,9.119628,0,0,1,0,0,0,0,0,1
0,2,57226.99,11.07111,1,1,0,1,0,0,1,0,0,0,10.55912,0,1,1,0,0,1,0,1,0
0,1,8461.71,15.21772,0,1,0,0,1,1,1,0,0,1,6.617173,0,1,0,0,0,0,1,0,0
0,1,62190.11,12.13147,0,1,1,0,1,1,0,0,0,1,5.802984,1,0,0,0,0,0,1,1,0
1,2,27643.15,13.13329,0,1,1,0,1,1,0,1,1,0,19.93923,0,0,1,0,1,0,0,1,0
1,1,19510.49,11.4017,0,1,1,0,0,0,1,1,0,0,6.582225,0,0,1,0,1,0,0,1,0
0,1,18975.18,12.36189,0,1,1,0,0,1,1,0,1,0,13.46686,0,1,1,0,0,0,1,1,0
0,2,24072.56,8.991756,0,1,0,0,1,0,0,1,1,0,5.395611,0,1,1,0,0,0,1,0,0
0,3,45830.71,11.341,0,1,1,1,1,1,0,0,0,1,5.23657,1,0,0,0,0,0,1,0,1
0,2,18521.02,11.91227,0,1,0,0,1,1,0,1,0,1,5.9717,1,0,0,0,0,0,1,0,0
0,6,48414.97,12.9317,0,1,1,1,0,1,0,0,0,1,17.84058,1,0,0,0,0,1,0,1,0
1,0,64898.06,9.779093,0,1,0,0,1,1,0,1,1,0,4.355677,0,1,1,0,0,0,1,1,0
1,1,78472.21,14.54789,1,1,0,1,0,0,1,1,0,0,16.04377,1,0,0,0,0,1,0,1,0
1,1,76925.67,9.380891,1,1,0,0,0,1,1,1,0,0,2.919931,1,0,0,0,0,1,0,1,0
1,1,40719.95,10.91998,0,1,0,0,1,1,0,0,0,1,4.847411,0,1,1,0,0,0,0,1,0
1,0,14709.22,9.490979,0,1,1,1,1,0,0,1,0,1,1.757261,0,1,1,0,0,1,0,1,0
0,0,24503.85,6.478653,0,1,1,1,0,1,1,0,0,1,12.00909,1,0,1,0,0,0,0,0,1
0,3,17126.28,12.70547,0,0,1,1,0,1,0,0,0,1,14.04801,0,1,0,0,0,0,0,0,0
1,0,71373.4,12.51035,0,1,1,0,0,0,1,1,1,1,2.589165,0,1,1,0,0,0,1,0,0
