Churn,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Population,Age,Income,Children,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Phone,Multiple,InternetService_Fiber_Optic,InternetService_DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_One_Year,PaperlessBilling
1,6.84336,6.063243,7,0,0,946,36,64284.53,3,3,4,4,2,5,2,2,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1,3.290431,15.92158,12,0,0,271,24,46676.42,3,4,3,3,5,3,3,5,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
0,14.59541,11.31675,12,0,1,23373,89,9532.02,3,4,4,4,3,4,4,3,2,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1
1,8.882682,11.07048,15,2,0,1685,89,14428.38,4,3,3,5,3,2,3,3,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
0,5.59356,15.33257,6,1,0,830,55,10263.33,1,5,3,4,3,4,4,3,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,19.57075,9.395636,11,1,0,31056,48,26524.78,0,5,5,4,2,5,5,2,4,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1
0,16.68618,13.96002,12,0,0,22225,72,64719.02,0,6,5,4,5,3,5,5,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,9.288851,9.566251,7,1,0,4283,84,23031.18,0,3,2,3,3,4,5,4,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
0,2.096411,12.20597,12,0,0,323,44,23066.29,1,3,2,6,3,4,3,3,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
0,6.233177,7.690569,17,0,0,15062,67,30806.08,1,5,5,5,4,3,3,6,4,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
0,4.323297,3.985414,9,0,1,161,34,56693.87,0,3,3,5,4,3,4,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3.978662,6.214679,9,0,1,722,19,4200.47,4,2,1,2,4,3,2,3,5,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
1,6.364903,9.942905,8,1,0,5748,72,35534.12,0,2,3,1,3,3,3,3,3,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1
0,9.119628,4.266815,9,1,0,9635,50,46804.82,0,5,4,6,4,2,4,6,4,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
0,10.55912,11.07111,7,2,1,159,31,57226.99,2,3,4,4,3,3,4,2,3,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,6.617173,15.21772,7,2,0,762,25,8461.71,1,3,3,3,3,3,3,4,3,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
0,5.802984,12.13147,15,1,0,58123,76,62190.11,1,4,3,3,5,4,4,3,5,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1
1,19.93923,13.13329,9,0,0,124,69,27643.15,2,4,4,3,4,3,3,5,2,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0
1,6.582225,11.4017,13,0,0,364,35,19510.49,1,4,4,3,5,3,5,4,4,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
0,13.46686,12.36189,9,1,0,216,71,18975.18,1,2,3,2,4,3,4,3,3,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
0,5.395611,8.991756,11,0,0,320,28,24072.56,2,4,5,4,5,3,4,5,4,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
0,5.23657,11.341,13,2,0,5430,55,45830.71,3,3,3,4,5,4,4,4,4,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
0,5.9717,11.91227,11,1,0,28234,78,18521.02,2,3,3,4,2,4,3,2,3,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1
0,17.84058,12.9317,15,1,0,10873,49,48414.97,6,3,2,2,4,2,3,3,5,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
1,4.355677,9.779093,14,4,0,172,46,64898.06,0,2,3,3,3,2,3,3,3,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0
1,16.04377,14.54789,12,2,1,82,28,78472.21,1,3,3,3,4,4,3,4,6,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0
1,2.919931,9.380891,12,0,1,34639,84,76925.67,1,4,4,3,5,2,3,3,4,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
1,4.847411,10.91998,15,0,0,2308,50,40719.95,1,4,4,3,5,4,3,3,4,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
1,1.757261,9.490979,15,0,0,4201,46,14709.22,0,2,2,2,1,4,3,3,2,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
0,12.00909,6.478653,12,3,0,230,56,24503.85,0,4,4,3,3,4,2,4,3,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1
0,14.04801,12.70547,9,0,0,54023,64,17126.28,3,3,4,5,4,3,3,3,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1,2.589165,12.51035,11,1,0,6197,74,71373.4,0,4,2,3,3,4,4,3,5,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1
0,2.362663,11.05354,11,1,0,4981,30,90664.75,0,2,1,3,2,4,2,1,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0,5.585807,8.263688,14,0,0,548,33,23553.75,1,3,4,4,4,3,4,4,5,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0
1,1.500126,11.40109,10,0,0,3810,61,50375.2,0,4,3,5,4,3,5,4,4,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
0,10.69505,10.45012,15,2,1,158,49,25770.44,0,3,3,3,4,4,2,2,2,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
0,18.01018,10.66687,7,3,0,227,35,20613.38,0,2,2,1,2,4,1,2,3,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1,7.437784,6.754503,9,0,0,4204,55,31492.57,1,5,5,5,5,2,6,5,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
0,3.765838,9.956429,12,0,0,16398,81,65315.4,4,1,3,3,3,4,2,2,3,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
1,11.59627,11.74908,16,2,0,2309,54,41212.98,0,4,3,3,3,2,4,3,3,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0
0,9.063713,11.06501,9,1,0,67,21,40895.64,1,3,3,3,4,2,3,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1.506136,7.942358,16,1,1,417,53,28954.2,2,2,2,3,3,3,3,2,4,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1,5.457127,9.749545,8,4,0,4979,29,32952.41,0,4,3,3,3,4,3,2,3,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
0,14.86158,5.549034,9,2,1,39227,56,17595.76,0,4,2,3,4,3,2,2,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
0,8.473966,8.568261,16,1,0,1034,40,21334.55,3,4,4,5,3,7,4,2,4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1
0,8.03514,4.254491,15,2,1,26902,29,36470.53,0,4,4,4,3,3,4,5,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,13.81972,10.997,14,2,1,2684,80,6074.44,4,4,4,4,6,1,4,2,6,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,3.82548,9.438856,12,2,0,7351,82,43867.04,0,3,5,5,3,3,3,3,6,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0
0,10.32034,11.13605,9,1,0,25445,46,6843.81,0,3,3,4,4,2,4,3,3,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
1,16.7433,13.31371,11,0,0,8549,32,49271.78,1,4,5,3,3,5,4,4,4,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1
1,6.7064,10.19664,12,2,1,2879,20,39603.42,0,4,4,5,3,2,4,4,4,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1
1,15.06815,11.80835,12,1,0,702,56,83923.73,1,5,6,5,6,2,5,4,5,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1
0,10.81514,11.13448,17,0,0,727,20,28051.07,1,4,4,4,4,3,5,6,3,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
0,12.14453,10.26872,13,1,0,2243,34,27290.36,0,4,3,3,3,5,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
1,7.495281,12.33937,14,3,1,8759,62,21987.29,2,4,5,4,3,3,4,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,4.534721,4.652367,12,1,0,4869,55,57944.08,0,4,4,4,4,3,4,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1
1,9.328119,6.652103,10,2,0,40,59,11132.31,1,3,3,3,3,3,3,4,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1
0,9.499599,12.48083,14,0,0,3881,43,52633.73,1,3,3,3,5,3,5,4,4,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
0,11.88503,12.94698,16,2,0,1538,82,19437.76,0,3,4,4,3,2,3,3,5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,10.22422,11.92649,12,0,1,1980,64,38850.73,2,5,5,5,4,4,5,4,4,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1
0,7.650642,5.942798,9,0,0,1488,53,23117.3,0,4,4,3,3,4,4,4,3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
0,11.16116,8.884712,10,2,1,12404,55,33541.35,1,3,3,4,2,3,3,2,3,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1
1,15.80736,8.227196,11,1,1,17923,28,49166.12,4,3,4,4,4,4,4,4,3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
0,1.050155,9.505342,10,1,1,7900,30,41221.83,0,3,2,4,3,3,4,2,6,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
1,1.201025,8.343598,15,0,1,1554,29,23676.96,4,3,5,3,3,2,3,5,3,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1
1,4.600047,10.3229,13,3,1,10218,47,17430.05,1,5,6,6,4,3,4,5,4,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
1,8.100668,9.79011,8,1,0,1131,33,25776.46,2,3,3,3,4,3,3,3,3,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0
0,20.22924,7.154983,12,1,0,497,59,18670.89,1,3,4,3,2,3,4,4,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
0,6.853152,15.71715,15,3,0,7,19,16764.77,0,5,4,5,3,6,3,4,3,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
1,2.213342,4.945596,14,0,1,648,34,17263.54,4,4,4,2,3,5,2,2,4,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
1,8.316193,10.42441,10,2,0,198,50,21098.34,0,3,4,4,5,2,4,5,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
1,7.874579,12.47126,6,0,1,10911,56,71588.69,2,4,4,3,5,3,4,3,5,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1,3.890319,13.15573,14,0,0,393,37,14745.74,2,3,2,4,3,5,2,3,3,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
0,14.7867,10.15032,12,1,0,11342,57,30535.24,2,4,4,4,4,3,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1,11.71559,8.528837,12,0,0,217,34,10092.3,0,3,3,3,4,3,4,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
0,8.479465,4.742341,15,0,0,14687,52,27902.88,2,5,3,5,5,3,3,3,5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
0,4.99913,9.92207,12,2,1,937,48,12804.98,3,5,5,6,4,3,4,4,4,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
1,11.55831,12.97945,5,2,0,5264,21,92155.37,3,3,3,2,3,4,3,4,4,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1
1,4.612442,10.17097,12,1,0,0,42,47463.53,3,4,3,3,5,3,3,4,4,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
1,12.299620000000001,2.4631439999999998,14,1,1,11371,87,32526.64,2,3,3,1,5,2,4,4,3,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1
0,4.753084,10.17293,11,4,0,1268,60,56186.38,2,3,3,2,6,4,2,3,3,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
1,15.97096,15.02079,8,3,0,19,67,24322.78,0,5,5,4,4,2,5,5,4,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
1,5.448172,10.43971,15,1,0,194,76,54067.41,3,3,3,4,4,3,3,4,3,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0
1,4.459993,6.458755,14,2,0,823,55,22066.61,2,4,5,4,4,1,6,4,5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1
1,14.40435,10.12377,12,1,0,133,45,56067.63,7,4,3,3,4,3,5,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,4.63962,9.904595,14,2,0,11118,61,9327.52,1,4,3,4,4,4,3,4,5,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
1,7.467093,11.32795,11,0,0,38753,65,13925.38,4,4,4,4,2,4,3,4,3,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1
0,9.453234,10.56558,12,1,2,140,24,29604.72,0,6,6,5,5,4,5,4,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
0,2.598272,12.964,8,0,0,4821,18,9443.65,3,4,4,4,2,4,3,4,5,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,21.53238,11.67122,12,2,0,46327,30,28600.78,2,3,2,3,5,4,5,3,5,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1
0,8.681614,9.403453,13,2,0,1253,34,27450.8,1,4,4,3,2,5,2,2,3,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0
1,11.05993,10.67622,12,1,1,8261,59,10121.11,3,2,2,3,3,5,3,4,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1
0,7.845114,13.45773,11,1,1,84,63,22830.86,4,5,3,4,3,4,3,2,4,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
0,7.773669,9.742724,8,1,1,6274,23,15240.37,0,4,3,4,3,4,3,5,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1.450219,9.278879,12,2,0,6610,75,46151.13,3,4,4,3,5,4,3,3,5,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
1,3.326476,12.05681,11,2,0,11557,53,13230.67,0,4,4,4,5,5,2,3,4,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
0,8.509962,9.008834,15,0,1,335,38,44420.18,1,3,4,3,4,4,5,4,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,2.089917,12.62145,7,3,0,6826,54,32987.01,4,4,5,5,5,3,4,4,3,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1
1,15.04337,13.7683,11,1,0,809,63,29782.39,0,3,3,3,3,3,1,3,4,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
0,5.526815,6.414763,19,0,0,244,29,16226.12,1,2,1,3,4,2,3,2,4,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
1,10.72393,8.458739,12,1,0,20935,38,8461.79,1,4,3,4,1,6,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
0,10.24306,10.77811,14,0,0,121,31,31715.37,1,3,3,3,5,3,2,3,4,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
0,11.65333,10.56625,13,1,0,41523,46,51108.77,2,4,5,3,3,4,4,4,3,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
0,1.125218,11.49429,13,1,1,1131,25,43930.42,1,5,4,6,4,3,5,5,5,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
0,21.73641,14.27531,14,1,2,54190,28,96788.12,7,5,4,4,1,6,5,4,4,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1,18.47081,11.34582,13,1,0,52078,22,63286.15,3,4,4,4,4,5,4,2,4,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1
0,13.36539,10.48235,11,2,0,104,36,72663.08,3,4,3,3,4,3,3,3,4,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
0,5.97747,11.41893,9,0,0,100,35,38418.96,0,3,4,3,4,3,4,3,4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
0,14.83659,10.80515,10,0,0,18856,36,69960.26,1,3,3,4,3,3,3,4,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0
1,2.431373,12.76804,12,1,2,610,49,32745.98,0,1,2,2,4,3,4,3,4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
0,17.29281,10.38163,12,1,0,2593,38,41643.14,0,4,2,4,3,5,2,3,3,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1
1,2.437932,12.20023,9,1,0,410,75,33869.92,0,5,4,4,3,4,5,4,4,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
0,28.06447,13.54628,4,0,1,11846,19,35980.24,0,4,3,4,3,5,3,2,4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
0,11.20366,5.723715,13,0,0,2779,89,11722.42,2,4,3,4,3,2,2,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,1.689999,11.48341,16,1,1,35279,19,14090.14,0,4,4,4,3,1,6,5,4,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
0,17.2154,9.467888,14,0,0,4909,55,27187.1,2,3,4,3,4,4,2,3,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1
0,11.81544,8.458642,9,1,0,1668,75,11711.93,1,4,4,4,3,6,2,4,2,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
0,4.24454,10.28547,10,1,1,20681,86,26224.1,1,3,4,3,3,4,3,4,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
1,10.59517,8.76848,16,2,0,30955,64,27549.98,1,4,4,4,3,5,4,3,4,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1
1,3.267702,11.37883,12,0,0,1157,55,34502.38,5,4,4,4,1,5,2,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0
0,6.06866,10.4737,9,2,0,687,76,23852.88,0,3,2,4,4,5,3,1,3,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
0,20.51646,9.716777,13,1,0,35061,65,52918.39,0,4,3,4,3,1,3,3,3,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1,17.15829,11.90764,13,2,2,7782,26,7399.99,3,3,3,4,3,3,3,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1
0,2.123318,8.682117,13,1,0,902,24,48005.6,0,2,3,2,4,4,2,3,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1
1,6.631092,5.922697,12,2,0,26539,45,22272.17,2,5,5,4,3,5,3,4,4,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1
0,19.92045,4.806157,12,2,0,751,87,47516.45,1,3,3,5,2,3,4,4,3,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0
0,12.03278,11.87073,14,2,0,27661,42,39158.11,1,5,4,2,2,4,4,6,3,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1,2.408011,5.107328,14,1,0,688,22,46677.89,3,2,3,4,5,3,2,3,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
0,6.281821,12.63743,6,0,0,2138,21,64204.39,1,3,3,3,3,4,4,4,4,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,1.481645,11.08684,6,1,0,13190,87,36947.65,3,4,4,4,4,3,4,5,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,9.910534,10.70363,15,3,0,3671,21,53863.95,1,3,2,3,3,1,4,3,4,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
1,8.915226,9.617616,15,1,0,32363,23,1817.99,1,4,4,3,4,2,5,5,3,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
0,20.3759,12.79698,12,2,0,12672,38,54832.87,0,5,3,4,4,3,4,3,4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
1,5.714934,6.659319,21,1,1,1499,65,18088.6,2,4,3,3,3,3,4,2,4,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
0,1.875298,7.654546,15,1,1,6394,82,63832.69,1,5,4,3,3,3,5,3,4,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
0,3.878694,11.31682,14,2,0,250,49,28065.13,3,4,3,3,4,3,3,4,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,6.678303,9.637687,7,2,1,219,77,78317.51,1,3,3,3,3,4,3,4,3,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
0,4.870047,10.87864,13,0,0,7329,75,10825.44,1,5,5,4,3,2,4,4,3,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
1,4.939997,12.82617,16,0,0,7397,31,18025.26,1,4,4,6,2,4,2,3,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
0,15.53401,10.51882,12,1,0,36531,87,29161.81,0,2,3,4,5,3,4,4,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
0,2.668217,11.88396,16,2,1,14,76,18139.97,0,5,4,4,3,3,5,4,4,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0
0,4.527649,3.836284,14,0,2,4633,18,33482.23,0,3,4,3,4,3,4,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0,10.58401,6.794031,12,0,0,586,80,32964.42,1,4,5,3,3,6,5,5,4,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1
0,7.266887,10.46718,8,3,1,4959,83,24322.13,2,2,3,3,3,3,3,2,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,8.322733,7.186131,12,0,0,1369,72,43457.22,1,4,4,4,5,2,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,9.244926,10.86219,12,1,1,0,89,34545.05,6,4,3,4,3,4,3,3,3,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1
1,4.459961,6.68792,11,1,0,7222,65,28955.02,0,4,3,4,3,2,3,3,4,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,2.443144,10.11956,8,1,0,7575,47,24077.35,0,4,3,3,5,4,4,4,2,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
1,6.365101,12.28017,9,0,1,749,64,50334.51,2,3,4,3,3,6,3,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
0,8.549649,6.080136,12,1,1,14863,49,5183.35,1,3,3,4,3,5,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0,2.138986,11.93478,16,1,0,178,27,49672.91,2,2,3,2,6,3,3,2,5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,4.026439,12.9604,13,2,0,1015,69,52314.19,4,3,3,3,1,6,2,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,7.348682,8.484795,10,2,1,59556,73,17822.29,2,3,3,3,2,3,4,4,3,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
1,7.131841,7.552868,12,3,0,53098,22,44313.68,0,3,3,3,3,3,3,3,3,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0
0,3.555031,12.06425,10,2,0,56406,31,6749.79,1,5,3,5,6,3,5,4,3,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
1,8.442986,9.610898,5,2,0,11197,71,81902.07,3,4,5,4,1,5,4,3,4,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1
0,17.4113,12.49193,12,0,2,9248,59,31772.45,7,3,2,3,1,5,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1,18.62057,7.802625,10,3,0,260,68,72454.65,4,3,2,4,4,4,3,3,2,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
0,18.16755,8.199481,11,0,0,5060,86,89567.28,0,3,2,4,2,5,3,3,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1
0,3.707186,6.808384,13,0,0,0,79,74297.66,0,3,3,5,4,4,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4.767276,9.491553,13,2,0,430,35,52728.01,1,4,3,3,4,5,4,3,4,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
0,15.65432,10.20766,17,1,0,32211,69,16066.46,0,3,2,2,5,2,4,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
0,5.810607,10.76068,13,0,0,5019,60,19383.24,2,4,4,4,4,2,5,5,6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
1,12.82008,6.827972,11,1,0,8725,31,11332.09,1,2,3,3,5,2,5,4,4,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1,11.59206,11.34716,15,0,0,1639,38,26986.49,0,3,3,4,4,4,4,3,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
0,18.11168,4.448719,14,0,0,94,58,16333.38,1,3,3,4,3,2,3,3,3,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1
0,14.77367,7.682652,13,2,0,38620,22,51198.44,2,3,3,2,4,3,3,3,4,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
0,13.26061,6.463138,15,1,0,1057,41,40574,0,3,4,3,2,4,4,4,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
