Churn,Children,Income,Outage_sec_perweek,Yearly_equip_failure,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,InternetService_DSL,InternetService_Fiber_Optic,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Contract_Monthly,Contract_One_Year
1,1,80120.44,10.35620722,0,1,1,0,0,1,1,0,1,1,7.19812868,0,0,0,0,1,0,0,1,0
1,4,67228.71,11.41693893,0,1,0,0,0,1,1,1,1,1,7.40216226,1,0,0,0,0,0,0,0,0
1,0,18651.96,10.78909418,1,1,1,0,1,1,0,1,0,1,18.37212028,0,1,1,0,0,1,0,0,1
0,2,97463.9,7.1972748,0,1,1,0,0,1,1,0,0,1,5.731198479,0,1,0,0,0,0,0,0,0
1,4,14638.17,9.713763237,0,1,1,0,0,1,0,0,1,1,2.497790261,1,0,0,1,0,0,0,1,0
0,0,24371.34,5.46295328,0,1,0,1,0,1,0,0,1,0,2.745220008,0,1,0,1,0,0,0,0,1
1,3,49939.39,6.398169663,0,1,1,1,0,1,1,0,1,0,3.032321354,0,1,1,0,1,0,0,1,0
0,1,10584.2,11.55394954,2,1,1,0,0,0,0,0,1,1,2.678577227,0,1,0,0,1,0,0,0,1
0,1,46984.61,10.1309532,0,0,0,1,0,0,0,1,0,0,6.678176681,0,1,0,1,0,0,0,0,1
0,1,48971.18,14.67533687,0,0,1,1,1,0,1,0,0,0,6.211504434,0,1,0,0,0,1,0,0,1
1,1,7723.17,9.45902039,0,1,0,0,1,1,1,1,1,0,13.56958731,1,0,1,0,0,1,0,0,1
1,5,55593.6,9.155612168,0,1,1,1,1,1,0,0,0,1,7.18546062,1,0,0,0,1,0,0,1,0
1,2,77658.11,9.622151061,0,1,0,0,1,1,0,0,1,0,15.73628072,1,0,1,0,0,1,0,1,0
1,0,61901.7,8.064807,0,1,1,0,0,1,1,1,0,0,7.434237932,0,1,0,0,1,0,0,1,0
1,4,17526.85,12.94388838,0,0,1,0,1,1,0,1,1,1,16.3364928,0,0,1,1,0,0,0,0,0
0,2,21062.25,15.34568423,0,0,0,1,0,0,0,0,0,0,2.596050259,1,0,0,0,1,0,0,1,0
1,2,31766.78,14.18102134,1,1,1,0,1,1,0,0,1,1,2.389328443,0,0,0,0,1,0,0,1,0
0,3,24045.19,14.47410001,0,1,0,1,0,0,1,0,0,0,3.56722345,0,0,0,0,1,0,0,1,0
0,0,94655.92,7.516773254,0,1,1,1,0,0,1,1,0,0,6.044266101,0,0,1,1,0,0,0,0,0
1,3,19982.5,8.560207521,0,1,0,1,1,1,0,0,0,1,6.531735637,0,1,1,0,0,0,0,1,0
1,1,100033.86,7.104001873,2,1,0,0,1,0,0,1,0,0,1.512791057,0,0,1,0,1,0,0,1,0
1,5,33297.61,10.87571686,1,1,1,1,0,1,1,1,0,1,10.91916339,0,1,0,0,0,0,0,1,0
1,3,80430.99,8.713781981,0,1,1,0,0,1,0,1,0,0,6.775594861,0,1,0,0,0,1,0,1,0
0,3,15423.53,12.18665298,1,1,0,1,0,1,1,0,0,0,15.71428993,0,1,0,1,0,0,0,1,0
0,2,8465.02,6.410275409,2,1,1,0,0,0,1,0,0,1,3.005659256,0,0,0,0,1,0,0,1,0
1,0,23107.22,5.546944946,0,1,0,1,1,1,0,1,1,1,2.811977672,0,1,1,1,0,0,0,1,0
1,1,65329.46,13.34580773,0,1,0,1,1,0,0,1,1,1,12.85056526,0,1,0,0,0,0,0,1,0
0,0,12650.67,6.411211074,0,1,1,1,0,0,0,1,0,0,4.385448215,0,1,0,0,0,1,0,1,0
0,3,99787.78,8.866549026,0,0,1,1,1,0,0,0,0,1,5.798532598,0,0,0,1,0,0,0,1,0
1,0,22840.68,6.318907115,1,1,1,1,0,0,1,1,0,1,5.037146238,1,0,1,0,1,0,0,1,0
1,7,29742.47,12.14896261,1,1,1,0,1,0,1,0,0,1,3.259826777,1,0,0,0,0,0,0,1,0
1,2,22139.13,15.08558131,0,1,1,0,0,1,0,1,1,1,12.52485764,1,0,0,0,1,0,0,0,0
0,4,26760.18,3.410169776,0,0,1,1,0,1,1,0,0,1,5.220501553,0,1,1,0,1,0,0,0,0
1,5,23613.85,14.06427534,2,1,0,0,0,1,0,0,1,1,10.4843853,0,1,1,0,0,0,0,1,0
0,3,38691.84,6.89303513,0,1,0,0,0,1,1,0,1,1,3.835182255,0,1,1,0,1,0,0,0,1
0,3,39163.32,12.08205854,0,1,1,0,1,0,0,0,1,1,7.918255804,0,0,1,1,0,0,0,1,0
0,3,8539.27,7.233561718,0,1,1,1,0,1,0,0,1,0,6.136751688,1,0,0,0,1,0,0,0,0
0,1,17054.95,11.10109124,0,1,1,0,1,1,0,0,0,0,20.00794461,0,0,0,0,0,0,1,0,0
1,2,23101.13,4.743877362,0,0,1,1,1,0,0,1,1,1,17.05603447,0,1,0,0,1,0,0,0,1
0,1,49323.19,7.869279288,0,1,1,0,0,0,0,1,0,0,2.48527604,0,1,0,1,0,0,0,0,1
1,2,32459.53,14.20149723,0,1,1,0,0,1,0,1,0,1,10.1127187,0,1,0,0,1,0,0,1,0
1,3,91605.19,6.716026988,2,0,0,1,0,1,0,1,1,1,15.21980082,1,0,1,0,0,1,0,1,0
1,4,10349.38,10.42980353,0,0,1,0,1,1,0,1,0,1,2.24841574,1,0,0,1,0,0,0,1,0
1,4,23026.89,5.706642926,0,1,1,0,0,1,1,1,1,0,3.637134041,0,1,1,0,0,0,0,0,0
1,0,13719.94,7.560121916,1,1,1,1,0,0,0,1,0,1,9.660168743,1,0,1,0,0,0,1,0,0
1,1,49270.7,13.29065491,1,0,1,1,1,0,0,0,1,1,24.37711744,0,1,0,1,0,0,0,1,0
0,3,8507.14,8.089726776,0,0,0,0,0,1,0,0,0,1,3.892424053,0,1,1,0,0,0,1,0,0
0,0,21084.49,6.413780429,0,0,0,0,1,1,0,0,0,0,21.6132385,1,0,0,0,0,0,0,1,0
0,3,99199.26,12.90458773,0,1,0,0,0,1,1,0,0,1,4.238632927,0,1,0,0,0,0,0,0,1
1,4,32720.43,10.00892011,0,1,0,1,0,1,0,1,1,0,22.04436191,1,0,0,0,1,0,0,1,0
1,1,8228.16,13.57970425,0,1,1,0,1,0,0,1,1,0,1.770031252,0,0,0,1,0,0,0,1,0
0,3,96126.76,9.654031047,1,1,0,0,0,1,1,0,0,1,21.1307851,0,1,1,0,0,0,1,1,0
1,3,10907.78,9.595766472,1,1,0,1,1,1,0,1,1,0,21.4708673,0,0,0,0,1,0,0,1,0
0,3,37816.75,9.249991739,0,1,0,0,1,0,1,0,0,0,16.56587766,0,0,1,0,0,1,0,1,0
0,1,20429.65,12.79582565,0,1,0,0,0,0,0,1,1,1,23.11577242,0,0,0,0,1,0,0,0,1
1,2,12895.65,7.960834129,0,1,1,1,1,0,1,1,1,1,14.21751959,0,1,0,0,0,0,0,0,0
1,1,29653.48,4.630760428,0,1,0,0,0,0,0,1,1,0,11.42145103,1,0,0,1,0,0,0,1,0
0,2,15369.78,8.574863899,1,1,0,0,1,0,0,0,0,0,2.867284438,0,0,0,0,0,1,0,0,0
1,2,45577.26,7.754485939,0,1,1,1,1,1,1,0,1,0,8.205103396,0,1,0,0,0,0,1,1,0
0,4,38137.48,9.296497381,0,1,0,0,1,1,1,0,0,0,3.27055489,1,0,1,0,1,0,0,1,0
0,2,17762.55,15.78937082,0,1,0,0,0,0,0,0,0,1,13.59949293,1,0,0,0,1,0,0,1,0
1,1,18493.34,9.278437133,0,1,0,0,1,1,0,1,1,1,7.757685471,1,0,0,0,0,0,1,0,0
1,0,43296.9,11.98468923,0,1,1,1,0,1,1,1,1,1,10.98734966,1,0,0,0,1,0,0,0,0
0,1,17172.32,10.209012,1,1,1,0,0,0,1,1,0,0,7.98560378,1,0,0,0,0,0,0,0,1
1,0,27687.94,11.87237678,0,1,0,0,0,0,0,1,1,1,3.391969552,0,1,0,0,0,0,1,1,0
0,0,29613.46,8.985344623,0,1,1,0,0,1,0,0,1,1,6.393598693,1,0,1,0,0,1,0,0,0
0,1,20926.46,3.577496502,0,1,0,0,1,0,0,0,1,0,19.13168856,0,0,1,0,1,0,0,0,0
1,0,9758.3,7.552930534,1,1,1,0,1,0,0,0,1,0,10.98841039,0,0,1,0,1,0,0,1,0
1,3,24805.02,8.856522955,0,1,1,0,0,0,0,1,1,1,1.268992493,0,1,0,0,0,0,1,1,0
0,3,31324.12,11.21140731,1,1,0,1,1,1,0,0,1,1,11.23691953,1,0,0,0,0,1,0,0,0
1,0,54561.94,7.083133504,0,1,1,0,0,0,1,1,0,1,4.266309981,0,0,0,1,0,0,0,1,0
0,1,9202.1,7.979875858,0,1,1,1,0,0,1,1,0,1,14.51274009,1,0,0,0,0,1,0,0,1
0,1,27720,12.17826323,1,1,0,1,1,0,1,0,0,0,16.01233793,1,0,0,0,0,0,0,0,0
0,0,33748.05,14.00503607,1,1,1,0,1,0,0,0,1,1,14.7212152,0,0,1,0,1,0,0,0,1
1,2,83416.9,14.05737023,0,1,1,0,1,1,0,1,0,1,5.947501617,1,0,0,0,0,1,0,1,0
0,0,67448.07,15.63302492,0,1,0,1,0,1,0,1,0,0,26.68008793,0,1,0,0,0,1,0,0,1
0,0,17105.07,8.556630945,0,1,1,0,0,0,0,0,1,1,24.77325806,0,1,0,0,1,0,0,1,0
0,0,48915.51,10.51538905,1,1,1,1,0,0,0,0,1,0,8.856546048,1,0,1,0,0,0,0,0,0
1,5,45631.91,6.980525959,0,1,0,0,1,0,0,0,1,1,8.69123648,0,1,0,0,0,1,0,0,0
0,3,26049.03,14.69431857,1,1,0,1,1,1,0,1,0,1,7.443067222,0,1,1,0,0,1,0,1,0
0,1,24717.71,10.7511092,1,1,0,0,1,0,1,0,0,1,1.277136149,0,1,0,0,0,1,0,1,0
1,0,28162.54,7.901812987,0,1,0,1,0,1,1,0,1,1,1.722680046,0,0,1,0,0,1,0,1,0
0,2,3666.35,12.12132108,0,1,1,1,1,1,1,1,0,0,20.93887792,1,0,0,0,0,0,1,0,1
0,1,34264.02,6.259396187,2,0,0,1,0,0,1,1,0,0,5.794641025,0,0,1,0,1,0,0,1,0
0,0,13655.62,10.34140063,1,1,1,0,1,1,1,1,0,1,6.093194674,0,1,0,1,0,0,0,0,0
1,3,74915.44,10.27858,0,1,1,0,1,1,0,1,1,1,10.50826,0,0,0,1,0,0,0,1,0
0,0,8809.37,12.27326,0,1,0,1,0,0,0,1,0,0,13.29584,0,1,1,1,0,0,0,1,0
1,5,84914.28,11.20146,0,1,1,1,0,0,0,1,1,0,7.976237,0,1,1,1,0,0,0,1,0
0,0,19789.59,4.681246,0,1,1,0,0,0,0,0,0,1,1.293553,0,1,1,1,0,0,0,0,0
0,4,19091.73,11.99276,1,1,1,0,1,1,0,1,1,1,5.982479,0,1,1,0,1,0,0,0,0
1,1,30898.32,7.713017,0,0,0,0,1,1,1,1,1,0,1.26105,1,0,1,0,0,1,0,0,1
1,3,60536.56,9.013523,1,1,1,1,0,1,1,1,0,1,7.698157,1,0,0,0,0,0,0,0,1
1,3,65062.28,8.44455,1,1,0,0,0,1,0,0,1,1,2.175619,1,0,0,0,0,0,0,1,0
1,4,10305.73,9.749636,0,1,0,0,1,1,0,0,1,1,9.390135,1,0,1,1,0,0,0,1,0
0,1,36381.36,12.46495,0,0,0,1,0,1,0,0,1,1,20.16124,0,0,1,0,0,0,1,0,1
1,3,23978.67,8.4926,0,0,0,0,1,1,0,1,0,1,8.433722,0,1,1,0,0,0,0,1,0
1,5,10315.72,13.15703,0,1,1,0,1,1,1,0,0,0,14.80885,1,0,0,0,0,0,1,1,0
1,4,40783.52,7.346236,1,1,0,1,1,1,0,1,1,1,3.151239,0,1,1,0,1,0,0,1,0
1,3,19920.22,9.531669,0,0,0,0,1,0,0,1,1,1,16.81532,0,1,1,1,0,0,0,1,0
1,2,80176.6,10.62558,0,1,1,0,0,0,1,1,1,0,1.954899,0,1,1,0,1,0,0,1,0
0,2,8803.4,12.42693,2,1,1,0,0,0,1,0,1,0,5.111408,0,1,0,0,0,1,0,1,0
0,1,76063.08,9.885262,1,1,0,0,0,0,0,1,0,0,11.42056,1,0,1,0,0,0,0,0,0
0,1,50159.71,14.12411,1,1,1,0,1,0,0,1,0,1,8.954465,1,0,1,0,0,1,0,0,1
0,0,29467.49,9.108143,0,1,0,0,1,1,0,0,1,0,7.387825,1,0,0,0,0,0,1,0,0
0,1,28790.92,7.737367,0,1,0,0,1,1,0,1,0,1,3.943222,0,0,1,0,0,1,0,0,0
0,3,44485.5,9.905191,2,1,0,0,0,1,0,0,0,0,10.47338,1,0,0,0,0,0,1,0,0
1,1,61142.96,9.643592,0,0,1,0,0,1,0,0,0,1,4.510318,1,0,0,0,0,1,0,1,0
1,1,74948.35,10.95793,1,1,1,0,1,1,0,1,1,1,11.38469,0,1,0,0,0,0,1,0,1
0,3,25686.47,8.591792,0,1,1,0,0,0,0,1,0,0,3.434965,0,1,0,0,0,0,0,0,0
0,4,3640.46,5.837482,0,1,0,0,0,0,1,0,0,0,11.93639,1,0,1,0,0,0,1,1,0
0,3,68631.52,6.146665,2,1,0,1,0,0,0,0,0,1,2.155733,0,1,1,0,0,1,0,0,0
0,3,55306.54,8.904816,0,0,0,0,0,1,0,0,1,0,4.600655,0,1,0,0,0,0,1,0,0
1,7,32058.65,8.965014,0,1,0,0,1,0,0,0,1,1,7.376158,1,0,0,0,0,1,0,1,0
1,0,10533.21,12.32574,1,1,1,0,0,0,0,1,0,1,7.231407,1,0,0,0,1,0,0,1,0
0,1,10879.84,8.215309,0,1,0,0,0,0,0,1,0,1,6.204958,0,0,1,0,1,0,0,1,0
0,4,29149.35,9.117724,0,1,0,0,1,1,0,1,0,1,8.962444,0,1,1,0,0,0,0,0,0
0,1,43121.53,13.33801,1,1,1,0,0,0,0,0,0,1,8.716735,0,1,0,1,0,0,0,1,0
1,1,53952.59,11.02404,0,0,1,1,1,1,0,1,1,0,11.71454,0,1,0,0,0,0,1,0,0
1,0,37794.12,7.365321,1,1,1,0,1,0,1,0,0,0,3.08799,1,0,1,0,0,0,0,1,0
1,1,101907.8,9.485065,1,1,0,0,1,0,1,1,1,1,2.051002,0,1,1,0,1,0,0,1,0
0,1,24218.05,8.256042,1,1,1,1,0,1,0,0,0,0,25.17478,0,1,1,0,0,1,0,1,0
1,0,32075.69,11.47946,0,1,0,1,1,1,0,1,0,1,19.50558,0,1,0,0,0,0,1,1,0
0,0,12429.48,11.81668,2,0,0,0,0,1,1,0,1,1,6.645141,1,0,0,0,1,0,0,0,0
0,0,39939.55,12.20892,1,1,0,0,0,0,0,1,0,0,7.793232,1,0,0,0,0,0,0,0,0
1,1,34531.07,10.73901,0,1,0,0,1,0,0,1,1,0,13.37596,0,1,1,0,0,0,0,1,0
1,4,14646.58,16.47207,0,0,1,0,0,0,1,0,1,1,11.5352,1,0,1,0,1,0,0,1,0
0,0,630.24,9.50503,0,1,0,1,0,1,0,1,0,0,6.025694,0,1,0,0,0,0,1,0,1
1,2,48476.58,12.13919,1,1,1,0,1,0,0,1,1,0,2.051657,1,0,0,0,1,0,0,0,1
0,1,7591.68,10.40481,0,1,1,0,0,0,1,1,0,1,8.082833,0,0,1,0,0,0,0,0,0
0,2,6923.8,7.872117,1,1,0,0,0,1,0,1,0,0,2.104985,0,0,0,0,0,0,1,0,0
0,3,99291.94,9.056277,0,1,0,0,1,0,1,0,0,0,16.59389,1,0,0,0,1,0,0,1,0
0,4,18610.56,10.65375,0,1,0,1,0,0,0,1,0,1,31.32024,0,0,0,0,1,0,0,1,0
0,1,22745.33,5.006946,1,1,0,0,1,0,0,0,0,1,21.03542,0,0,1,0,1,0,0,1,0
1,2,14987.31,12.89594,0,1,1,0,0,0,1,1,1,1,3.465896,1,0,1,1,0,0,0,0,1
1,2,54531.53,9.127013,0,1,0,0,1,1,0,1,1,1,12.4962,1,0,1,0,0,0,0,1,0
0,4,22067.94,10.76672,0,1,1,0,1,1,0,0,1,0,13.63369,0,1,1,0,0,1,0,0,0
0,0,10440.87,6.855385,0,1,0,0,0,0,0,0,1,1,11.75027,1,0,1,0,0,0,1,0,0
0,4,38257.1,10.44859,0,1,0,0,1,1,0,1,0,1,10.32943,0,0,0,0,1,0,0,1,0
0,1,8626.93,13.16243,0,1,1,1,0,0,0,1,0,0,8.333131,0,1,0,0,1,0,0,1,0
1,1,41169.69,11.49389,1,1,1,1,1,1,0,1,1,1,9.602383,1,0,0,0,1,0,0,1,0
0,3,51251.22,10.41256,0,1,1,0,0,0,0,1,0,1,22.37984,0,1,1,0,0,1,0,0,1
0,0,53267.14,8.197798,0,1,0,0,1,1,0,1,0,1,9.061231,0,1,1,0,0,1,0,1,0
0,1,67172.04,11.07391,1,1,0,1,1,0,0,1,0,0,12.85483,1,0,0,0,0,0,1,0,1
1,3,15872.85,11.707090000000001,0,0,1,0,0,0,0,1,1,0,5.430488,0,0,1,0,0,0,1,1,0
0,1,26385.01,8.478086,0,1,0,0,0,1,0,0,0,0,5.26792,0,1,0,0,0,0,0,0,0
0,4,44236.12,8.489595,0,1,1,1,0,1,0,1,0,1,8.084289,0,1,0,0,0,0,1,0,1
0,5,48112.75,13.10202,0,1,0,0,0,1,0,0,0,0,7.978289,0,0,1,0,1,0,0,1,0
0,1,60384.01,11.50735,1,1,0,0,1,0,1,0,0,1,26.27061,0,0,0,0,0,0,0,0,0
0,2,41867.94,12.10717,1,1,0,0,0,0,0,1,0,1,14.86711,0,1,1,0,1,0,0,0,0
1,0,16827.22,7.598834,0,1,0,0,0,1,1,1,1,1,12.47887,0,0,1,0,0,0,0,1,0
1,2,86877.95,14.83322,1,1,0,1,0,1,0,0,1,1,2.958575,0,1,1,1,0,0,0,1,0
1,0,21951.91,7.554437,0,1,1,1,0,0,1,0,1,1,12.12823,0,1,0,0,0,0,1,1,0
1,1,10120.05,4.271704,0,1,1,0,0,0,0,1,1,0,3.737401,0,1,0,1,0,0,0,1,0
0,0,2715.32,7.706983,1,1,1,0,1,0,0,0,0,1,4.791566,1,0,0,0,1,0,0,0,0
0,4,100861.7,11.24791,1,1,1,0,0,1,0,0,1,0,22.04122,0,1,1,0,0,0,1,0,0
0,2,27938.89,12.9485,1,1,0,0,0,1,0,0,0,1,6.86392,1,0,1,0,0,0,0,0,0
1,0,41676.3,9.800684,1,1,1,0,1,0,0,1,0,0,5.855847,0,1,1,0,0,0,0,1,0
1,1,61915.61,10.74621,0,1,0,0,1,0,0,1,1,1,30.1778,0,1,1,0,0,0,0,1,0
1,3,17492.71,9.977086,0,1,1,1,1,1,0,0,1,0,6.818283,0,1,0,1,0,0,0,1,0
1,1,19410.35,13.37836,0,1,0,1,1,1,0,0,1,0,10.48149,1,0,1,0,0,1,0,1,0
0,4,4425.26,9.711712,0,1,1,1,0,1,1,0,0,1,5.459489,0,1,1,0,1,0,0,0,1
1,0,13909.89,15.13968,0,1,1,0,1,0,0,1,0,0,6.363764,0,0,1,1,0,0,0,1,0
0,1,53954.51,8.92305,0,1,0,0,1,0,1,1,0,0,12.03582,0,0,0,0,0,0,1,0,0
1,0,13929.56,15.04815,0,0,1,0,0,0,0,1,1,1,13.0511,0,1,1,0,0,0,1,0,0
1,1,30997.05,9.25069,0,1,0,1,0,1,0,0,0,1,11.87278,1,0,1,0,0,1,0,1,0
1,5,53235.48,5.432771,0,1,1,0,1,1,0,1,0,0,8.182907,0,0,1,0,0,1,0,1,0
0,3,34098.95,7.228889,0,1,1,0,0,0,0,1,0,0,6.765777,0,0,1,0,0,0,0,0,0
1,1,38302.75,13.2422,1,1,0,1,1,0,0,1,0,1,12.31839,1,0,0,1,0,0,0,1,0
1,1,34604.65,9.493989,0,1,1,0,0,1,0,1,1,1,5.173292,1,0,1,0,1,0,0,1,0
1,3,23646.52,5.512588,0,1,0,0,1,0,1,1,0,1,6.23273,0,1,1,0,0,0,1,1,0
1,3,101807.8,9.767021,2,1,0,0,1,0,1,1,1,0,4.252913,0,1,0,0,0,0,0,1,0
1,7,48531.85,5.985983,0,1,1,0,0,0,1,1,1,0,10.99952,0,0,0,0,0,0,1,0,0
1,5,103435.7,10.72873,0,0,1,0,0,1,0,0,1,1,7.831744,0,0,1,0,1,0,0,1,0
0,4,6740.05,8.173993,0,1,1,0,0,1,0,1,1,0,19.72758,0,1,0,1,0,0,0,0,1
1,2,78026.55,2.902962,0,1,0,0,1,0,0,1,1,0,5.003409,0,0,1,0,0,0,0,1,0
1,3,9790.18,11.13286,1,1,1,0,0,1,1,1,0,1,11.53174,1,0,0,0,0,0,1,1,0
0,0,83234.64,8.055983,2,1,1,0,0,0,1,1,0,0,28.28911,0,1,1,0,0,0,0,0,1
0,2,29681.02,11.47448,0,1,0,0,0,0,1,0,0,0,27.98865,1,0,1,1,0,0,0,1,0
0,1,66031.23,12.53895,1,1,0,1,0,0,0,1,1,1,15.2109,0,1,0,1,0,0,0,0,0
0,3,31486.98,7.401544,0,0,0,0,1,0,0,0,0,1,16.85088,0,1,0,0,1,0,0,0,1
1,4,42345,7.706837,0,0,0,1,1,1,1,1,1,1,8.275832,1,0,0,0,1,0,0,1,0
1,0,40134.85,8.568928,1,1,1,1,1,0,1,1,0,1,1.789614,0,1,0,1,0,0,0,1,0
1,3,68269.35,12.54175,0,1,1,0,1,0,0,1,0,0,11.4255,0,1,0,1,0,0,0,1,0
1,0,22823.11,9.521566,1,1,1,1,1,0,1,1,1,1,29.35795,0,1,0,0,0,0,0,1,0
1,3,61362.22,13.1638,1,0,1,0,0,0,0,1,0,1,3.543665,1,0,1,0,1,0,0,1,0
1,1,36887.34,11.78195,0,1,0,0,0,1,0,1,1,0,1.75453,0,1,0,0,0,0,1,0,1
1,4,14048.76,6.210987,1,0,0,1,0,1,1,1,1,1,9.637159,0,0,0,0,1,0,0,0,0
1,0,67252.64,7.576687,0,1,1,1,1,0,1,1,1,0,7.658218,0,1,1,0,0,0,1,1,0
1,1,35925.24,8.398662,0,1,1,1,0,0,0,1,1,1,2.465822,0,1,1,0,0,0,0,1,0
0,1,25895.26,8.494806,0,1,0,1,0,0,0,1,0,1,8.353798,0,1,0,0,1,0,0,1,0
1,1,31637.52,12.46389,0,1,0,0,1,1,1,1,1,1,9.37017,0,1,1,1,0,0,0,0,1
0,3,18708.42,9.543086,0,1,1,0,1,0,1,1,0,1,8.394454,1,0,0,0,1,0,0,0,0
1,1,68822.79,3.866889,0,1,0,1,0,1,0,0,0,1,2.432366,1,0,1,1,0,0,0,1,0
1,0,50160.82,8.386358,0,1,0,1,0,1,0,0,0,1,13.17391,0,1,1,0,0,0,1,1,0
1,1,22622.48,14.93471,0,1,0,1,0,1,1,1,1,1,1.375567,0,1,0,0,0,0,1,0,0
1,1,30303.35,14.58236,0,1,0,1,1,1,0,1,1,1,2.301376,1,0,1,1,0,0,0,0,0
0,2,27135,10.01972,0,1,0,0,0,0,0,0,0,0,16.64818,1,0,1,0,1,0,0,0,0
0,1,21345.51,8.245298,1,1,0,0,1,0,0,0,1,1,4.564096,1,0,1,1,0,0,0,1,0
1,1,36532.31,7.841697,0,0,0,1,1,0,0,1,1,1,5.099454,1,0,1,0,0,0,0,1,0
0,1,42912.49,8.992821,1,1,0,0,0,1,0,0,0,1,6.03955,0,1,0,0,0,0,0,1,0
0,1,4855.88,17.03765,1,0,1,0,0,0,0,0,0,1,4.749684,1,0,1,1,0,0,0,0,1
0,0,30543.93,8.376945,0,1,1,0,0,0,0,0,0,0,21.61867,0,1,1,1,0,0,0,0,1
0,4,44107,17.14612,0,1,0,1,0,0,0,1,0,0,1.319201,0,0,0,0,0,1,0,0,0
0,2,32849.77,6.618072,0,1,1,1,0,1,0,0,0,1,8.66647,0,1,1,0,0,1,0,1,0
1,0,4795.94,10.61107,0,0,0,1,0,1,1,1,1,0,2.748652,0,1,0,0,1,0,0,1,0
1,0,44034.11,5.574893,0,1,1,0,0,0,0,1,1,0,2.830635,0,1,1,0,1,0,0,1,0
1,1,55836.3,10.29493,0,1,1,0,1,0,1,1,0,0,5.423869,1,0,0,0,0,0,1,0,0
1,1,7321.37,8.805561,0,1,1,1,0,0,0,1,1,1,12.09638,1,0,1,1,0,0,0,0,1
0,1,70673.64,13.65356,1,1,0,1,1,0,0,0,0,0,7.117565,1,0,1,0,0,1,0,1,0
1,1,62998.7,12.10685,1,1,0,0,1,0,0,1,0,1,6.575242,0,1,1,0,0,0,0,1,0
1,0,60751.35,13.35871,0,1,1,0,1,0,0,1,1,0,9.951059,0,1,1,0,1,0,0,0,0
1,2,26284.13,13.22236,0,1,0,1,0,0,0,1,1,0,7.890163,0,1,1,0,0,0,0,1,0
0,3,64117.45,10.7445,0,1,1,0,0,0,0,0,1,1,1.230987,0,0,1,0,0,1,0,1,0
1,1,17274.61,14.3374,1,1,1,0,1,1,1,1,0,0,5.237873,1,0,0,0,0,0,0,1,0
0,0,52089.36,14.15632,1,1,1,1,0,1,0,0,1,1,17.13556,0,1,1,0,0,0,1,0,0
1,0,102090.5,6.212355,0,1,0,1,1,0,0,1,1,1,5.582839,0,0,0,0,0,0,0,1,0
1,0,4033.46,8.615047,2,1,1,1,1,1,0,0,1,0,3.523461,1,0,1,0,0,0,0,1,0
1,2,11970.69,12.02949,1,1,0,0,0,0,0,0,1,0,7.535729,0,0,0,0,0,0,1,1,0
1,0,18205.32,12.47818,1,1,1,0,1,0,1,1,0,0,9.759887,0,0,0,0,1,0,0,1,0
0,0,27386.37,11.98767,1,1,0,1,0,1,0,1,1,0,12.43721,1,0,1,1,0,0,0,0,0
0,0,24728.28,9.452414,1,1,1,1,1,1,0,1,1,1,6.739405,0,0,1,0,0,1,0,0,0
0,6,35022.32,8.976742,0,1,0,0,0,1,0,0,0,1,1.900671,0,1,1,0,1,0,0,0,0
1,3,27252.38,13.47294,0,1,1,0,0,0,1,1,1,0,6.074592,0,0,1,0,0,0,1,1,0
0,0,72603.49,12.66401,1,1,0,0,1,0,0,0,0,1,16.04075,0,1,1,0,0,1,0,1,0
1,4,78989.36,15.51053,1,1,0,0,1,0,0,1,0,0,10.46977,0,1,1,0,0,0,0,1,0
0,4,36649.03,11.8295,0,0,1,1,1,0,0,0,1,0,11.00764,1,0,0,1,0,0,0,0,1
0,4,65762.88,11.69911,0,1,1,0,1,0,1,0,1,1,17.55138,1,0,0,0,0,1,0,0,1
0,1,42200.98,14.23604,0,1,1,1,1,0,0,1,0,1,7.675218,1,0,1,0,0,0,0,0,0
1,0,3456.77,9.462635,0,1,1,1,0,0,0,1,1,1,8.907101,1,0,1,0,0,1,0,1,0
1,1,9011.25,10.45334,0,0,1,1,0,1,0,1,0,1,4.275019,0,1,1,0,0,1,0,1,0
1,1,52409.75,10.99266,2,0,1,0,0,0,0,0,1,1,17.98438,1,0,0,0,0,0,0,1,0
1,4,42530.46,9.512708,0,1,0,0,0,1,1,1,1,0,2.918826,1,0,0,0,1,0,0,1,0
1,0,25761.05,10.5339,0,1,1,0,0,0,1,1,0,1,2.180679,1,0,0,0,0,0,1,0,0
0,2,61145.59,9.096999,1,1,1,0,1,0,0,0,0,0,2.201845,0,1,1,0,0,1,0,0,1
0,1,91825.37,12.69755,0,1,1,0,0,1,0,0,0,1,4.418468,1,0,0,0,0,0,1,0,0
0,3,44080,16.89285,0,1,0,0,0,0,1,0,1,1,4.798977,0,0,1,0,1,0,0,1,0
1,1,18445.73,16.79023,0,1,0,1,1,1,0,1,1,1,14.1687,0,1,0,0,0,1,0,1,0
0,0,49276.44,5.081352,1,1,0,0,0,1,1,0,1,0,4.028152,0,1,0,1,0,0,0,0,1
1,1,98189.95,11.03899,0,1,1,0,0,1,1,1,1,0,26.74209,1,0,1,0,1,0,0,1,0
