"MonthlyCharge","Tenure","Children","Age","Email","Population","Bandwidth_GB_Year","Port_modem","Tablet","InternetService_Fiber_Optic","InternetService_DSL","Phone","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies"
162.4713,13.81972,4,80,14,2684,1438.002278,0,0,1,0,1,0,0,1,1,1,0
187.656,1.37258,2,74,11,3182,680.4074741,0,0,0,0,1,0,0,1,0,1,1
137.4872,1.84687,4,18,7,11885,464.4350832,0,1,1,0,1,0,0,1,1,0,0
217.4702,12.23147,4,63,10,1485,1483.466725,1,0,1,0,1,1,1,0,1,0,1
127.5112,6.554584,0,30,11,1114,831.986868,1,1,0,0,1,1,0,0,1,0,0
149.9913,2.599617,0,23,13,281,650.0225046,1,0,0,0,1,0,0,1,0,1,0
164.967,2.827378,0,81,13,31148,965.4344564,1,1,0,1,1,0,1,1,1,1,0
197.484,16.12971,2,76,11,217,2275.291432,0,1,0,1,1,1,1,1,0,0,1
137.4836,23.9038,0,29,10,8368,2593.650846,1,0,0,1,1,0,0,1,0,0,0
184.9647,1.73409,0,88,11,7379,428.5644943,0,0,1,0,1,1,1,0,1,0,1
124.9781,17.45182,2,18,13,98,1759.464436,1,0,1,0,0,0,0,1,0,0,0
222.6143,3.82548,0,82,12,7351,1134.14173,1,0,0,1,1,0,1,0,1,1,1
139.9816,10.00949,4,88,14,3231,1236.291583,1,0,0,0,1,0,1,1,0,1,0
142.5007,15.81095,4,63,10,456,2126.056803,1,1,0,1,1,1,1,1,1,0,0
240.1149,4.310974,4,43,14,777,1024.131285,1,0,1,0,1,0,0,0,0,1,1
164.9889,1.200106,0,86,9,1001,336.3711095,0,1,1,0,1,1,0,1,1,1,0
194.9768,1.99818,5,23,8,5981,758.9886777,0,0,1,0,1,0,0,1,1,1,0
137.4686,16.93745,1,18,13,32801,1688.294747,0,0,1,0,1,1,1,0,0,0,0
220.1185,13.05373,3,21,12,8867,1761.265371,0,1,1,0,1,0,0,0,1,1,1
182.4676,3.533323,3,45,10,2226,793.8062657,0,0,1,0,1,0,0,1,0,1,0
179.9476,16.93329,10,20,12,2139,2020.896358,1,0,1,0,1,0,0,0,0,0,1
134.9509,2.888303,0,59,16,9996,296.7260391,1,0,1,0,1,0,1,0,0,0,0
107.4806,6.307859,3,54,13,647,862.6906733,0,0,0,0,1,1,0,0,0,1,0
172.4885,4.812563,0,67,9,39,1003.080929,1,0,0,1,1,0,1,1,1,0,0
149.9621,25.10781,10,63,17,1332,2646.099689,0,0,1,0,1,0,0,1,0,1,0
162.447,10.32034,0,46,9,25445,1525.81124,1,0,0,1,1,0,1,0,1,0,1
245.147,16.7433,1,32,11,8549,2536.53749,0,0,0,1,1,0,0,1,1,1,1
252.6378,6.652608,1,38,14,2192,1225.184798,0,0,1,0,1,0,0,1,0,1,1
159.9875,6.7064,0,20,12,2879,877.2126863,0,0,1,0,1,1,0,0,1,0,0
142.4827,11.96096,6,25,12,7999,2058.120961,1,0,0,1,1,1,0,1,0,0,1
184.9853,7.900866,2,71,13,17086,1063.793472,0,1,1,0,1,1,0,1,0,1,0
147.4421,4.245295,3,41,12,23867,707.2606071,1,1,1,0,1,0,0,0,0,0,1
210.138,10.0496,3,64,16,17148,1421.06817,1,0,0,0,1,0,1,0,1,1,1
132.4798,11.46674,1,56,10,24,1715.911701,1,1,0,1,1,1,0,1,0,1,0
159.9942,4.469398,6,84,13,3368,834.0925038,1,0,0,0,1,0,0,1,0,0,1
184.9647,10.59491,3,55,14,16459,1272.863604,1,1,1,0,1,1,1,0,1,0,1
182.49,2.82818,9,21,11,148,1092.512913,0,0,0,0,1,0,1,1,0,0,1
255.1665,6.71156,1,77,12,6402,1200.461726,0,1,0,0,1,0,1,1,1,1,1
127.4421,5.25157,1,38,11,414,1069.18746,1,0,0,1,1,0,0,0,0,0,1
179.9794,16.4299,3,40,15,12407,1800.326325,0,0,1,0,0,0,1,1,0,0,0
202.65,7.896371,1,58,13,8483,1725.323883,1,1,0,1,1,1,0,1,0,1,1
119.9897,15.06815,1,56,12,702,1516.686884,0,0,0,0,1,1,0,0,1,1,0
252.624,3.700985,2,55,17,6891,924.6142337,0,0,1,0,0,0,0,0,1,1,1
127.4421,17.26451,0,45,10,218,2082.052634,1,1,0,1,1,0,0,0,0,0,1
182.4433,16.5852,2,22,11,10818,2329.310551,0,0,0,1,1,0,1,0,0,0,1
195.0062,10.81514,1,20,17,727,1341.508482,0,0,1,0,1,1,1,1,1,0,0
187.4847,4.617824,3,50,10,5587,967.8404944,1,0,1,0,1,1,1,1,1,1,0
139.9678,2.237975,2,63,12,6210,492.0307787,1,0,0,0,1,0,1,0,1,1,0
159.9512,12.14453,0,34,13,2243,1289.426725,0,0,1,0,1,0,0,0,1,0,1
132.466,23.86996,1,83,12,778,2609.91314,1,0,0,1,1,1,0,0,1,1,0
127.4586,7.495281,2,62,14,8759,968.8124201,0,0,0,0,1,0,1,0,0,1,0
149.9483,8.756923,4,60,10,1833,964.5339675,1,1,1,0,1,0,0,0,1,1,0
194.9663,5.874949,0,18,14,34791,1406.140722,1,0,0,1,1,0,1,1,0,0,1
154.9618,7.238006,2,19,12,2371,1495.619695,1,0,0,1,0,1,1,0,1,1,0
120.0035,5.449246,5,25,11,1509,1034.133433,1,0,0,0,1,1,0,1,0,1,0
127.4421,5.614074,1,35,9,822,1108.726166,0,1,0,1,0,0,0,0,0,0,1
172.4555,4.534721,0,55,12,4869,761.9139877,0,0,1,0,0,1,1,0,0,0,1
220.1615,10.06395,4,25,12,12695,1686.732783,1,0,0,0,1,0,0,1,0,1,1
147.4783,22.12945,2,66,19,34,2047.373281,0,0,1,0,1,1,0,0,0,0,0
79.97886,15.51392,0,82,14,6917,1244.129071,0,0,0,0,0,0,0,0,0,0,0
164.9785,4.526424,1,23,13,5060,1395.575443,0,0,0,1,1,1,1,1,0,0,1
172.4579,6.183692,1,42,14,18465,981.2775952,0,0,1,0,1,0,1,1,0,1,0
257.6549,17.27999,0,66,14,3104,2074.948906,1,0,1,0,1,1,1,1,1,1,1
184.967,3.628867,0,86,10,49344,601.2192303,0,0,1,0,1,0,1,1,1,1,0
147.4601,4.888977,1,73,8,19151,532.1499344,1,0,1,0,1,0,1,0,1,0,0
117.472,4.431604,0,43,12,3650,542.7248776,1,0,0,0,1,0,0,0,1,1,0
240.1149,8.377189,1,83,10,40005,1133.808688,0,1,1,0,1,0,0,0,0,1,1
174.9882,21.09953,0,72,15,6608,2540.062525,1,1,0,1,1,1,0,1,0,0,1
217.484,1.989684,1,38,11,9679,714.7114049,1,0,1,0,1,1,1,1,0,0,1
184.9797,17.55759,3,76,14,19039,2258.203171,0,0,0,1,1,0,0,1,1,0,1
169.9741,10.55294,1,79,11,10450,1119.402193,0,0,1,0,1,1,1,0,0,0,0
129.9763,8.436679,4,38,12,19649,1214.354546,0,0,0,0,1,1,1,0,0,1,0
147.4421,15.2198,1,51,11,46589,1429.845787,1,1,1,0,1,0,0,0,0,0,1
149.9598,9.436909,4,68,14,17879,1150.114958,1,1,1,0,0,1,0,0,0,0,1
192.4705,13.50244,3,65,7,2277,1544.180199,1,0,1,0,1,0,0,1,0,0,1
152.4579,1.717359,2,77,10,1141,944.8425929,1,0,0,1,1,0,1,1,0,1,0
182.4653,2.199825,0,39,10,7362,518.7305953,1,0,1,0,1,1,0,0,0,0,1
159.9656,1.387769,0,73,13,77,617.6429974,1,0,0,1,1,0,1,0,1,0,0
220.1615,10.39542,4,51,11,6282,1581.59431,1,1,0,0,1,0,0,1,0,1,1
182.49,9.026366,3,78,12,337,1146.502548,1,0,0,0,1,0,1,1,0,0,1
105.011,1.500082,0,66,14,692,155.5067148,1,0,0,0,1,0,0,1,1,0,0
232.6415,4.243723,3,38,14,7186,1021.747631,0,0,1,0,1,0,0,1,1,1,1
104.9629,1.736879,1,47,12,25792,374.332233,0,0,0,0,1,0,0,0,0,1,0
194.9663,9.328119,1,59,10,40,1667.732624,0,0,0,1,1,0,1,1,0,0,1
165.0113,17.98715,2,20,12,87,2047.681612,0,0,0,0,1,1,1,1,1,0,1
174.9755,25.68869,5,38,16,44249,2790.931185,0,1,1,0,1,1,1,1,0,1,0
169.9378,16.21818,2,81,9,1442,1620.352713,1,1,1,0,0,0,1,0,0,0,1
172.4733,9.499599,1,43,14,3881,1193.771492,1,0,0,0,1,0,1,0,1,1,0
207.4811,1.13143,1,37,11,16649,730.8534585,0,1,1,0,1,1,1,1,0,1,0
182.49,6.472433,3,30,11,47974,1176.899402,1,0,0,0,1,0,1,1,0,0,1
162.4653,3.155929,0,19,13,1656,1076.138741,1,0,0,1,1,1,0,0,0,0,1
124.9643,11.88503,0,82,16,1538,868.8224639,1,0,1,0,1,0,0,0,1,0,0
172.4871,4.448953,2,31,16,3141,977.9373731,0,1,0,0,1,0,1,1,0,1,0
159.965,8.962034,4,30,9,5931,1245.735579,1,0,1,0,1,0,0,1,0,0,1
245.1612,1.796113,5,37,12,3256,1042.042108,1,0,0,0,0,1,1,0,1,1,1
194.9744,2.972634,0,84,14,18213,438.8374341,1,0,1,0,1,1,0,0,1,0,1
255.1336,10.22422,2,64,12,1980,2017.913692,0,0,0,1,1,0,1,1,0,1,1
117.4872,7.650642,0,53,9,1488,1197.872957,0,1,0,1,1,0,0,1,1,0,0
265.1283,2.945436,0,54,12,1319,922.2317794,1,0,1,0,1,1,1,0,0,1,1
127.5067,5.294527,2,35,12,4918,723.6126048,0,1,0,0,1,0,1,1,1,0,0
137.4684,6.128314,2,25,13,10692,909.0225293,1,1,0,0,1,0,0,0,0,1,0
139.9678,4.213099,5,49,10,266,839.1770355,1,0,0,0,0,0,1,0,1,1,0
192.4885,11.16116,1,55,10,12404,1262.191241,1,0,1,0,1,0,1,1,1,0,0
199.9902,23.22012,3,64,9,152,2884.562817,0,0,0,1,1,1,1,1,1,1,0
147.4421,13.81356,5,76,15,10821,1438.080654,0,0,1,0,1,0,0,0,0,0,1
104.9629,7.923777,1,84,7,190,807.0176026,1,0,0,0,1,0,0,0,0,1,0
210.127,1.992273,4,63,12,41454,818.8755109,1,0,1,0,0,1,0,0,0,1,1
207.6094,14.60084,3,51,11,40828,1738.296024,1,0,1,0,1,0,0,0,0,1,1
232.6228,6.512117,1,74,13,7885,1107.738951,0,0,1,0,1,1,1,0,0,1,1
197.4945,16.15139,1,76,8,4004,1696.96925,0,0,1,0,0,1,0,1,1,1,0
127.475,8.257765,2,72,10,200,825.6485531,0,0,0,0,1,0,0,0,1,0,1
127.4421,7.193929,1,81,14,1406,1087.358783,0,1,0,1,1,0,0,0,0,0,1
252.6378,8.527084,0,60,13,23029,1322.914498,0,0,1,0,1,0,0,1,0,1,1
152.466,11.84082,1,24,12,16350,1318.102379,0,0,1,0,1,1,0,0,1,1,0
232.6415,3.660516,3,45,16,117,998.0643375,1,0,1,0,0,0,0,1,1,1,1
132.466,12.22942,1,64,11,3519,1718.405985,1,0,0,1,1,1,0,0,1,1,0
204.9634,16.57284,2,72,9,141,1836.91871,0,1,1,0,1,0,1,1,0,1,0
210.1518,15.80736,4,28,11,17923,2083.424243,0,1,0,0,1,0,1,1,0,1,1
230.1051,8.295192,1,27,10,3988,1332.732935,0,0,1,0,1,0,1,0,0,1,1
267.6647,11.38275,0,60,13,1419,1636.428296,1,0,1,0,1,1,0,1,1,1,1
222.65,6.780515,1,77,12,748,1158.10468,1,1,1,0,1,1,0,1,0,1,1
169.9447,8.27839,4,18,12,182,1169.714886,0,0,1,0,1,0,0,0,0,1,0
242.6143,9.151288,1,53,11,49019,1369.012136,1,0,1,0,1,0,1,0,1,1,1
172.4624,1.835564,0,81,8,4634,387.3140839,1,1,1,0,1,1,0,0,0,1,0
162.4653,10.44767,2,21,17,1831,1810.906541,1,0,0,1,1,1,0,0,0,0,1
149.9447,8.612474,0,37,11,672,1425.150573,1,0,0,1,1,0,0,0,0,1,0
149.9915,3.122125,1,21,12,4993,631.6069096,1,1,1,0,1,1,1,1,0,0,0
172.4705,10.49269,0,45,11,3275,1601.994832,1,1,0,1,1,0,0,1,0,0,1
204.9797,5.679237,1,50,10,674,895.0975786,0,1,1,0,1,0,0,1,1,0,1
157.4698,1.050155,0,30,10,7900,223.4765826,0,1,1,0,1,0,0,0,1,0,0
157.4698,10.68972,6,48,9,4134,1221.300132,1,0,1,0,1,0,0,0,1,0,0
217.4725,2.210399,3,61,10,4709,731.2638925,1,0,1,0,1,0,1,1,1,1,0
207.6386,18.2103,1,33,14,5831,2150.497966,0,0,0,0,1,0,0,0,0,1,1
147.4564,13.09427,4,87,10,52454,1732.048832,1,0,0,1,1,0,1,0,0,0,0
149.9915,1.201025,4,29,15,1554,540.3210772,1,0,1,0,1,1,1,1,0,0,0
179.9476,6.246939,1,34,14,13,904.6029537,1,0,1,0,1,0,0,0,0,0,1
192.4567,4.600047,1,47,13,10218,649.075085,1,0,1,0,1,0,0,0,1,0,1
172.4579,9.30555,1,52,15,4807,1204.289565,0,0,1,0,1,0,1,1,0,1,0
232.652,18.55263,0,46,19,3895,2274.334534,1,0,0,0,1,1,1,0,0,1,1
119.9568,13.12228,2,82,6,563,1711.957507,0,1,0,1,1,1,0,0,0,1,0
92.45514,10.51089,3,73,11,12453,1287.261282,1,0,0,1,0,0,0,0,0,0,0
197.4702,12.81579,1,75,12,1478,1813.141473,1,1,0,1,1,1,1,0,1,0,1
169.9741,11.16354,3,50,11,16882,1326.083123,0,1,1,0,1,1,1,0,0,0,0
164.9853,12.01983,4,22,18,398,2037.009094,0,0,0,1,1,1,0,1,0,1,0
169.9378,6.021823,0,74,19,1702,663.9805561,0,1,1,0,1,0,1,0,0,0,1
172.4567,23.99384,1,83,15,151,2615.909854,0,1,0,1,1,0,0,0,1,0,1
182.4433,8.100668,2,33,8,1131,1598.041286,0,1,0,1,1,0,1,0,0,0,1
127.4783,18.47356,0,87,14,8112,2030.890872,1,0,0,1,1,1,0,0,0,0,0
120.0035,14.62117,0,36,9,973,1595.672481,0,0,0,0,1,1,0,1,0,1,0
137.4684,12.95415,1,32,11,2739,1461.63528,1,1,0,0,1,0,0,0,0,1,0
124.9935,3.588245,1,33,8,803,452.390983,0,0,0,0,1,0,0,0,1,0,0
184.967,14.36866,4,89,18,4906,1594.517874,0,1,1,0,1,0,1,1,1,1,0
139.983,6.30655,3,86,10,2119,1165.890091,1,0,0,1,1,0,1,1,1,0,0
210.138,18.94429,2,88,12,114,2087.462333,0,0,0,0,1,0,1,0,1,1,1
172.4579,3.474901,1,50,17,149,733.0960018,1,0,1,0,1,0,1,1,0,1,0
227.4754,3.341126,0,47,15,28596,694.2731917,0,0,1,0,1,0,1,1,1,0,1
132.466,4.761845,10,78,12,1193,1290.636519,1,1,0,1,1,1,0,0,1,1,0
127.4601,20.22924,1,59,12,497,2166.207365,1,0,0,1,1,0,1,0,1,0,0
102.4746,6.487048,1,49,9,916,655.1704765,1,0,0,0,1,0,1,0,0,0,0
139.9979,20.32585,3,79,11,942,1989.74777,0,0,0,0,1,0,0,1,1,0,1
152.4441,12.24637,2,56,17,9111,1795.595369,1,0,0,1,1,0,1,0,1,1,0
267.6647,14.63647,8,27,16,610,2210.449566,0,0,1,0,1,1,0,1,1,1,1
172.4555,4.833414,2,83,5,6818,673.8697136,0,0,1,0,1,1,1,0,0,0,1
159.9875,5.705638,3,82,7,359,602.0049206,0,0,1,0,1,1,0,0,1,0,0
182.447,12.55315,0,52,15,22201,1357.88248,1,1,1,0,1,0,1,0,1,0,1
130.0064,1.059865,1,66,9,1345,380.7812664,1,1,0,0,1,1,0,1,0,0,1
172.4885,13.47613,3,82,7,131,1838.415776,1,0,0,1,1,0,1,1,1,0,0
139.9678,9.887746,0,83,8,183,991.6943982,0,0,0,0,1,0,1,0,1,1,0
149.9741,6.853152,0,19,15,7,1313.391104,1,0,0,1,1,1,1,0,0,0,0
265.147,2.213342,4,34,14,648,1018.286618,0,1,1,0,1,0,0,1,1,1,1
117.4392,5.954975,2,76,12,34305,1069.152457,0,0,0,1,0,0,0,0,0,1,0
127.4887,8.316193,0,50,10,198,921.8193418,0,0,0,0,1,0,0,1,0,0,1
242.6281,8.081086,0,36,13,7415,1387.096942,0,1,1,0,1,0,1,1,0,1,1
202.6362,5.000016,0,26,12,302,1481.311788,1,1,0,1,1,1,0,0,1,1,1
200.1185,3.469341,4,20,12,1871,1376.444987,1,0,0,1,1,0,0,0,1,1,1
210.127,7.874579,2,56,6,10911,1215.186143,0,0,1,0,0,1,0,0,0,1,1
124.9781,11.70115,3,50,21,33960,1131.849487,0,0,1,0,1,0,0,1,0,0,0
149.9928,3.890319,2,37,14,393,993.4525617,0,0,0,1,0,0,0,1,1,0,0
124.9935,14.7867,2,57,12,11342,1404.351494,0,1,0,0,1,0,0,0,1,0,0
119.9897,11.71559,0,34,12,217,1283.330518,0,0,0,0,0,1,0,0,1,1,0
265.1283,4.995373,1,34,15,21572,1186.556596,0,1,1,0,1,1,1,0,0,1,1
214.9525,11.56278,0,34,17,14318,1325.414246,1,0,1,0,1,0,1,0,1,0,1
162.4689,18.7404,2,40,9,24780,1864.692477,1,0,1,0,1,1,0,0,1,0,1
147.5031,8.479465,2,52,15,14687,1078.756333,0,0,0,0,1,0,1,1,0,0,0
150.0208,13.03957,2,60,10,4350,1501.37548,0,0,0,0,1,1,1,1,0,0,0
174.991,4.99913,3,48,12,937,945.3922235,0,1,0,0,1,1,1,0,1,1,0
172.4733,2.108436,3,27,10,302,702.1831409,1,1,0,0,1,0,1,0,1,1,0
149.9778,4.848049,0,83,9,145,458.1425479,1,0,1,0,1,1,1,0,1,0,0
137.4872,14.06379,1,74,10,77,1271.791514,1,0,1,0,1,0,0,1,1,0,0
220.1615,12.67943,2,28,8,3739,1829.634417,1,0,0,0,1,0,0,1,0,1,1
184.9797,11.2075,8,50,11,338,1977.058574,1,0,0,1,1,0,0,1,1,0,1
230.1051,7.837878,2,80,16,3620,1152.27854,0,0,1,0,1,0,1,0,0,1,1
222.65,4.845811,0,50,11,25607,1057.31768,1,1,1,0,1,1,0,1,0,1,1
149.989,3.852241,5,81,16,4406,670.3465702,1,1,0,0,1,1,0,0,0,0,1
192.4404,11.55831,3,21,5,5264,1538.887965,1,1,1,0,1,0,1,0,0,1,0
142.4526,5.389466,4,55,18,24,1322.429941,1,0,0,1,1,1,1,0,0,1,0
152.466,10.93329,0,64,12,3417,1167.924948,0,0,1,0,1,1,0,0,1,1,0
255.1555,8.259716,1,68,13,46545,1380.765825,0,0,1,0,1,1,0,1,0,1,1
172.4555,3.157767,0,47,14,8488,675.3184526,0,0,1,0,1,1,1,0,0,0,1
159.9805,2.185047,2,50,12,15521,472.1439723,1,0,0,0,1,0,0,0,1,0,1
117.472,10.75614,0,85,14,2007,962.301603,0,0,0,0,1,0,0,0,1,1,0
172.4441,14.37481,4,49,13,3525,1593.966861,0,1,1,0,1,0,1,0,1,1,0
230.1051,5.447689,0,83,13,8225,885.0263451,1,0,1,0,1,0,1,0,0,1,1
184.9853,12.29962,2,87,14,11371,1418.813901,1,1,1,0,1,1,0,1,0,1,0
124.9781,12.57563,4,65,7,1132,1185.107111,1,0,1,0,1,0,0,1,0,0,0
152.4884,7.606099,4,76,14,9982,1072.186545,0,0,0,0,0,1,1,0,1,0,1
190.1599,6.79324,3,56,15,1788,1161.691491,0,0,0,0,1,1,0,0,1,1,1
164.967,4.753084,2,60,11,1268,1206.589518,0,1,0,1,1,0,1,1,1,1,0
174.9768,21.0878,1,45,8,1955,2588.430434,1,0,0,1,1,0,0,1,1,1,0
232.6228,15.33274,0,18,8,3867,1983.300598,1,0,1,0,1,1,1,0,0,1,1
169.9447,11.47008,2,32,13,1061,1323.764927,0,0,1,0,1,0,0,0,0,1,0
112.4551,3.631024,0,23,15,4212,463.9097938,1,0,1,0,1,0,0,0,0,0,0
220.1185,27.0293,3,55,13,2159,2794.920011,0,0,1,0,0,0,0,0,1,1,1
220.1149,13.21554,2,20,11,2467,2181.086069,0,0,0,1,1,0,0,0,0,1,1
152.4742,15.97096,0,67,8,19,1993.401196,1,1,0,1,1,0,0,1,1,0,1
157.4698,8.0239,3,61,10,2983,867.8924387,1,0,1,0,1,0,0,0,1,0,0
225.132,5.448172,3,76,15,194,1540.445045,1,1,0,1,1,1,1,0,1,1,1
164.9889,8.306218,3,84,9,568,1064.595704,0,0,1,0,1,1,0,1,1,1,0
207.6386,3.600682,1,24,16,6022,935.8715835,0,1,0,0,1,0,0,0,0,1,1
222.6654,4.459993,2,55,14,823,1014.955092,0,0,0,0,1,1,0,0,1,1,1
159.9794,11.40421,2,66,5,31758,1603.711289,1,1,0,1,1,0,1,1,0,0,0
169.9671,12.86853,4,25,15,767,1580.727843,0,1,0,0,1,0,1,0,0,0,1
204.9496,9.546909,1,37,6,5622,1264.373724,0,0,1,0,1,0,1,0,1,1,0
245.1612,4.424083,3,65,16,22127,1151.054935,0,1,0,0,1,1,1,0,1,1,1
169.9447,1.462471,3,73,12,154,447.1773574,1,1,1,0,1,0,0,0,0,1,0
182.49,9.952476,3,79,10,22425,1301.393401,1,0,0,0,0,0,1,1,0,0,1
212.6228,1.133367,0,34,11,1811,1227.924743,1,1,0,1,1,1,1,0,0,1,1
137.4836,14.40435,7,45,12,133,2060.606368,1,0,0,1,0,0,0,1,0,0,0
204.9797,4.300397,1,34,14,14386,752.2906635,1,1,1,0,1,0,0,1,1,0,1
262.6106,8.36006,3,39,12,2012,1432.224687,0,0,1,0,1,0,1,0,0,1,1
129.9598,9.693608,4,36,12,730,1607.273001,1,0,0,1,1,1,0,0,0,0,1
162.4538,8.24734,7,21,9,589,1667.506374,0,0,0,1,1,0,0,0,1,1,0
152.4555,10.8754,4,49,7,1286,1837.760704,1,0,0,1,1,1,1,0,0,0,1
192.4885,6.067975,3,86,14,190,722.5123131,1,0,1,0,1,0,1,1,1,0,0
139.9568,5.602813,0,55,8,5622,756.3419475,0,0,1,0,1,1,0,0,0,1,0
194.9992,9.938487,2,64,9,925,1240.679237,1,0,0,0,1,0,1,1,1,0,1
139.9512,13.96391,1,76,12,1430,1745.07852,0,0,0,1,1,0,0,0,1,0,1
210.138,9.841833,1,84,8,51667,1276.902314,1,0,0,0,1,0,1,0,1,1,1
95.01949,5.129029,1,18,16,28,794.1801028,0,0,0,0,1,1,0,1,0,0,0
149.9447,3.612294,4,34,13,41149,1195.475034,1,0,0,1,1,0,0,0,0,1,0
159.9349,9.430096,3,30,14,647,1215.994181,0,0,1,0,1,0,1,0,0,1,0
192.4567,6.699323,4,39,15,20501,939.6683701,0,1,1,0,1,0,0,0,1,0,1
127.4887,6.895966,7,62,15,24634,1063.884067,0,0,0,0,1,0,0,1,0,0,1
255.1336,16.56847,1,43,13,1539,2528.759994,1,0,0,1,0,0,1,1,0,1,1
92.45514,16.71459,0,55,11,487,1844.526573,1,0,0,1,1,0,0,0,0,0,0
179.9476,16.48485,8,36,10,7617,1952.410832,0,0,1,0,1,0,0,0,0,0,1
147.4564,2.458795,4,21,13,956,1076.991137,1,0,0,1,1,0,1,0,0,0,0
169.9447,6.6307,0,77,12,78,765.1823242,0,1,1,0,1,0,0,0,0,1,0
149.9776,11.52687,8,52,16,12327,1498.93018,1,0,0,0,1,0,0,0,1,1,0
137.4836,2.984004,4,27,8,390,1091.509603,0,1,0,1,1,0,0,1,0,0,0
237.6549,4.646695,4,41,8,9236,1658.402714,1,0,0,1,1,1,1,1,1,1,1
137.4872,22.24529,1,55,11,3739,2004.460047,1,0,1,0,0,0,0,1,1,0,0
107.5286,14.89363,4,70,8,11173,1520.458929,0,1,0,0,1,1,0,1,1,0,0
137.4686,6.140643,3,25,12,2090,924.5326675,1,1,1,0,1,1,1,0,0,0,0
137.4872,19.6274,1,40,16,15517,1756.84915,1,0,1,0,1,0,0,1,1,0,0
127.4887,13.49323,1,41,13,16845,1406.307337,1,0,0,0,1,0,0,1,0,0,1
114.9658,12.69289,2,32,5,1117,1398.161322,1,0,0,0,1,0,0,0,0,0,1
222.6362,18.58829,2,27,11,3769,2192.448535,0,0,1,0,1,1,0,0,1,1,1
187.656,14.34935,2,72,11,13,1750.253059,0,0,0,0,1,0,0,1,0,1,1
174.9768,7.881289,0,83,10,221,1303.89059,0,0,0,1,1,0,0,1,1,1,0
235.1417,4.63962,1,61,14,11118,1439.765003,1,0,0,1,1,1,0,0,1,1,1
184.9647,10.76391,2,33,16,2103,1410.343155,1,0,1,0,1,1,1,0,1,0,1
147.4421,12.47148,1,82,12,499,1103.016586,0,0,1,0,1,0,0,0,0,0,1
174.9755,8.387102,4,42,9,4242,1282.323667,0,1,1,0,1,1,1,1,0,1,0
214.9663,12.89076,0,49,9,6297,1548.154792,1,0,1,0,1,0,1,1,0,0,1
147.4564,6.726078,1,33,12,10977,1212.659466,1,1,0,1,0,0,1,0,0,0,0
95.01949,14.72164,1,21,11,3671,1488.056133,0,1,0,0,1,1,0,1,0,0,0
227.4754,6.915354,5,48,13,1420,1137.782472,0,0,1,0,1,0,1,1,1,0,1
169.9671,12.23126,3,82,9,20375,1393.130581,1,1,0,0,1,0,1,0,0,0,1
152.4798,11.26136,2,72,16,39,1263.915496,0,0,1,0,1,1,0,1,0,1,0
252.6378,9.448434,0,18,13,4787,1489.056859,1,0,1,0,1,0,0,1,0,1,1
182.4608,21.25517,4,38,10,2153,2320.769374,0,0,1,0,1,0,1,1,0,0,1
219.9902,7.467093,4,65,11,38753,1254.859385,0,0,1,0,1,1,1,1,1,1,0
107.482,5.669803,3,32,13,745,1104.543998,0,0,0,1,1,1,0,0,1,0,0
139.9816,13.09678,3,46,10,5025,1596.175795,0,0,0,0,0,0,1,1,0,1,0
149.9483,6.224413,2,51,5,34941,764.0244287,1,0,1,0,1,0,0,0,1,1,0
127.4586,16.25655,4,70,9,5642,1722.032536,0,1,0,0,1,0,1,0,0,1,0
220.1185,10.74959,3,45,12,2919,1493.782205,1,1,1,0,1,0,0,0,1,1,1
217.4725,16.42222,1,22,13,1692,1962.047024,0,1,1,0,1,0,1,1,1,1,0
195.0062,5.585075,1,64,13,694,768.7084381,0,1,1,0,1,1,1,1,1,0,0
159.9349,3.583025,5,54,15,62131,719.7798137,0,0,1,0,1,0,1,0,0,1,0
230.1051,10.48284,1,89,13,1051,1308.7086,1,0,1,0,1,0,1,0,0,1,1
92.45514,2.457741,3,73,15,303,709.6900125,0,0,0,1,1,0,0,0,0,0,0
164.9647,5.006746,0,29,13,9627,1221.36675,1,0,0,1,1,1,1,0,1,0,1
199.9902,17.53363,0,20,17,366,2517.584249,0,0,0,1,1,1,1,1,1,1,0
245.175,11.9781,0,67,12,97,1704.872057,1,0,0,0,1,1,1,1,0,1,1
127.4958,21.06329,1,44,9,16665,1932.26875,1,0,1,0,1,1,0,1,0,0,0
182.4538,9.453234,0,24,12,140,1174.54568,0,0,1,0,1,0,0,0,1,1,0
194.9699,3.109148,1,88,11,1075,581.9611419,1,0,1,0,1,0,1,1,1,0,1
167.4564,16.93921,9,80,13,2101,1810.474782,1,0,1,0,1,0,1,0,0,0,0
174.9581,10.16511,4,44,9,3052,1821.752133,0,0,0,1,0,1,1,0,0,1,0
127.4601,2.598272,3,18,8,4821,917.5571323,0,0,0,1,0,0,1,0,1,0,0
147.4564,1.717806,0,30,10,2778,863.6296514,0,0,0,1,1,0,1,0,0,0,0
177.4876,2.224742,1,78,15,14673,948.6927365,1,0,0,1,1,1,1,1,1,0,1
204.9797,10.7668,8,60,12,141,1412.381474,1,0,1,0,1,0,0,1,1,0,1
219.9902,4.847252,0,56,8,1012,946.5642973,0,0,1,0,1,1,1,1,1,1,0
124.9607,11.16076,4,31,19,7354,1663.235204,0,0,0,1,0,0,0,0,0,0,0
194.9663,1.200249,1,77,9,3492,860.4509841,1,0,0,1,0,0,1,1,0,0,1
