Customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
V812066,None,No,No,Yes,No,Yes,Yes,Yes,Yes
U505805,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
I319064,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
V112489,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No
B198899,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
V86587,None,Yes,No,No,No,Yes,No,No,Yes
A552277,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
P183760,DSL,Yes,No,Yes,No,Yes,No,No,No
I697644,None,Yes,No,No,No,No,No,Yes,No
L736665,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
Y37120,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
N38323,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
D72544,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
U204351,DSL,Yes,No,No,No,No,No,No,No
K640365,DSL,Yes,No,No,Yes,No,No,No,Yes
Q448092,DSL,Yes,No,Yes,No,No,Yes,Yes,No
P636120,DSL,No,No,Yes,Yes,No,No,Yes,Yes
F176447,Fiber Optic,Yes,No,No,No,Yes,No,No,No
Q501175,DSL,No,Yes,No,No,No,No,No,No
T805948,Fiber Optic,Yes,Yes,No,No,No,No,No,No
J141938,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes
V17305,None,Yes,No,Yes,No,No,No,Yes,No
F558455,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
A393225,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes
Z960689,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
Z680350,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
S584863,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
A184694,DSL,Yes,No,Yes,Yes,No,No,No,No
B921858,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
P43520,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
R212242,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
W304055,None,Yes,Yes,No,No,No,No,No,Yes
W319899,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
R86309,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
W616179,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes
R468786,DSL,Yes,No,No,Yes,No,Yes,No,Yes
Z680392,None,Yes,No,Yes,Yes,No,No,Yes,Yes
C813162,None,Yes,No,Yes,No,No,No,No,Yes
C209549,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
H813670,None,Yes,No,No,No,No,No,No,Yes
Z129976,None,Yes,Yes,No,Yes,No,Yes,Yes,No
Z21281,None,Yes,No,Yes,No,No,No,No,Yes
S66272,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes
C993846,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R564739,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
Q858315,Fiber Optic,Yes,No,No,No,No,No,Yes,No
C341035,Fiber Optic,Yes,No,No,No,Yes,No,No,No
K340706,None,Yes,Yes,No,No,No,Yes,Yes,Yes
C461782,Fiber Optic,Yes,No,No,Yes,No,No,No,No
Y271616,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
D39279,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
S981645,DSL,No,Yes,Yes,Yes,No,No,No,Yes
Z578943,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes
B842292,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
S06924,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
W286676,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No
K863807,DSL,Yes,No,No,No,Yes,Yes,No,No
F851755,DSL,Yes,No,Yes,No,No,Yes,No,No
J150941,DSL,No,Yes,No,No,No,No,No,Yes
B446255,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
O128322,DSL,Yes,Yes,No,No,No,Yes,Yes,No
B717434,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
L09452,DSL,Yes,Yes,No,No,Yes,No,No,No
Y112097,None,Yes,No,No,No,No,Yes,No,Yes
E613276,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes
Y358625,DSL,Yes,No,No,Yes,No,No,No,No
L473992,DSL,Yes,Yes,No,No,No,No,No,No
L146780,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes
K487772,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
P87929,DSL,Yes,Yes,No,No,Yes,No,No,No
P549470,DSL,Yes,No,No,No,No,Yes,Yes,Yes
U469886,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes
Z827010,Fiber Optic,Yes,No,No,Yes,No,No,No,No
N816335,None,Yes,Yes,No,Yes,No,Yes,Yes,No
P888263,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
Y221956,DSL,Yes,No,No,No,No,Yes,No,No
G838188,Fiber Optic,Yes,No,No,No,No,No,No,No
X946359,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
A53575,None,Yes,Yes,No,Yes,No,No,No,No
F335560,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
S487434,DSL,Yes,No,No,No,No,No,No,No
Q667742,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes
N842500,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
R506451,None,Yes,Yes,No,No,No,Yes,No,Yes
U565764,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
L142934,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
G17131,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No
R686984,Fiber Optic,Yes,Yes,No,No,No,No,No,No
K846511,DSL,Yes,No,No,No,Yes,Yes,No,No
G966744,DSL,Yes,Yes,No,No,Yes,No,Yes,No
M847600,DSL,Yes,Yes,No,Yes,No,No,No,Yes
Y996334,DSL,Yes,Yes,No,Yes,No,No,No,No
V455137,DSL,Yes,Yes,No,No,No,Yes,No,Yes
H153949,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
T401958,None,Yes,No,No,Yes,Yes,No,Yes,No
Z462594,DSL,Yes,No,No,No,Yes,No,Yes,No
O554282,DSL,Yes,No,No,No,No,No,Yes,Yes
U632597,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
R21451,DSL,Yes,Yes,No,Yes,No,No,Yes,No
G730072,None,Yes,No,No,Yes,No,No,No,Yes
R257162,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
O881167,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
B651104,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
L853820,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No
T539156,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
U13490,None,Yes,No,No,No,Yes,Yes,Yes,No
T689270,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
I902249,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
D60541,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
Q17056,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes
A661362,DSL,Yes,No,No,Yes,Yes,No,No,No
Y909888,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
Q109692,None,Yes,Yes,No,No,Yes,Yes,No,Yes
H130516,None,Yes,No,No,Yes,No,Yes,No,Yes
J416511,DSL,Yes,No,Yes,No,No,No,Yes,Yes
R313998,DSL,Yes,Yes,Yes,Yes,No,No,No,No
W970160,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No
F437041,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
W384807,DSL,Yes,Yes,No,Yes,No,No,No,Yes
H773130,DSL,Yes,No,No,Yes,No,No,Yes,No
Y206805,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
Q634561,DSL,Yes,No,No,No,No,No,No,Yes
D877925,None,Yes,No,No,Yes,No,No,No,No
S815917,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
W53761,None,Yes,No,Yes,No,No,Yes,No,Yes
H909511,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
F630480,Fiber Optic,Yes,No,No,No,No,No,Yes,No
G463713,None,Yes,No,Yes,No,No,Yes,No,Yes
S704962,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
T326046,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
D538894,None,Yes,No,No,No,No,Yes,No,Yes
D176597,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
S333764,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Z529081,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
K316646,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes
G547194,DSL,Yes,No,Yes,No,Yes,No,No,Yes
V721671,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes
B300786,DSL,No,No,No,No,Yes,No,No,Yes
H832557,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
F475715,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
H89950,DSL,Yes,No,No,Yes,Yes,No,Yes,No
F198326,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
D289914,None,Yes,No,No,No,No,Yes,No,Yes
H227023,DSL,Yes,No,No,No,No,No,No,No
H134577,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
Q450492,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
Z81410,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
N309726,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
E405064,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No
N532929,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No
O466894,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No
B72873,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
U300011,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes
V596816,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
J590464,DSL,Yes,No,No,No,Yes,No,No,No
Q354961,DSL,Yes,No,No,Yes,Yes,No,Yes,No
P342976,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,No
B971638,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No
U372337,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
K150476,None,Yes,No,No,Yes,Yes,No,No,No
B873691,DSL,Yes,Yes,No,Yes,Yes,No,No,No
H532086,DSL,Yes,No,No,Yes,No,No,Yes,Yes
G897228,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
K729511,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
H316557,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
J741530,None,Yes,No,No,No,Yes,No,No,No
P763257,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes
A687783,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
E138556,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
O987835,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P606593,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
B857068,None,Yes,No,No,No,No,No,Yes,No
U980861,DSL,No,No,No,No,Yes,Yes,No,No
Z900744,DSL,Yes,No,Yes,No,No,No,Yes,No
L239044,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
T841767,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
T111377,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes
C60436,None,Yes,Yes,No,Yes,Yes,Yes,No,No
I172741,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
W102835,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
N813159,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No
V140814,Fiber Optic,Yes,No,No,Yes,No,No,No,No
G372041,DSL,Yes,Yes,No,No,No,No,No,No
Q437352,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
L760140,None,Yes,No,No,No,Yes,No,Yes,Yes
Z246678,None,Yes,No,Yes,Yes,No,No,No,Yes
U409049,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
X354809,None,Yes,Yes,No,Yes,Yes,No,Yes,No
G945520,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
L308466,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Y626351,DSL,Yes,No,No,No,No,Yes,No,No
D500075,None,Yes,No,Yes,No,Yes,Yes,Yes,No
P801178,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
R686175,None,Yes,Yes,No,No,No,No,Yes,Yes
X660649,None,Yes,No,No,Yes,No,No,Yes,Yes
W195495,DSL,Yes,No,Yes,Yes,Yes,No,No,No
X528862,DSL,No,No,No,Yes,Yes,No,No,No
Y593474,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes
U332484,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Z775001,DSL,Yes,Yes,No,No,Yes,Yes,No,No
R905881,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
D602975,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
I879525,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
H111089,None,Yes,No,Yes,No,Yes,Yes,No,No
K43726,None,Yes,No,Yes,Yes,Yes,No,No,No
J137993,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
J708845,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
R145875,None,Yes,Yes,No,No,No,Yes,Yes,No
E630053,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
P94424,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes
G583212,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
Z979585,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Z668723,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No
Z210418,DSL,Yes,No,Yes,Yes,No,No,No,Yes
W910705,DSL,Yes,No,No,Yes,No,No,Yes,No
Y781307,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes
Q604081,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes
X469724,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
B738673,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
W588921,DSL,Yes,Yes,No,No,No,No,No,Yes
Q352952,Fiber Optic,No,Yes,No,No,No,Yes,No,No
D366434,DSL,Yes,No,No,No,Yes,No,No,Yes
E856185,None,Yes,Yes,No,No,No,Yes,No,No
W728041,Fiber Optic,Yes,Yes,No,No,No,No,No,No
F259824,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
R64763,None,Yes,Yes,No,Yes,Yes,No,No,No
K255983,Fiber Optic,No,No,No,Yes,No,No,No,Yes
O919870,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
L170050,Fiber Optic,No,No,Yes,No,No,Yes,No,No
U586559,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes
T666759,None,Yes,Yes,No,No,No,No,No,Yes
V79382,None,Yes,No,No,Yes,Yes,No,Yes,Yes
B66617,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
Z216550,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes
V750894,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes
H24863,DSL,Yes,Yes,No,No,No,No,Yes,Yes
L287625,DSL,Yes,Yes,No,No,No,Yes,No,No
I788189,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes
Z399760,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
Z821315,DSL,Yes,Yes,No,No,Yes,No,No,Yes
C138736,DSL,Yes,No,No,No,Yes,Yes,Yes,No
A311758,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
T128099,None,Yes,Yes,No,No,Yes,No,No,Yes
A202517,DSL,Yes,Yes,No,No,No,No,Yes,Yes
E481237,DSL,Yes,No,No,No,No,Yes,No,No
K202061,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
K76568,None,Yes,No,No,No,Yes,No,No,Yes
S280138,DSL,Yes,No,Yes,No,No,No,No,Yes
L159194,Fiber Optic,Yes,No,No,No,No,No,Yes,No
B940410,None,Yes,Yes,No,Yes,Yes,No,No,No
F610746,DSL,Yes,No,No,Yes,No,No,Yes,No
A599326,DSL,Yes,Yes,No,No,No,Yes,No,Yes
K379082,Fiber Optic,Yes,No,Yes,No,No,No,No,No
F610309,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No
M953755,DSL,No,No,Yes,No,No,Yes,No,No
D301136,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes
W870795,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
H540729,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
T675540,DSL,Yes,No,No,Yes,No,No,No,No
U747542,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
S547319,DSL,No,Yes,Yes,Yes,Yes,No,No,No
W799177,DSL,Yes,No,No,Yes,No,No,Yes,Yes
K640928,None,No,No,Yes,No,Yes,No,Yes,Yes
W817414,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
Z365104,DSL,Yes,No,No,No,Yes,No,Yes,Yes
W597078,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
U571507,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
Z292826,DSL,Yes,No,No,No,No,No,Yes,No
T409278,DSL,Yes,No,No,No,Yes,No,Yes,No
O412588,None,Yes,No,No,No,Yes,No,Yes,Yes
W778119,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
U183959,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
M87448,Fiber Optic,Yes,Yes,No,No,No,No,No,No
Q108937,None,Yes,Yes,Yes,Yes,No,No,Yes,No
W427020,None,Yes,Yes,No,No,No,No,No,No
Z947341,DSL,No,No,No,No,No,No,Yes,Yes
W152566,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
S778231,DSL,Yes,Yes,No,Yes,Yes,No,No,No
W971937,None,Yes,No,Yes,Yes,Yes,No,No,Yes
P458494,DSL,Yes,Yes,No,Yes,No,Yes,No,No
B378434,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes
O489073,None,Yes,No,No,Yes,No,Yes,No,No
X213581,None,Yes,No,No,No,Yes,No,No,Yes
Z799254,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
Z552246,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
O186082,None,Yes,No,Yes,Yes,No,Yes,No,Yes
I488314,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No
T101606,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,No
Q532087,DSL,No,No,No,Yes,Yes,Yes,Yes,No
R525686,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
N437010,DSL,Yes,No,No,No,No,No,No,Yes
L977760,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
B197030,Fiber Optic,Yes,No,No,No,No,No,No,No
F78209,DSL,Yes,No,Yes,Yes,No,No,No,Yes
Z842388,DSL,Yes,Yes,No,No,No,No,Yes,Yes
I110210,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
O839517,DSL,Yes,Yes,No,No,No,Yes,No,Yes
J990450,DSL,Yes,Yes,Yes,No,No,Yes,No,No
U301898,DSL,Yes,Yes,No,Yes,Yes,No,No,No
X805639,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes
V940936,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
D830423,DSL,Yes,No,No,No,No,Yes,Yes,Yes
H88746,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No
N202881,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes
K222051,DSL,Yes,No,No,No,Yes,No,No,Yes
W689795,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
R391342,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
S322375,None,Yes,Yes,No,No,No,Yes,Yes,No
R976797,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes
P944183,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
B140147,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
T643468,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
R297432,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
W575781,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Yes
K980932,DSL,Yes,No,No,No,Yes,Yes,No,No
I117898,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes
U611705,None,Yes,No,No,No,Yes,No,No,No
B475242,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes
C360449,DSL,Yes,No,No,Yes,No,No,Yes,No
X44555,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes
G68954,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes
Z836778,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No
E884497,DSL,Yes,No,No,No,No,Yes,Yes,No
Q565796,DSL,Yes,No,No,No,Yes,No,No,Yes
U463755,DSL,Yes,Yes,No,Yes,No,No,No,Yes
P336244,DSL,Yes,No,No,Yes,No,Yes,No,No
X707597,DSL,No,No,Yes,Yes,Yes,No,Yes,No
Y474491,DSL,Yes,No,No,Yes,Yes,No,Yes,No
H08927,Fiber Optic,Yes,No,No,Yes,No,No,No,No
H306057,DSL,Yes,Yes,Yes,No,Yes,No,No,No
E197128,None,Yes,Yes,No,No,No,No,No,No
L291188,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes
N245383,DSL,Yes,No,No,No,Yes,No,Yes,No
T565722,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes
K15484,DSL,Yes,No,No,No,No,No,Yes,Yes
E587927,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
X548528,None,Yes,Yes,No,No,No,No,Yes,No
C808417,DSL,Yes,No,No,No,No,Yes,No,Yes
G447264,None,Yes,No,Yes,Yes,Yes,No,No,Yes
O274996,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes
X932454,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No
G962546,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
U98284,None,Yes,Yes,No,Yes,Yes,No,No,Yes
O608606,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
F275266,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
W717095,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
C927130,DSL,Yes,No,Yes,No,No,Yes,Yes,No
N654093,None,Yes,Yes,No,No,No,No,No,Yes
W810884,DSL,Yes,No,No,No,No,No,Yes,No
P18386,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
D296668,DSL,Yes,Yes,Yes,No,Yes,No,No,No
V982691,DSL,Yes,Yes,No,No,Yes,No,Yes,No
Q368636,DSL,Yes,No,No,No,Yes,Yes,Yes,No
C629897,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
W05933,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P696406,DSL,Yes,No,No,No,No,Yes,Yes,Yes
E815052,None,Yes,No,No,No,Yes,Yes,Yes,Yes
S812669,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No
Y957257,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes
F511069,DSL,Yes,No,No,Yes,No,Yes,No,No
X874197,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No
B824807,DSL,Yes,No,No,Yes,No,No,Yes,Yes
I401442,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
D53689,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No
N391380,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes
B561835,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes
J722234,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
S311262,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No
T346465,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
P784259,Fiber Optic,No,Yes,No,No,No,No,Yes,No
D648598,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
J582311,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
K865506,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No
V898426,DSL,Yes,No,Yes,No,No,No,Yes,No
O602088,DSL,Yes,No,No,Yes,No,Yes,No,Yes
C951645,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No
C139959,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No
J727968,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
A840799,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
G540539,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
F834875,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
U315909,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No
K443043,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
O426543,DSL,Yes,No,No,No,Yes,No,Yes,Yes
F613432,DSL,Yes,Yes,No,No,No,No,Yes,No
L98884,None,Yes,Yes,No,No,No,Yes,Yes,No
I455414,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes
Q200925,DSL,Yes,Yes,No,No,Yes,No,No,Yes
A146981,DSL,Yes,Yes,No,Yes,No,Yes,No,No
B882647,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Z11338,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
S214992,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
S587488,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
Q932518,Fiber Optic,Yes,No,No,No,No,No,No,No
G879772,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
I149456,DSL,No,No,Yes,No,No,Yes,No,Yes
W324283,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
V88523,None,Yes,No,Yes,No,Yes,No,Yes,Yes
J574327,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes
B536861,None,Yes,No,No,No,No,No,No,No
M27449,DSL,Yes,No,No,Yes,No,Yes,No,Yes
H425994,Fiber Optic,Yes,No,No,No,No,No,Yes,No
P870642,Fiber Optic,Yes,No,No,No,No,No,No,Yes
N291590,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No
W211074,None,Yes,No,No,No,No,No,Yes,No
B585942,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
U652791,DSL,Yes,No,No,Yes,Yes,No,No,No
J802172,DSL,Yes,No,No,Yes,No,No,No,Yes
G761865,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No
T240066,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
O408818,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No
P129520,DSL,Yes,No,Yes,No,No,Yes,Yes,No
K514728,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
K865783,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes
M184161,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
M786135,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No
