CustomerID,City,State,Zip_Code,Age,Gender,Senior_Citizen,Marital,Dependents,Tenure_Months,Phone,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Churn
5577-OTWWW,Redfield,AR,72132,65,Female,No,No,No,15,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,Yes
6100-QQHEB,Altus,AR,72821,73,Male,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,Yes
2634-HCZGT,Hackett,AR,72937,69,Male,Yes,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,Yes
7503-QQRVF,Lonsdale,AR,72087,67,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,Yes
2691-NZETQ,Bryant,AR,72022,67,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,Yes
4404-HIBDJ,O Kean,AR,72449,80,Female,No,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,Yes
7295-JOMMD,Brinkley,AR,72021,80,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,Yes
5013-SBUIH,Swifton,AR,72471,67,Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,Yes
0709-TVGUR,Bismarck,AR,71929,72,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,Yes
6023-YEBUP,Black Rock,AR,72415,73,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,Yes
7209-JCUDS,Mabelvale,AR,72103,74,Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,Yes
3001-CBHLQ,Gurdon,AR,71743,79,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,Yes
6158-DWPZT,Fifty Six,AR,72533,73,Male,No,Yes,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,Yes
3763-GCZHZ,Bradley,AR,71826,65,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,Yes
0772-GYEQQ,Mountain View,AR,72560,79,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,Yes
4831-EOBFE,Ash Flat,AR,72513,79,Male,No,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,Yes
4102-OQUPX,Beedeville,AR,72014,65,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Yes
9170-GYZJC,Rector,AR,72461,78,Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,Yes
3999-QGRJH,Shirley,AR,72153,75,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Yes
2454-RPBRZ,London,AR,72847,70,Female,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,Yes
2002-MZHWP,Alicia,AR,72410,75,Female,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,Yes
2265-CYWIV,Griffithville,AR,72060,75,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,Yes
2004-OCQXK,Mc Neil,AR,71752,76,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,Yes
5027-QPKTE,Etowah,AR,72428,72,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,Yes
2672-HUYVI,Chidester,AR,71726,69,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,Yes
7508-MYBOG,Bluff City,AR,71722,69,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,Yes
0148-DCDOS,Saint Paul,AR,72760,76,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,Yes
9992-RRAMN,Antoine,AR,71922,78,Male,No,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,Yes
0310-MVLET,Altheimer,AR,72004,68,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,Yes
4550-VBOFE,Peel,AR,72668,65,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,Yes
5696-QURRL,Poyen,AR,72128,78,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,Yes
7409-KIUTL,Sims,AR,71969,67,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,Yes
1732-VHUBQ,Kingsland,AR,71652,73,Female,Yes,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,Yes
0495-RVCBF,Clarkedale,AR,72325,72,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,Yes
7854-EDSSA,Roe,AR,72134,71,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59,Yes
8869-TORSS,Pencil Bluff,AR,71965,78,Female,No,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,Yes
0679-IDSTG,Hartman,AR,72840,66,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Yes
2115-BFTIW,Hattieville,AR,72063,78,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,Yes
0611-DFXKO,Dyer,AR,72935,76,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89,Yes
7780-OTDSO,Mc Crory,AR,72101,72,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,Yes
9747-DDZOS,Little Rock,AR,72202,73,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,Yes
0564-JJHGS,Leslie,AR,72645,75,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,Yes
3348-CFRNX,Uniontown,AR,72955,74,Female,No,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,Yes
1428-GTBJJ,Louann,AR,71751,76,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,Yes
8802-UNOJF,Pleasant Plains,AR,72568,68,Male,Yes,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,Yes
6313-GIDIT,Portia,AR,72457,66,Male,Yes,No,No,53,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,Yes
2845-AFFTX,Poyen,AR,72128,70,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,Yes
2249-YPRNG,Bigelow,AR,72016,65,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,Yes
7410-YTJIK,Calion,AR,71724,73,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,Yes
4626-GYCZP,Frenchmans Bayou,AR,72338,68,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Yes
5590-BYNII,Wickes,AR,71973,76,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,Yes
3237-AJGEH,Lonsdale,AR,72087,65,Female,No,Yes,Yes,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31,Yes
1591-NFNLQ,Bella Vista,AR,72714,76,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80,Yes
2815-CPTUL,Black Oak,AR,72414,79,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,Yes
0596-BQCEQ,Gillham,AR,71841,69,Female,No,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,Yes
1481-ZUWZA,Judsonia,AR,72081,78,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,Yes
2309-OSFEU,Bluffton,AR,72827,77,Male,No,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,Yes
1891-FZYSA,Scotland,AR,72141,70,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,Yes
7613-LLQFO,Banks,AR,71631,71,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,Yes
2640-PMGFL,Biscoe,AR,72017,68,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,Yes
3801-HMYNL,Gilbert,AR,72636,71,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,Yes
9685-WKZGT,Almyra,AR,72003,74,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,Yes
6022-UGGSO,Rosie,AR,72571,78,Female,Yes,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Yes
4484-CGXFK,Belleville,AR,72824,70,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,Yes
6214-EDAKZ,Magnolia,AR,71753,65,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,Yes
6127-ISGTU,Knoxville,AR,72845,68,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,Yes
8740-XLHDR,Diamond City,AR,72630,73,Male,No,No,No,5,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,Yes
1208-DNHLN,Lambrook,AR,72353,68,Male,No,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,Yes
1761-AEZZR,Patterson,AR,72123,65,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,Yes
3923-CSIHK,Saint Paul,AR,72760,77,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,Yes
7120-RFMVS,Center Ridge,AR,72027,68,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Yes
7317-GGVPB,Story,AR,71970,66,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,Yes
1322-AGOQM,Conway,AR,72034,76,Male,No,No,No,46,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,Yes
3677-IYRBF,Hot Springs National Park,AR,71901,67,Female,Yes,No,No,2,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,Yes
5692-FPTAH,Elkins,AR,72727,80,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,Yes
1550-LOAHA,Dierks,AR,71833,67,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,Yes
0268-QKIWO,Sage,AR,72573,78,Female,No,No,No,3,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,Yes
0876-WDUUZ,Augusta,AR,72006,66,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,Yes
0617-FHSGK,Wesley,AR,72773,76,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,Yes
2858-MOFSQ,Lexa,AR,72355,79,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,Yes
8118-LSUEL,Lead Hill,AR,72644,67,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,Yes
7005-CCBKV,Violet Hill,AR,72584,74,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,Yes
4250-FDVOU,Bradley,AR,71826,69,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,Yes
5277-ZLOOR,Mabelvale,AR,72103,65,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,Yes
2141-RRYGO,Cushman,AR,72526,80,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,Yes
6376-GAHQE,Bay,AR,72411,69,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,Yes
5052-PNLOS,Marcella,AR,72555,74,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,Yes
6979-ZNSFF,Benton,AR,72019,71,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,Yes
2386-LAHRK,Fulton,AR,71838,71,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,Yes
6032-IGALN,Mount Ida,AR,71957,71,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,Yes
4248-HCETZ,Little Rock Air Force Base,AR,72099,67,Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,Yes
0516-WJVXC,Gurdon,AR,71743,80,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,Yes
9174-FKWZE,Crocketts Bluff,AR,72038,75,Female,Yes,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.45,Yes
8809-RIHDD,Pine Bluff,AR,71601,67,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,Yes
4822-NGOCH,Antoine,AR,71922,68,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,Yes
5307-DZCVC,Ben Lomond,AR,71823,75,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,Yes
8679-JOEVF,Ozone,AR,72854,74,Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,Yes
1432-FPAXX,Wilson,AR,72395,80,Female,No,No,No,29,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,Yes
4803-AXVYP,Hiwasse,AR,72739,66,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,Yes
3884-HCSWG,Elkins,AR,72727,79,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,Yes
5077-DXTCG,Peach Orchard,AR,72453,73,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,Yes
1142-WACZW,Stuttgart,AR,72160,74,Male,No,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,Yes
5649-ANRML,Pickens,AR,71662,69,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,Yes
4892-VLANZ,Altheimer,AR,72004,71,Male,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,Yes
2919-HBCJO,Berryville,AR,72616,65,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,Yes
4236-XPXAV,Bella Vista,AR,72714,73,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,Yes
3030-YZADT,Solgohachia,AR,72156,72,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,Yes
7410-KTVFV,Jasper,AR,72641,71,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,Yes
8393-DLHGA,Pocahontas,AR,72455,74,Male,No,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,Yes
7395-IGJOS,Ozan,AR,71855,69,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,Yes
2834-SPCJV,Prattsville,AR,72129,76,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,Yes
7890-VYYWG,Mulberry,AR,72947,69,Male,Yes,Yes,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,Yes
9907-SWKKF,Yellville,AR,72687,73,Female,Yes,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,Yes
0587-DMGBH,Holly Grove,AR,72069,67,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,Yes
6397-JNZZG,Rogers,AR,72758,70,Female,Yes,Yes,No,43,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,Yes
3523-QRQLL,Jerusalem,AR,72080,79,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,Yes
0895-DQHEW,Tucker,AR,72168,69,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,Yes
8149-RSOUN,Almyra,AR,72003,79,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Yes
7250-EQKIY,Pencil Bluff,AR,71965,70,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,Yes
4013-UBXWQ,Pea Ridge,AR,72751,70,Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,Yes
5519-NPHVG,Rogers,AR,72758,79,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,Yes
8849-GYOKR,Luxora,AR,72358,72,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,Yes
3148-BLQJT,Etowah,AR,72428,76,Male,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,Yes
0461-CVKMU,Marble Falls,AR,72648,70,Female,No,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,Yes
8806-EAGWC,Casscoe,AR,72026,70,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,Yes
7779-LGOVN,North Little Rock,AR,72118,77,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,Yes
9710-ZUSHQ,Clarkedale,AR,72325,71,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,Yes
4183-WCSEP,Bluff City,AR,71722,80,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,Yes
5498-TXHLF,Wickes,AR,71973,75,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,Yes
9722-UJOJR,Danville,AR,72833,72,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,Yes
3902-FOIGH,Desha,AR,72527,68,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,Yes
6772-KSATR,Moscow,AR,71659,73,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,Yes
7112-OPOTK,Enola,AR,72047,79,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,Yes
4210-QFJMF,Reyno,AR,72462,72,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,Yes
3318-OSATS,Gilmore,AR,72339,78,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Yes
5828-AVIPD,Hampton,AR,71744,76,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,Yes
1086-LXKFY,Mc Crory,AR,72101,77,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,Yes
2636-ALXXZ,Eagar,AZ,85925,69,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,Yes
7774-OJSXI,Saint Michaels,AZ,86511,71,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,Yes
7786-WBJYI,Rimrock,AZ,86335,65,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,Yes
9885-CSMWE,Sun City West,AZ,85375,78,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,Yes
5016-ETTFF,Phoenix,AZ,85023,80,Male,No,No,No,10,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,Yes
3866-MDTUB,Tucson,AZ,85726,71,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,Yes
8058-JMEQO,Tonto Basin,AZ,85553,79,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,Yes
0697-ZMSWS,Tacna,AZ,85352,78,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,Yes
7657-DYEPJ,Winkelman,AZ,85192,80,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,Yes
8276-MQBYC,Wickenburg,AZ,85390,67,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,Yes
7593-XFKDI,Phoenix,AZ,85028,74,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,Yes
0337-CNPZE,Ganado,AZ,86505,73,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,Yes
1513-XNPPH,Tucson,AZ,85726,75,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,Yes
6015-VVHHE,Roosevelt,AZ,85545,80,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,Yes
6347-DCUIK,Tucson,AZ,85704,65,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,Yes
0897-FEGMU,Miami,AZ,85539,70,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,Yes
7663-RGWBC,Hackberry,AZ,86411,80,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,Yes
1120-BMWUB,Thatcher,AZ,85552,79,Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,Yes
9124-LHCJQ,Crown King,AZ,86343,68,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,Yes
