Sentiment,Clean_Review
0,"['failed', 'convey', 'broad', 'sweep', 'landscape', 'great', 'part', 'original']"
0,"['generally', 'just', 'lacked', 'imagination']"
0,"['not', 'recommended']"
0,"['possible', 'movie', 'get', 'worse']"
0,"['no', 'plot', 'keep', 'going', 'first', 'place']"
0,"['even', 'woman', 'finally', 'show', 'no', 'sign', 'improvement', 'expected', 'thing', 'happen', 'time', 'film', 'might', 'far', 'asleep']"
0,"['beware', 'not', 'trashy', 'cult', 'movie', 'trash', 'period']"
0,"['believe', 'even', 'sequel']"
0,"['precisely', 'why', 'giving', 'bad', 'review']"
1,"['90', 'child', 'truly', 'enjoyed', 'show', 'proudly', 'say', 'enjoyed', 'big', 'time', 'even', 'classical', 'wb', 'cartoon']"
1,"['but', 'tiny', 'toon', 'kept', '90', 'vibe', 'delivered', 'one', 'popular', 'funny', 'underrated', 'cartoon', 'ever', 'created']"
1,"['memory', 'murky', 'but', 'say', 'enjoyed', 'every', 'single', 'episode', 'product', 'related', 'show']"
1,"['easily', 'none', 'cartoon', 'made', 'laugh', 'tender', 'way', 'getting', 'dark', 'sitcom', 'oriented', 'teenager']"
1,"['character', 'funny', 'peculiarity', 'not', 'true', 'lead', 'character']"
1,"['every', 'single', 'character', 'hilarious', 'deserved', 'called', 'lead']"
0,"['every', 'element', 'story', 'top', 'excessively', 'phony', 'contrived', 'painful', 'sit']"
0,"['line', 'seem', 'written', 'fifteen', 'year', 'old', 'though', 'trying', 'oh', 'hard', 'sound', 'like', 'how', 'fifteen', 'year', 'old', 'would', 'really', 'um', 'know', 'well', 'talk']"
1,"['perabo', 'ha', 'nice', 'energy', 'level', 'obviously', 'comfortable', 'front', 'camera']"
0,"['simply', 'no', 'excuse', 'something', 'poorly', 'done']"
0,"['saw', 'movie', 'thought', 'stupid', 'movie']"
0,"['even', 'stupid', 'thought', 'idea', 'should', 'volcano', 'los', 'angeles']"
0,"['honest', 'unbelievable', 'nonsense', 'foolish']"
0,"['conclusion', 'not', 'bother', 'movie', 'volcano', 'los', 'angeles', 'nothing', 'but', 'nonsense']"
0,"['story', 'line', 'just', 'awful']"
0,"['just', 'painful']"
0,"['accent', 'absolutely', 'abysmal']"
0,"['also', 'enough', 'hypocrisy', 'film', 'make', 'vomit']"
0,"['don', 'waste', 'time', 'watching', 'rubbish', 'non', 'researched', 'film']"
1,"['believe', 'pitch', 'black', 'done', 'well']"
1,"['character', 'interesting', 'want', 'find', 'longer', 'movie', 'go', 'think', 'people', 'surprised', 'doe', 'doesn', 'make']"
1,"['go', 'watch']"
0,"['omit', 'watching']"
1,['funny']
0,"['rating', 'just', '3', '10']"
1,"['character', 'interesting', 'really', 'care']"
1,"['instant', 'classic', 'great', 'soundtrack', 'catchy', 'song', 'ending', 'credit']"
1,"['don', 'miss']"
1,"['masterful', 'piece', 'film', 'making', 'many', 'theme', 'simmering', 'occasionally', 'boiling', 'wart', 'study', 'poet', 'bohemian', 'self', 'indulgent', 'wartime', 'year', 'span', 'aerial', 'bombardment', 'london', 'outward', 'tranquillity', 'welsh', 'coastal', 'retreat', 'borderline', 'friendship', 'lust', 'love', 'dedication', 'art', 'experience', 'versus', 'practical', 'concern', 'jealousy', 'rivalry', 'cowardice', 'egotism', 'versus', 'heroism', 'self', 'sacrifice']"
1,"['mature', 'subtle', 'script', 'suggests', 'occasionally', 'brings', 'dramatic', 'focus', 'underlying', 'tension', 'well', 'served', 'perfect', 'performance', 'apart', 'odd', 'inappropriate', 'smiling', 'keira', 'knightley', 'prone', 'though', 'perhaps', 'direction', 'time', 'character', 'often', 'mention']"
1,"['but', 'exquisite', 'visual', 'composition', 'moment', 'inventive', 'elegant', 'use', 'close', 'camera', 'angle', 'lighting', 'including', 'pointillistic', 'faux', 'home', 'movie', 'footage', 'wonder', 'joy', 'behold']"
1,"['continuously', 'beautiful', 'look', 'bertolucci', 'but', 'relationship', 'convincing', 'narrative', 'engaging', 'master', 'work']"
0,"['basic', 'premise', 'wasted', 'since', 'sidelined', 'inexplicable', 'focus', 'documentary', 'crew']"
0,"['regardless', 'film', 'fails', 'level']"
0,"['avoid', 'cost']"
1,"['saw', 'film', 'christmas', 'great', 'film']"
1,"['thought', 'errol', 'flynn', 'brilliant', 'custer', 'ha', 'since', 'become', 'favourite', 'actor']"
1,"['acting', 'alongside', 'olivia', 'de', 'havilland', 'brilliant', 'ending', 'fantastic']"
1,"['always', 'known', 'errol', 'flynn', 'brilliant', 'actor', 'dad', 'favourite', 'actor', 'grew', 'watching', 'film', 'child']"
1,"['but', 'wasn', 'watched', 'film', 'realised', 'how', 'great', 'actually']"
1,"['give', 'film', '10', '10']"
0,"['know', 'jim', 'connor', 'energetic', 'nobody', 'could', 'much', 'but', 'george', 'well', 'dull']"
0,"['really', 'didn', 'seem', 'want', 'hosting', 'voice', 'monotonous', 'didn', 'get', 'involved', 'guest']"
1,"['lovely', 'little', 'thriller', 'hitchcock', 'lot', 'nice', 'shenanigan', 'surrounding', 'murdered', 'spy', 'kidnapped', 'child', 'nasty', 'church', 'foreign', 'plot', 'random', 'taxidermist']"
1,"['jimmy', 'stewart', 'ever', 'great', 'hero', 'hitchcock', 'story', 'rip', 'along', 'cool', 'climax', 'embassy', 'function', 'but', 'lack', 'brooding', 'menace', 'hitchcock', 'black', 'white', 'low', 'budget', 'original']"
1,"['nevertheless', 'yet', 'another', 'wonderful', 'film', 'great', 'master', 'stable']"
1,"['say', 'film', 'excellently', 'produced', 'top', 'rating', 'typical', 'sci', 'fi', 'film']"
1,"['excellently', 'produced', 'one', 'sci', 'fi', 'best', 'producer', 'scot', 'vandiver']"
1,"['but', 'entertaining', 'nonetheless']"
1,"['campy', 'sort', 'film', 'joy', 'watch']"
1,"['barely', 'boring', 'moment', 'film', 'plenty', 'humorous', 'part']"
1,"['cast', 'always', 'entertaining', 'usual']"
1,"['overall', 'delight']"
0,"['movie', 'mind', 'bendingly', 'awful', 'couldn', 'even', 'created']"
0,"['film', 'lack', 'real', 'scare', 'tension', 'medical', 'terminology', 'used', 'throughout', 'bit', 'iffy', 'say', 'least', 'say', 'insulin', 'dependant', 'diabetic']"
0,"['least', 'said', 'acting', 'better']"
1,"['movie', 'doe', 'excellent', 'job', 'revealing', 'complexity', 'task', 'incredible', 'challenge', 'facing', 'south', 'africa']"
1,"['believe', 'every', 'one', 'should', 'see', 'movie', 'think', 'people', 'outside', 'south', 'africa', 'understand', 'past', 'attempted', 'truth', 'reconciliation', 'process']"
1,"['nothing', 'short', 'magnificent', 'photography', 'cinematography', 'film']"
1,"['acting', 'fantastic', 'story', 'seamlessly', 'woven', 'together', 'dog', 'splendid', 'must', 'rent', 'view', 'see']"
1,"['don', 'afraid', 'subtitle', 'worth', 'little', 'aversion', 'therapy', '10', '10']"
1,"['excellent', 'performance']"
1,"['still', 'good', 'actor', 'around']"
1,"['also', 'great', 'directing', 'photography']"
1,"['true', 'shakespear', 'must', 'shakespear', 'fan']"
1,"['macbeth', 'jason', 'connery', 'moved', 'tear', 'final', 'monolog', 'brief', 'candle', 'gave', 'sphere', 'moral', 'decay', 'dark', 'force', 'human', 'face', 'make', 'interesting']"
1,"['helen', 'baxendale', 'credible', 'lady', 'macbeth', 'cheerfull', 'time', 'sometimes', 'just', 'look', 'like', 'naughty', 'girl', 'but', 'deadly', 'taste', 'blood', 'evil']"
1,"['love', 'death', 'decay', 'shakespears', 'lyric', 'one']"
1,"['witty', 'delightful', 'adaptation', 'dr', 'seuss', 'book', 'brilliantly', 'animated', 'upa', 'finest', 'thoroughly', 'deserving', 'academy', 'award']"
1,"['special', 'mention', 'should', 'made', 'superb', 'music', 'score', 'sound', 'effect', 'integral', 'element', 'helping', 'make', 'memorable', 'enjoyable', 'cartoon']"
1,"['however', 'paul', 'schrader', 'ha', 'indeed', 'made', 'film', 'mishima', 'superb', 'complex']"
1,"['also', 'notable', 'john', 'bailey', 'fine', 'crisp', 'beautifully', 'colored', 'cinematography', 'great', 'production', 'design', 'costume', 'eiko', 'ishioka', 'went', 'memorable', 'costume', 'coppola', 'dracula', 'received', 'well', 'deserved', 'oscar']"
0,"['even', 'allowing', 'poor', 'production', 'value', 'time', '1971', 'format', 'kind', 'mini', 'series', 'baaaaaad']"
0,"['unless', 'just', 'visually', 'collect', 'extant', 'film', 'austen', 'work', 'skip', 'one']"
1,"['watch', 'however', 'small', 'consolation', 'actress', 'playing', 'anne', 'sister', 'wonderful', 'job', 'role']"
0,"['not', 'good']"
0,"['speaking', 'music', 'unbearably', 'predictably', 'kitchy']"
0,"['film', 'just', 'dropped', 'ball']"
1,"['stunning', 'movie']"
1,"['raw', 'sublimely', 'moving']"
1,"['felt', 'like', 'gripping', 'intelligent', 'stage', 'play', 'but', 'without', 'overly', 'theatrical', 'feeling', 'one', 'actually', 'get', 'watching', 'people', 'stage', 'play', 'everyone', 'terror', 'white', 'lie', 'escalating', 'monstrous', 'consequence']"
1,"['main', 'player', 'mesmerising']"
1,"['tom', 'wilkinson', 'broke', 'heart', 'end', 'everyone', 'else', 'judging', 'amount', 'fumbling', 'hanky', 'hand', 'going', 'face', 'among', 'male', 'female', 'alike']"
1,"['julian', 'fellowes', 'ha', 'triumphed']"
1,"['national', 'treasure']"
1,"['go', 'see']"
1,"['excellent', 'film']"
1,"['aerial', 'scene', 'well', 'done']"
1,"['also', 'right', 'balance', 'war', 'love']"
1,"['film', 'give', 'meaning', 'phrase', 'never', 'history', 'human', 'conflict', 'ha', 'much', 'owed', 'many']"
1,"['kris', 'kristoffersen', 'good', 'movie', 'really', 'make', 'difference']"
1,"['good', 'film', 'great', 'director']"
1,"['definitely', 'one', 'better', 'documentary', 'seen', 'looking', 'family', 'relationship', 'marriage']"
0,"['many', 'continuity', 'error', 'one', 'user', 'commented', 'different', 'car', 'garage', 'joe', 'glass', 'one', 'got', 'fact', 'joe', 'facial', 'hair', 'configuration', 'seemed', 'change', 'scene', 'scene']"
1,"['just', 'great', 'movie']"
1,"['10', '10', 'star']"
0,"['see', 'how', 'movie', 'inspiration', 'anyone', 'come', 'overcome', 'fear', 'rejection']"
0,"['bad', 'actually', 'worth', 'seeing', 'just', 'reason']"
1,"['punishment', 'park', 'brilliant', 'piece', 'cinema']"
1,"['shot', 'southern', 'california', 'desert', 'using', 'patent', 'faux', 'documentary', 'style', 'watkins', 'creates', 'film', 'like', 'no']"
1,"['one', 'peter', 'watkins', 'accessible', 'film']"
1,"['advise', 'look']"
1,"['wont', 'regret']"
1,"['highly', 'recommended']"
0,"['well', 'just', 'keep', 'thinking', 'how', 'bad']"
0,"['mediocre', 'miserable', 'hollow', 'laughable', 'predictable', 'piece', 'garbage']"
0,"['case', 'bad', 'laughable']"
0,"['bad', 'performance', 'play', 'angela', 'bennett', 'computer', 'expert', 'home', 'time']"
0,"['film', 'nothing', 'just', 'pretext', 'show', 'ridiculous', 'action', 'scene']"
0,"['how', 'awful']"
0,"['but', 'still', 'bad', 'actress', 'repeating', 'robotic', 'face', 'move', 'picture']"
0,"['result', 'well', 'shame']"
0,"['delete', 'film', 'mind']"
0,"['one', 'worst', 'show', 'time']"
0,"['show', 'would', 'begin', 'smart', 'ed', 'comment', 'would', 'totally', 'wall', 'uncalled']"
0,"['fat', 'computer', 'geek', 'unbelievable', 'bible', 'thumper', 'bad', 'girl', 'actor']"
0,"['never', 'heard', 'except', 'cole', 'totally', 'unbelievable', 'part']"
0,"['every', 'time', 'opened', 'mouth', 'expect', 'hear', 'see', 'kid', 'pulling', 'plug', 'mercy', 'killing', 'horrible', 'show']"
0,"['story', 'unbelievable', 'actor']"
0,"['lame', 'would', 'best', 'way', 'describe']"
1,"['stanwyck', 'morgan', 'perfectly', 'cast', 'many', 'way', 'modern', 'equivalent', 'dickens', 'christmas', 'carol', 'sensibility']"
1,"['success', 'film', 'depends', 'casting', 'sydney', 'greenstreet', 'alexander', 'yardley', 'character']"
1,"['attractive', 'set', 'used', 'throughout', 'film', 'eye', 'pleasing', 'gem']"
0,"['im', 'big', 'fan', 'rpg', 'game', 'but', 'movie', 'disgrace', 'self', 'respecting', 'rpger']"
0,"['line', 'cut', 'audio', 'everything', 'wrong']"
0,"['find', 'better', 'movie', 'youtube']"
0,"['top', 'line', 'don', 'waste', 'time', 'money', 'one', 'bad', 'come']"
0,"['lassie', 'movie', 'should', 'put', 'sleep', 'forever']"
0,"['how', 'describe', 'painfully', 'dreary', 'time', 'waster', 'film']"
0,"['mediocre', 'every', 'aspect', 'just', 'becomes', 'dull', 'uninteresting', 'mess', 'one', 'forgettable', 'movie', 'seen']"
0,"['isn', 'even', 'achievement', 'bad', 'good', 'bad', 'memorable', 'movie']"
0,"['empty', 'hollow', 'shell', 'movie']"
0,"['seriously', 'not', 'worth', 'wasting', 'kid', 'time']"
0,"['avoid', 'avoid', 'avoid']"
0,"['drive', 'barking', 'mad']"
1,"['transfer', 'good']"
1,"['nice', 'relaxing', 'late', 'night', 'viewing']"
1,"['movie', 'full', 'wonderful', 'dancing', 'hence', 'title']"
1,"['great', 'music', 'terrific', 'scenery']"
1,"['handle', 'tough', 'issue', 'dignity', 'grace', 'course', 'ha', 'shocking', 'spoiler']"
1,"['happy', 'wonderful', 'feel', 'good', 'ending']"
1,"['point', 'journey', 'journey', 'touch', 'every', 'member', 'family']"
1,"['one', 'movie', 'need', 'see', 'whenever', 'come', 'tv', 'never', 'mind', 'fact', 'already', 'memorized']"
0,"['nothing', 'new']"
0,"['done', 'second', 'movie']"
0,"['movie', 'ha', 'almost', 'no', 'action', 'scene', 'little', 'comedy']"
0,"['plot', 'ha', 'hole', 'pair', 'fishnet', 'stocking', 'direction', 'editing', 'astonishingly', 'ham', 'fisted']"
0,"['earth', 'iron', 'film']"
1,"['just', 'saw', 'film', 'recommend']"
1,"['ha', 'good', 'plot', 'hold', 'complete', 'attention', 'acting', 'superb', 'tom', 'wilkinson', 'fantastic', 'emily', 'watson', 'also', 'good']"
1,"['good', 'film', 'indeed', 'great', 'unconditional', 'love']"
1,"['tom', 'wilkinson', 'character', 'man', 'not', 'prepared', 'ordeal', 'begin', 'but', 'take', 'matter', 'hand', 'story', 'progress', 'great', 'actor', 'give', 'performance', 'make', 'feel', 'character', 'anguish', 'suffering']"
1,"['emily', 'watson', 'character', 'strong', 'ha', 'give', 'quick', 'glance', 'understand', 'everything']"
1,"['despite', 'pan', 'reviewer', 'liked', 'movie']"
1,"['fact', 'liked', 'better', 'interview', 'vampire', 'liked', 'lestat', 'stuart', 'townsend', 'better', 'cruise', 'attempt']"
1,"['aailiyah', 'pretty', 'good', 'akasha', 'place', 'compelling', 'first', 'entrance', 'mini', 'dance', 'scene']"
1,"['big', 'fan', 'series', 'mostly', 'due', 'anne', 'rice', 'style', 'sensitivity', 'treatment']"
1,"['guess', 'liked', 'detail', 'dysfunction', 'believable']"
0,"['football', 'scene', 'end', 'perplexing']"
1,"['but', 'thought', 'acting', 'skilled']"
1,"['meredith', 'better', 'right']"
1,"['charming', 'film', 'wonderful', 'sentiment', 'heart']"
1,"['rare', 'film', 'maker', 'take', 'time', 'tell', 'worthy', 'moral', 'tale', 'care', 'love', 'doesn', 'fall', 'trap', 'overly', 'syrupy', 'indulgent']"
1,"['nine', 'ten', 'truly', 'lovely', 'film']"
1,"['early', 'film', 'future', 'goremeister', 'lucio', 'fulci', 'good', 'addition', 'giallo', 'sub', 'genre']"
1,"['one', 'best', 'italian', 'thriller', 'early', '70']"
1,"['standout', 'scene']"
0,"['scene', 'strong', 'unpleasant']"
1,"['technically', 'film', 'well', 'made', 'impressive', 'camera', 'work', 'solid', 'acting', 'effective', 'music', 'riz', 'ortolani', 'particularly', 'good', 'recurring', 'unaccompanied', 'female', 'vocal', 'sound', 'like', 'coming', 'distant', 'hill']"
1,"['still', 'wild', 'stuff', 'though', 'highly', 'recommended', 'fan', 'giallo', 'cinema']"
1,"['movie', 'interesting', 'beginning', 'end']"
1,"['liked', 'way', 'dustin', 'hoffman', 'character', 'ready', 'just', 'everything', 'stay', 'son']"
1,"['movie', 'also', 'revealing']"
1,"['personally', 'think', 'show', 'people', 'should', 'learn', 'find', 'compromise', 'self', 'without', 'involving', 'people', 'issue']"
0,['boring']
0,"['tired', 'cliche', 'just', 'lazy', 'writing', 'come', 'thick', 'fast']"
1,"['p', 'scene', 'movie', 'cool', 'central', 'character', 'find', 'room', 'blown']"
1,"['fresh', 'subtle', 'rather', 'sublime', 'effect']"
1,"['italian', 'reviewer', 'called', 'small', 'great', 'film', 'right']"
1,"['actor', 'give', 'wonderful', 'performance', 'especially', 'jennifer', 'rubin', 'jamie', 'harris', 'change', 'nervous', 'starlet', 'beginning', 'strange', 'event', 'part', 'cool', 'star']"
1,"['learn', 'lot', 'real', 'inside', 'emotion', 'people', 'movie', 'lot', 'movie', 'business']"
1,"['movie', 'movie', 'situation', 'beginning', 'game', 'played', 'acting', 'coach', 'fascinating']"
1,"['also', 'music', 'mark', 'snow', 'possibly', 'best', 'score', 'ever', 'heard']"
1,"['won', 'forget', 'movie']"
0,"['why', 'film', 'made']"
0,"['film', 'ha', 'ultra', 'cheap', 'look']"
0,"['result', 'film', 'just', 'don', 'look', 'right']"
0,"['none', 'engaging', 'exciting']"
0,"['plot', 'nonsense', 'doesn', 'interest', 'slightest', 'way', 'uniqueness']"
0,"['foreigner', 'not', 'worth', 'one', 'second', 'time']"
1,"['saw', 'child', 'tv', 'back', '1973', 'stranger', 'loved']"
1,"['but', 'duet', 'astronaut', 'doctor', 'beginning', 'movie', 'perfect', 'exchange', 'one', 'considers', 'movie', 'made', 'well', 'cold', 'war', 'astronaut', 'biggest', 'fear', 'ha', 'crashed', 'ussr']"
1,"['movie', 'awesome']"
1,"['loved', 'really', 'scary']"
1,"['love', 'scream', 'movie', 'horror', 'movie', 'one', 'rank', 'way']"
1,"['want', 'real', 'scare', 'rent', 'one']"
1,"['10', '10']"
1,"['extraordinary', 'film']"
1,"['courtroom', 'drama', 'compelling', 'indictment', 'american', 'justice', 'system', 'frightening']"
1,"['film', 'highlight', 'fundamental', 'flaw', 'legal', 'process', 'not', 'discovering', 'guilt', 'innocence', 'but', 'rather', 'present', 'better', 'court']"
1,"['film', 'well', 'paced', 'understated', 'one', 'best', 'courtroom', 'documentary', 'seen']"
1,"['mostly', 'routine', 'fact', 'based', 'tv', 'drama', 'get', 'boost', 'fine', 'performance', 'cole']"
1,"['predictable', 'but', 'not', 'bad', 'watch']"
1,"['clear', 'range', 'ability', 'pull', 'part']"
1,"['carry', 'movie', 'well']"
1,"['constantine', 'give', 'everything', 'right', 'intensity', 'seems', 'good', 'understanding', 'underlying', 'psychological', 'motivation']"
1,"['wonderful', 'inspiring', 'watch', 'hope', 'get', 'released', 'video', 'dvd']"
0,"['how', 'piece', 'trash', 'ever', 'released', 'beyond', 'acting', 'story', 'character', 'supposedly', 'special', 'effect', 'etc', 'wrong']"
0,"['fact', 'stinker', 'smell', 'like', 'direct', 'video', 'release']"
0,"['avoid', 'cost']"
0,"['star', 'trek', 'v', 'final', 'frontier', 'worst', 'series']"
0,"['acting', 'involved', 'includes', 'like', 'shatner', 'nimoy', 'bad', 'washed', 'making', 'seem', 'old', 'look', 'real', 'life', 'special', 'effect', 'tacky', 'like', 'spock', 'ha', 'rescue', 'kirk', 'jet', 'pack', 'fall', 'mountain']"
0,"['attempt', 'humor', 'pitiful', 'story', 'awful', 'dosen', 'bear', 'thinking', 'basically', 'involves', 'vulcan', 'stealing', 'enterprise', 'find', 'god', 'seriously', 'just', 'didn', 'care', 'film', 'oh', 'not', 'mention', 'uhura', 'doe', 'belly', 'dance', 'distract', 'male', 'guard']"
0,"['place', 'good', 'film', 'garbage']"
0,"['worst', 'one', 'series']"
1,"['editing', 'editing', 'film', 'phenomenal', 'opinion']"
1,"['song', 'could', 'explain', 'emotion', 'subject', 'better', 'jay', 'adam', 'unfortunate', 'life', 'subject', 'talk', 'song', 'old', 'man', 'neil', 'young', 'played', 'evokes', 'many', 'emotion']"
1,"['cinematography', 'film', 'shot', 'interesting', 'way']"
1,"['course', 'footage', '70', 'grainy', 'but', 'enhanced', 'film']"
1,"['film', 'offer', 'many', 'delight', 'surprise']"
1,"['achille', 'philippa', 'beautifully', 'sing', 'duet', 'don', 'giovanni', 'perfectly', 'describes', 'situation', 'movie', 'appreciate', 'subtle', 'layer', 'excellent', 'film']"
1,"['story', 'unfolds', '18th', 'century', 'jutland', 'use', 'period', 'music', 'played', 'period', 'instrument', 'just', 'one', 'fine', 'touch']"
1,"['share', 'general', 'loewenhielm', 'exquisite', 'joy', 'partaking', 'cailles', 'en', 'sarcophage', 'even', 'though', 'just', 'watching', 'movie', 'but', 'wish', 'just', 'small', 'sample', 'savor']"
1,"['but', 'understated', 'film', 'leaf', 'lasting', 'impression']"
1,"['warmth', 'generates', 'contrast', 'austere', 'backdrop']"
1,"['leave', 'theater', 'wanting', 'go', 'dance', 'star']"
1,"['acting', 'expect', 'cast', 'top', 'notch']"
1,"['character', 'fleshed', 'surprisingly', 'well', 'particularly', 'grime', 'blake', 'actor', 'deliver', 'sharply', 'scripted', 'line', 'just', 'right', 'amount', 'deadpan', 'tongue', 'cheek', 'make', 'dialogue', 'hilarious', 'realistic']"
1,"['angus', 'scrimm', 'also', 'turn', 'good', 'performance', 'somewhat', 'brief', 'but', 'memorable', 'role', 'gently', 'menacing', 'violin', 'playing', 'anatomist', 'doctor', 'quinn']"
1,"['conclusion', 'loved']"
1,"['long', 'time', 'since', 'entertained', 'movie']"
1,"['struggle', 'find', 'anything', 'bad', 'say']"
1,"['mark', 'word', 'one', 'cult', 'film', 'like', 'evil', 'dead', '2', 'phantasm', 'people', 'still', 'discovering', 'falling', 'love', '20', '30', '40', 'year', 'line']"
1,"['pretty', 'surprising', 'wonderful', 'film', 'made', '1949', 'hollywood', 'generally', 'collective', 'head', 'sand', 'concerning', 'black', 'white', 'issue', 'time']"
1,"['film', 'deserves', 'strong', 'kudos', 'taking', 'stand', 'exceptional', 'acting', 'mostly', 'lesser', 'known', 'cast', 'super', 'intelligent', 'script', 'doesn', 'insult', 'audience', 'take', 'easy', 'way', 'come', 'white', 'racism']"
1,"['plus', 'movie', 'rather', 'modest', 'budget', 'fast', 'running', 'time', 'doe', 'amazing', 'job']"
1,"['juano', 'hernandez', 'exceptional', 'actor', 'played', 'supporting', 'role', 'many', 'film', 'era', 'proud', 'black', 'man', 'accused', 'murdering', 'white', 'man', 'south']"
1,"['trumbull', 'love', 'lucy']"
1,"['see', 'kid', 'chance', 'open', 'amazing', 'dialog', 'how', 'far', 'race', 'relation', 'come', 'last', '50', 'year']"
1,"['see', 'film']"
1,"['year', 'however', 'reminded', 'u', 'huston', 'still', 'top', 'game', 'evinced', 'faithful', 'adaptation', 'james', 'joyce', 'acclaimed', 'novella', 'dead']"
1,"['feeling', 'thought', 'gabriel', 'discomfort', 'dance', 'intangible', 'leap', 'life', 'come', 'within', 'viewer', 'grasp', 'huston', 'portrayal']"
0,"['disappointed', 'wondered', 'how', 'could', 'oscar', 'shortlist']"
0,['slow']
0,"['lot', 'hole', 'plot', 'nothing', 'how', 'became', 'emperor', 'nothing', 'spend', '20', 'year', 'childhood', 'mature', 'age']"
0,"['don', 'waste', 'time']"
0,"['end', 'day', 'one', 'worst', 'big', 'budget', 'action', 'movie', 'ever', 'seen']"
0,"['surely', 'doesn', 'know', 'how', 'make', 'coherent', 'action', 'movie', 'screenwriter', 'air', 'force', 'one', 'obliged', 'write', 'script', 'just', 'big', 'sum', 'money']"
0,"['one', 'worst', 'film', 'ever', 'seen']"
0,"['still', 'trying', 'get', 'how', 'bad']"
1,"['movie', 'possibly', 'one', 'creative', 'work', 'horror', 'ever']"
1,"['ha', 'everything', 'could', 'want', 'suspense', 'drama', 'comedy', 'confusing', 'subplots', 'native', 'american', 'brain', 'eating', 'looking', 'end', 'brainsucking', 'movie', 'look', 'no']"
1,"['great', 'sound', 'effect', 'impressive', 'special', 'effect', 'recommend', 'movie', 'enough']"
1,"['call', 'nut', 'but', 'think', 'one', 'best', 'movie', 'ever']"
1,"['great', 'character', 'actor', 'telly', 'savalas', 'peter', 'boyle']"
0,"['1', 'hour', '54', 'minute', 'sheer', 'tedium', 'melodrama', 'horrible', 'acting', 'mess', 'script', 'sinking', 'feeling', 'good', 'lord', 'thinking']"
0,"['lot', 'hole', 'script']"
0,"['like', 'bad', 'two', 'hour', 'tv', 'movie']"
0,"['imagine', 'every', 'single', 'one', 'decision', 'made', 'wrong']"
0,"['dialogue', 'atrocious']"
0,"['acting', 'beyond', 'abysmal']"
0,"['everything', 'stink']"
0,"['trouble', 'writing', 'directing', 'make', 'impossible', 'establish', 'thing', 'make', 'movie', 'watchable', 'like', 'character', 'story', 'theme']"
0,"['worse', 'incredibly', 'weak', 'sub', 'plot', 'thrown', 'follows', 'little', 'band', 'latter', 'day', 'mansonites', 'go', 'reporter', 'working', 'story', 'anniversary', 'killing']"
0,"['dumb', 'pointless', 'complete', 'waste', 'time']"
0,"['short', 'don', 'bother', 'movie']"
1,"['won', 'spoil', 'but', 'ending', 'pretty', 'amazing']"
1,"['best', 'scene', 'movie', 'end', 'but', 'won', 'spoil']"
1,"['ever', 'indication', 'writer', 'director', 'ability', 'meld', 'two', 'highly', 'volatile', 'temperament', 'seamless', 'union', 'creativity']"
1,"['result', 'powerhouse', 'achievement', 'made', 'timely', 'perhaps', 'culture', 'disturbing', 'fascination', 'celebrity', 'distorted', 'interpretation', 'fame']"
1,"['film', 'not', 'easily', 'forgotten']"
1,"['but', 'kevin', 'spacey', 'excellent', 'verbal', 'tsunami', 'buddy', 'ackerman', 'totally', 'believable', 'great', 'actor']"
1,"['scripting', 'subtle', 'comedy', 'unmatched', 'movie', 'recent', 'year']"
1,"['character', 'interesting', 'even', 'bit', 'predictable']"
1,"['highly', 'recommended', 'age', 'although', 'younger', 'set', 'probably', 'not', 'appreciate', 'subtle', 'reference', 'certainly', 'appreciate', 'one', 'galley', 'scene', 'particular']"
1,"['great', 'movie']"
0,"['also', 'story', 'acting', 'weak']"
0,"['around', '4', 'pm', 'bought', 'around', '8pm', 'started', 'watch', 'around', '8', '15pm', 'fast', 'forwarded', 'remaining', 'film', 'see', 'anything', 'left', 'watchable', 'human', 'brain', 'but', 'wasn']"
0,"['either', 'way', 'suck']"
0,"['script', 'horrendously', 'stupid']"
0,"['story', 'start', 'fast', 'absolutely', 'no', 'suspense', 'build', 'slightest']"
0,"['everything', 'captain', 'howdy', 'say', 'either', 'laughable', 'just', 'plain', 'stupid']"
0,"['hell', 'kind', 'crap']"
0,"['plot', 'hole']"
0,"['could', 'drive', 'semi', 'truck', 'hole']"
1,"['linda', 'cardellini', 'thing', 'good', 'film']"
1,"['poised', 'amazing']"
0,"['dee', 'snider', 'just', 'plain', 'suck']"
0,"['act', 'one', 'least', 'scary', 'villain', 'ever', 'seen', 'write', 'write', 'damn', 'movie', 'sleep']"
0,"['bored', 'throughout', 'whole', 'damn', 'thing']"
0,"['acting', 'suck', 'music', 'suck', 'script', 'suck', 'pacing', 'suck', 'special', 'fx', 'suck', 'directing', 'suck', 'basically', 'movie', 'suck']"
0,"['film', 'try', 'serious', 'sophisticated', 'thriller', 'horror', 'flick', 'fails', 'miserably']"
0,"['probably', 'one', 'least', 'effective', 'utterly', 'unoriginal', 'film', 'ever', 'seen', 'entire', 'life']"
0,"['piece', 'cinematic', 'garbage', 'captured', 'celluloid']"
0,"['avoid', 'cost']"
0,"['rate', 'film', 'stink', 'not', 'funny', 'fulci', 'should', 'stayed', 'giallo', 'supernatural', 'zombie', 'movie']"
0,"['avoid', 'film', 'cost']"
0,"['don', 'know', 'happened', 'season', 'five', 'mess']"
